pc4,INWONER,GEM_HH_GR,AV5_HORECA,OAD,median_inc,cluster,level_zip
3291,7855.0,2.3,18.5,683.0,28900.0,1,1001
3292,470.0,2.0,17.3,60.0,43300.0,3,1002
3293,465.0,2.2,11.9,73.0,45700.0,2,1003
3295,8805.0,2.3,20.4,971.0,25000.0,2,1004
3297,7020.0,2.3,19.5,848.0,25800.0,2,1005
3299,3250.0,2.3,18.7,361.0,41600.0,3,1006
3311,16140.0,1.8,19.7,3689.0,38800.0,3,1007
3312,11315.0,2.1,258.3,2675.0,62800.0,2,1008
3313,5650.0,1.9,237.2,1320.0,32300.0,3,1009
3314,16025.0,2.2,209.1,3319.0,31900.0,2,1010
3315,19010.0,2.4,280.3,1848.0,30800.0,2,1011
3316,770.0,2.4,139.2,445.0,34400.0,3,1012
3317,14650.0,1.9,60.0,2821.0,47300.0,3,1013
3318,5730.0,1.9,245.4,2466.0,38115.6746031746,3,1014
3319,10475.0,2.4,225.39999999999998,1620.0,36200.0,2,1015
3328,16455.0,2.3,225.0,2054.0,42300.0,1,1016
3329,2420.0,2.8,111.20000000000002,909.0,43400.0,3,1017
3331,11100.0,2.1,87.80000000000001,2678.0,49500.0,3,1018
3332,9815.0,2.1,240.3,2689.0,35500.0,3,1019
3333,7210.0,2.2,139.1,1950.0,42900.0,1,1020
3334,6220.0,2.2,236.60000000000002,1596.0,30600.0,1,1021
3335,6410.0,2.5,87.8,1343.0,39800.0,2,1022
3336,75.0,2.5,90.2,1205.0,45800.0,3,1023
3341,7655.0,2.4,68.0,1531.0,45900.0,2,1024
3342,6395.0,2.5,105.0,1434.0,39600.0,3,1025
3343,6775.0,2.5,88.4,1942.0,30700.0,1,1026
3344,10135.0,2.7,92.0,2239.0,39100.0,2,1027
3351,9180.0,2.2,94.4,2134.0,38115.6746031746,3,1028
3352,3365.0,2.4,53.3,1551.0,44700.0,3,1029
3353,6145.0,2.0,62.099999999999994,2427.0,39300.0,3,1030
3354,2475.0,2.1,49.9,2188.0,38900.0,2,1031
3355,6035.0,2.5,46.9,1857.0,47100.0,2,1032
3356,5090.0,2.5,54.1,928.0,45800.0,3,1033
3361,6530.0,2.4,60.1,1685.0,41200.0,3,1034
3362,11025.0,2.2,39.9,1960.0,33500.0,3,1035
3363,7205.0,2.4,45.1,1184.0,52200.0,3,1036
3364,260.0,3.0,42.1,1008.0,48300.0,1,1037
3366,715.0,2.7,44.3,64.0,45000.0,1,1038
3370,4266.434567901235,2.287339268051434,29.3,1038.8548942449581,38115.6746031746,1,1039
3371,12355.0,2.5,30.499999999999996,1150.0,47100.0,3,1040
3372,4590.0,2.5,21.4,541.0,46000.0,2,1041
3373,1100.0,3.0,22.0,759.0,44800.0,1,1042
3381,4795.0,2.5,13.600000000000001,310.0,42900.0,3,1043
3382,4266.434567901235,2.287339268051434,86.6,1038.8548942449581,38115.6746031746,2,1044
3401,12330.0,2.3,106.4,2023.0,58300.0,3,1045
3402,9595.0,2.2,49.099999999999994,1948.0,28800.0,3,1046
3403,2080.0,2.6,76.7,1105.0,31200.0,2,1047
3404,10155.0,2.6,19.4,1662.0,35700.0,3,1048
3405,3670.0,2.6,13.099999999999998,283.0,37000.0,3,1049
3411,8065.0,2.5,32.8,489.0,39000.0,1,1050
3412,1170.0,2.5,9.0,101.0,40400.0,3,1051
3413,305.0,2.6,6.6,79.0,39800.0,1,1052
3415,1255.0,2.7,22.9,74.0,39200.0,2,1053
3417,10020.0,2.4,23.5,843.0,32000.0,1,1054
3421,8295.0,2.3,25.099999999999998,966.0,31800.0,1,1055
3425,800.0,2.8,143.6,497.0,36900.0,1,1056
3431,7880.0,1.9,117.19999999999999,2737.0,34200.0,2,1057
3432,6490.0,2.1,105.4,1783.0,56100.0,3,1058
3433,3510.0,2.2,140.60000000000002,1397.0,43500.0,2,1059
3434,8550.0,2.2,133.3,1495.0,52700.0,3,1060
3435,6015.0,2.2,131.8,1881.0,38115.6746031746,2,1061
3436,6395.0,2.4,104.0,2428.0,41500.0,1,1062
3437,13480.0,2.2,134.89999999999998,1979.0,38400.0,3,1063
3438,10010.0,2.2,164.9,1820.0,45300.0,2,1064
3439,705.0,1.9,75.5,658.0,54100.0,1,1065
3441,2550.0,1.7,77.9,2096.0,48800.0,3,1066
3442,4280.0,2.3,77.6,2295.0,45600.0,2,1067
3443,7285.0,2.2,72.3,1868.0,43900.0,1,1068
3444,255.0,2.4,76.4,687.0,46600.0,1,1069
3445,4315.0,2.4,77.7,1356.0,52300.0,1,1070
3446,9230.0,2.7,76.0,1187.0,47300.0,3,1071
3447,55.0,1.2,71.6,930.0,44700.0,1,1072
3448,9190.0,2.4,76.5,1502.0,51000.0,3,1073
3449,680.0,2.2,69.6,1803.0,45300.0,1,1074
3451,11360.0,2.5,70.5,1286.0,45200.0,3,1075
3452,15065.0,2.9,59.599999999999994,1666.0,45100.0,1,1076
3453,9300.0,2.7,74.30000000000001,1511.0,28000.0,3,1077
3454,12425.0,2.5,38.3,1526.0,25000.0,1,1078
3455,425.0,2.4,70.7,95.0,25700.0,1,1079
3461,3975.0,2.5,21.5,471.0,29900.0,2,1080
3464,385.0,2.7,3.6,41.0,28700.0,2,1081
3465,1910.0,2.7,13.8,191.0,36200.0,2,1082
3466,1710.0,2.7,19.299999999999997,175.0,31500.0,2,1083
3467,720.0,2.7,51.5,114.0,29300.0,2,1084
3471,3880.0,2.5,12.799999999999999,304.0,25800.0,1,1085
3474,2300.0,2.5,18.6,186.0,30300.0,1,1086
3481,8170.0,2.4,848.0999999999999,736.0,23800.0,2,1087
3511,9095.0,1.5,859.8,5387.0,24700.0,3,1088
3512,8520.0,1.4,829.6,5894.0,38115.6746031746,1,1089
3513,6720.0,1.6,838.0999999999999,5349.0,26900.0,3,1090
3514,7700.0,1.7,819.5,5960.0,27000.0,2,1091
3515,5805.0,1.8,826.9000000000001,5350.0,40000.0,2,1092
3521,6480.0,1.8,807.0,3931.0,38900.0,1,1093
3522,9110.0,1.9,795.2,4503.0,49900.0,3,1094
3523,10220.0,1.8,638.1,4257.0,38115.6746031746,2,1095
3524,11545.0,1.8,737.4000000000001,2227.0,47200.0,3,1096
3525,6005.0,2.3,749.6,2968.0,47300.0,2,1097
3526,12440.0,1.8,796.1,3106.0,38115.6746031746,1,1098
3527,11425.0,2.0,276.1,3115.0,38115.6746031746,3,1099
3528,15.0,1.4,834.9000000000001,1041.0,24200.0,2,1100
3531,11700.0,1.7,836.4000000000001,4116.0,26700.0,2,1101
3532,7200.0,1.8,812.4,4326.0,26300.0,2,1102
3533,9050.0,2.2,801.3,3163.0,28400.0,3,1103
3534,1310.0,2.2,507.8,2280.0,28500.0,3,1104
3541,5840.0,2.3,278.2,2029.0,24400.0,3,1105
3542,145.0,2.2,125.9,601.0,22700.0,2,1106
3543,10785.0,2.4,238.10000000000002,1553.0,25000.0,2,1107
3544,22045.0,2.6,120.9,2046.0,23700.0,3,1108
3545,185.0,1.9,69.4,685.0,38115.6746031746,2,1109
3546,200.0,2.6,825.0,224.0,51300.0,3,1110
3551,6950.0,1.6,811.8000000000001,4508.0,33600.0,2,1111
3552,7570.0,1.9,793.7,4453.0,29000.0,2,1112
3553,7220.0,1.6,755.7,3488.0,44100.0,3,1113
3554,7630.0,2.1,660.0,4049.0,28200.0,1,1114
3555,8595.0,2.1,772.2,2116.0,21700.0,2,1115
3561,8930.0,2.1,729.4,3437.0,33900.0,1,1116
3562,7110.0,1.8,703.9000000000001,3473.0,8400.0,2,1117
3563,7715.0,2.1,621.0,3668.0,38115.6746031746,1,1118
3564,10095.0,2.1,443.09999999999997,2832.0,33100.0,2,1119
3565,50.0,1.4,583.9000000000001,1112.0,54300.0,2,1120
3566,325.0,2.4,812.2,1504.0,53900.0,2,1121
3571,9985.0,1.9,845.4,3744.0,56200.0,2,1122
3572,11655.0,1.7,760.2,4673.0,30300.0,3,1123
3573,4510.0,2.1,857.0999999999999,1794.0,38115.6746031746,2,1124
3581,9820.0,1.6,826.2,4865.0,45300.0,2,1125
3582,8810.0,1.5,822.8,4192.0,40600.0,2,1126
3583,6090.0,1.9,692.4,2824.0,65000.0,1,1127
3584,7165.0,1.2,658.3,1018.0,37900.0,2,1128
3585,195.0,2.4,96.19999999999999,732.0,47200.0,1,1129
3601,7030.0,2.1,105.9,1426.0,37900.0,2,1130
3602,3570.0,2.6,105.1,976.0,38115.6746031746,2,1131
3603,2505.0,2.4,144.0,2112.0,48700.0,1,1132
3604,2555.0,2.4,89.8,1155.0,43200.0,3,1133
3605,5770.0,2.0,114.9,2146.0,50400.0,2,1134
3606,85.0,1.7,79.5,1436.0,42100.0,2,1135
3607,13665.0,2.5,105.1,1766.0,45400.0,1,1136
3608,3325.0,2.3,178.8,1260.0,53400.0,1,1137
3611,615.0,2.4,41.2,532.0,36400.0,2,1138
3612,1735.0,2.1,21.3,139.0,45400.0,3,1139
3615,1155.0,2.5,39.2,98.0,51500.0,2,1140
3621,10690.0,2.2,12.100000000000001,865.0,42800.0,2,1141
3625,195.0,2.1,7.1,64.0,49900.0,3,1142
3626,720.0,2.8,8.2,62.0,44400.0,1,1143
3628,3300.0,2.5,32.6,294.0,38115.6746031746,1,1144
3631,485.0,2.2,22.5,143.0,45300.0,3,1145
3632,4440.0,2.3,18.8,548.0,38115.6746031746,2,1146
3633,1810.0,2.3,18.299999999999997,245.0,30500.0,3,1147
3634,475.0,2.1,52.3,108.0,36200.0,1,1148
3641,11310.0,2.2,42.3,1296.0,38800.0,2,1149
3642,3190.0,2.4,71.69999999999999,1173.0,36700.0,2,1150
3643,1510.0,2.5,38.6,734.0,27900.0,2,1151
3645,9185.0,2.2,41.1,623.0,26100.0,3,1152
3646,810.0,2.6,51.60000000000001,55.0,53200.0,3,1153
3648,6805.0,2.4,6.7,643.0,33500.0,1,1154
3651,145.0,3.0,6.0,53.0,30800.0,1,1155
3652,595.0,2.3,5.4,82.0,45000.0,2,1156
3653,40.0,2.7,137.1,74.0,36500.0,2,1157
3701,6285.0,1.8,135.8,2371.0,31900.0,2,1158
3702,3925.0,2.2,131.10000000000002,2763.0,43000.0,1,1159
3703,5950.0,2.3,143.7,1706.0,48100.0,2,1160
3704,9325.0,2.3,135.3,1682.0,37600.0,2,1161
3705,9650.0,2.1,143.3,2000.0,34100.0,3,1162
3706,5455.0,2.0,126.1,1400.0,44800.0,3,1163
3707,5780.0,2.5,155.7,1599.0,74400.0,3,1164
3708,6705.0,2.1,152.60000000000002,1118.0,51800.0,3,1165
3709,325.0,1.7,32.400000000000006,411.0,38300.0,2,1166
3711,1480.0,2.2,92.2,175.0,47800.0,1,1167
3712,2920.0,2.1,73.2,569.0,36900.0,1,1168
3721,8015.0,2.1,49.9,1796.0,36800.0,1,1169
3722,4590.0,2.1,48.7,1166.0,40300.0,3,1170
3723,9945.0,2.3,413.1,1121.0,53100.0,2,1171
3731,6015.0,2.2,290.6,1701.0,35600.0,2,1172
3732,4790.0,2.0,27.699999999999996,1659.0,42300.0,1,1173
3734,4450.0,2.2,104.69999999999999,613.0,43300.0,3,1174
3735,1685.0,2.3,199.5,395.0,53500.0,3,1175
3737,1870.0,2.5,22.0,252.0,43600.0,2,1176
3738,4890.0,2.3,24.4,614.0,42800.0,2,1177
3739,1550.0,2.2,79.69999999999999,184.0,35100.0,2,1178
3741,9440.0,2.2,88.2,1660.0,49500.0,1,1179
3742,9450.0,2.2,89.7,1685.0,33000.0,2,1180
3743,4540.0,2.0,179.59999999999997,1745.0,31800.0,1,1181
3744,1045.0,2.4,20.6,177.0,41100.0,2,1182
3749,285.0,2.1,33.599999999999994,86.0,50900.0,1,1183
3751,7955.0,2.5,32.7,1154.0,38900.0,2,1184
3752,12785.0,2.6,28.3,1251.0,37000.0,2,1185
3754,835.0,2.9,49.9,68.0,39600.0,2,1186
3755,9110.0,2.3,110.9,924.0,44900.0,2,1187
3761,4810.0,2.1,103.1,1373.0,48300.0,1,1188
3762,8380.0,2.2,68.30000000000001,1995.0,49200.0,1,1189
3763,2455.0,2.7,110.0,1311.0,45900.0,3,1190
3764,5430.0,2.2,75.30000000000001,1356.0,41200.0,1,1191
3765,5150.0,2.2,71.9,2176.0,45600.0,3,1192
3766,7280.0,2.3,95.7,1758.0,44600.0,2,1193
3768,6025.0,2.4,53.900000000000006,786.0,41600.0,3,1194
3769,6665.0,2.3,56.5,796.0,38115.6746031746,3,1195
3771,11155.0,2.4,50.3,1119.0,48300.0,2,1196
3772,19575.0,2.7,50.7,1420.0,26700.0,1,1197
3773,3565.0,2.7,8.600000000000001,805.0,30500.0,1,1198
3774,5595.0,3.2,5.1,190.0,33400.0,1,1199
3775,265.0,2.2,12.4,83.0,28400.0,2,1200
3776,1595.0,2.8,32.3,177.0,30600.0,1,1201
3781,10470.0,2.5,18.2,736.0,30300.0,1,1202
3784,1500.0,2.7,16.7,96.0,37400.0,1,1203
3785,1390.0,2.6,8.7,141.0,44600.0,1,1204
3791,2450.0,2.3,10.1,297.0,38115.6746031746,2,1205
3792,140.0,2.6,7.6000000000000005,88.0,38115.6746031746,2,1206
3794,600.0,2.7,352.20000000000005,53.0,42500.0,1,1207
3811,6805.0,1.5,342.7,3924.0,43700.0,1,1208
3812,12095.0,2.0,345.1,2081.0,48300.0,2,1209
3813,15190.0,2.1,349.79999999999995,2605.0,51800.0,2,1210
3814,6475.0,2.1,344.8,3697.0,45000.0,1,1211
3815,10670.0,2.2,349.7,2498.0,44700.0,2,1212
3816,11090.0,2.0,344.5,2691.0,49900.0,1,1213
3817,12010.0,2.1,315.1,2538.0,41700.0,2,1214
3818,10550.0,2.2,325.6,1696.0,52500.0,1,1215
3819,545.0,1.6,240.7,678.0,42600.0,3,1216
3821,260.0,1.5,310.20000000000005,1391.0,42400.0,3,1217
3822,8020.0,2.4,103.80000000000001,2068.0,45500.0,1,1218
3823,11295.0,2.4,59.099999999999994,2185.0,38115.6746031746,2,1219
3824,14870.0,2.6,65.4,1697.0,32200.0,3,1220
3825,14480.0,2.9,50.5,1762.0,32500.0,1,1221
3826,6590.0,2.5,260.2,1426.0,33000.0,1,1222
3828,10345.0,2.4,73.5,1685.0,35500.0,3,1223
3829,4845.0,2.8,70.7,1102.0,45500.0,1,1224
3831,13285.0,2.2,137.5,1530.0,53800.0,2,1225
3832,5090.0,2.6,215.9,655.0,27600.0,1,1226
3833,6880.0,2.3,45.1,1434.0,42500.0,3,1227
3834,1945.0,2.1,184.89999999999998,1349.0,41600.0,3,1228
3835,375.0,2.7,22.8,229.0,36700.0,2,1229
3836,145.0,3.1,104.7,236.0,42400.0,2,1230
3841,5865.0,1.9,105.9,1791.0,39400.0,3,1231
3842,6810.0,2.3,113.19999999999999,2232.0,34200.0,2,1232
3843,6895.0,2.3,111.1,1632.0,38600.0,3,1233
3844,9220.0,2.2,122.8,1572.0,45300.0,1,1234
3845,9820.0,2.6,99.9,1331.0,41600.0,2,1235
3846,815.0,2.7,105.39999999999999,679.0,45100.0,2,1236
3847,875.0,1.7,102.0,769.0,38700.0,3,1237
3848,4090.0,2.5,47.8,1258.0,41000.0,2,1238
3849,3180.0,2.4,62.900000000000006,228.0,44300.0,1,1239
3851,11195.0,2.2,59.60000000000001,1269.0,43600.0,2,1240
3852,5475.0,2.4,58.699999999999996,573.0,36100.0,1,1241
3853,10185.0,2.4,48.6,773.0,41200.0,3,1242
3861,8765.0,2.3,46.8,1291.0,47300.0,3,1243
3862,12885.0,2.4,49.9,1256.0,42800.0,2,1244
3863,7825.0,2.6,60.7,1066.0,30600.0,2,1245
3864,3805.0,2.6,31.9,353.0,14600.0,2,1246
3871,9655.0,2.5,52.3,969.0,38115.6746031746,2,1247
3881,11025.0,2.4,43.6,872.0,38115.6746031746,3,1248
3882,13150.0,2.6,20.9,936.0,26100.0,3,1249
3886,2120.0,2.5,13.5,225.0,38200.0,2,1250
3888,3275.0,2.9,24.2,156.0,43000.0,1,1251
3891,4890.0,2.2,23.4,1219.0,38500.0,2,1252
3892,5385.0,2.4,24.0,971.0,34800.0,3,1253
3893,6300.0,2.6,25.0,989.0,47500.0,2,1254
3894,3680.0,2.7,159.34573624194346,812.0,46300.0,1,1255
3895,4266.434567901235,2.287339268051434,1.9,616.0,38115.6746031746,2,1256
3896,485.0,2.3,0.9,216.0,45400.0,3,1257
3897,1280.0,1.6,24.6,84.0,41000.0,3,1258
3898,205.0,2.9,15.0,30.0,50000.0,1,1259
3899,80.0,2.5,109.2,105.0,40500.0,2,1260
3901,9725.0,1.8,107.9,3211.0,44300.0,2,1261
3902,10540.0,2.5,101.9,2054.0,42500.0,1,1262
3903,7120.0,2.4,107.19999999999999,1473.0,39700.0,1,1263
3904,13430.0,2.4,110.0,2122.0,43700.0,1,1264
3905,14065.0,2.3,106.9,2359.0,44400.0,2,1265
3906,7090.0,2.6,104.89999999999999,1369.0,45700.0,2,1266
3907,3625.0,3.0,40.0,838.0,47800.0,1,1267
3911,14820.0,2.3,33.3,1027.0,39200.0,1,1268
3912,610.0,2.5,25.200000000000003,1257.0,39500.0,1,1269
3921,4205.0,2.5,27.4,487.0,37600.0,3,1270
3922,365.0,2.5,26.3,263.0,40100.0,3,1271
3925,9875.0,2.5,27.6,911.0,45400.0,1,1272
3927,5260.0,2.6,23.9,480.0,42600.0,1,1273
3931,13165.0,2.5,44.7,948.0,38700.0,3,1274
3941,10215.0,2.2,32.6,534.0,46000.0,1,1275
3945,3215.0,2.4,29.2,357.0,44900.0,2,1276
3947,2370.0,2.5,30.6,191.0,47200.0,2,1277
3951,4680.0,2.2,22.799999999999997,484.0,38115.6746031746,3,1278
3953,1265.0,2.4,23.8,113.0,49400.0,2,1279
3956,7560.0,2.2,31.6,694.0,47300.0,1,1280
3958,5390.0,2.3,41.099999999999994,702.0,39100.0,2,1281
3959,1555.0,2.4,35.0,194.0,51900.0,3,1282
3961,9325.0,2.3,35.0,1313.0,29100.0,2,1283
3962,8850.0,2.4,76.30000000000001,1418.0,47400.0,3,1284
3971,8030.0,2.2,62.4,1024.0,44900.0,3,1285
3972,10810.0,2.2,118.0,1323.0,46000.0,3,1286
3981,6975.0,2.3,41.8,728.0,28100.0,1,1287
3984,5685.0,2.3,12.1,732.0,38200.0,2,1288
3985,2535.0,2.5,6.8,258.0,36000.0,3,1289
3989,15.0,2.3,55.0,53.0,38115.6746031746,3,1290
3991,18245.0,2.6,68.9,1615.0,35100.0,2,1291
3992,6000.0,2.3,53.7,1528.0,25600.0,1,1292
3993,4975.0,2.3,49.7,1524.0,47800.0,2,1293
3994,13685.0,2.6,54.900000000000006,1498.0,42100.0,2,1294
3995,3700.0,1.9,12.4,2147.0,46400.0,1,1295
3997,610.0,2.5,19.2,82.0,43900.0,1,1296
3998,2010.0,2.5,19.5,132.0,42500.0,3,1297
3999,690.0,2.5,107.19999999999999,51.0,38115.6746031746,3,1298
4001,10690.0,1.9,108.5,2037.0,38115.6746031746,1,1299
4002,2260.0,2.3,108.6,1590.0,37500.0,2,1300
4003,7985.0,2.2,103.29999999999998,1153.0,40000.0,2,1301
4004,60.0,2.5,104.3,228.0,42200.0,3,1302
4005,5610.0,2.3,106.3,1549.0,39700.0,3,1303
4006,3735.0,2.1,86.3,1290.0,48500.0,2,1304
4007,9475.0,2.7,36.1,990.0,41800.0,1,1305
4011,1655.0,2.4,47.0,113.0,39400.0,1,1306
4012,1365.0,2.4,48.599999999999994,174.0,38900.0,3,1307
4013,735.0,2.6,21.7,157.0,39400.0,3,1308
4014,1125.0,2.6,13.8,139.0,41200.0,3,1309
4016,185.0,2.7,109.4,33.0,43500.0,1,1310
4017,145.0,2.8,16.5,523.0,44900.0,3,1311
4021,4365.0,2.3,32.8,412.0,38115.6746031746,3,1312
4023,660.0,2.5,27.199999999999996,55.0,42900.0,1,1313
4024,1690.0,2.4,21.8,163.0,46100.0,2,1314
4031,2175.0,2.3,12.899999999999999,172.0,36100.0,2,1315
4032,725.0,2.6,14.2,81.0,33600.0,1,1316
4033,5775.0,2.5,47.9,370.0,42800.0,2,1317
4041,6070.0,2.7,20.799999999999997,508.0,38115.6746031746,3,1318
4043,6305.0,2.9,18.5,520.0,43200.0,3,1319
4051,5005.0,2.5,12.700000000000001,449.0,52300.0,2,1320
4053,1170.0,2.9,20.6,113.0,32200.0,1,1321
4054,1035.0,2.4,6.5,94.0,49400.0,2,1322
4061,1655.0,2.5,80.7,140.0,45500.0,2,1323
4062,170.0,2.4,3.0,212.0,43600.0,2,1324
4063,435.0,2.4,3.0,63.0,43600.0,1,1325
4064,1045.0,2.5,44.9,122.0,45100.0,1,1326
4101,7470.0,2.1,49.199999999999996,1655.0,48600.0,3,1327
4102,8005.0,2.2,43.400000000000006,1568.0,46100.0,3,1328
4103,1465.0,2.4,43.0,1573.0,46400.0,2,1329
4104,80.0,2.6,43.0,757.0,48100.0,2,1330
4105,10480.0,2.5,43.0,1387.0,47600.0,2,1331
4106,580.0,2.8,34.7,615.0,41500.0,2,1332
4107,475.0,2.0,17.3,146.0,29600.0,2,1333
4111,655.0,2.5,12.3,119.0,39500.0,2,1334
4112,3225.0,2.4,15.4,378.0,43500.0,3,1335
4115,375.0,2.4,16.0,61.0,35700.0,2,1336
4116,2680.0,2.4,18.299999999999997,291.0,27400.0,2,1337
4117,495.0,2.5,12.600000000000001,102.0,41200.0,2,1338
4119,470.0,2.6,5.300000000000001,52.0,45400.0,1,1339
4121,1200.0,2.6,3.7,108.0,41800.0,1,1340
4122,845.0,2.7,25.0,100.0,45800.0,2,1341
4124,1440.0,2.5,159.34573624194346,196.0,46200.0,3,1342
4125,670.0,2.8,3.8,255.0,38115.6746031746,1,1343
4126,1010.0,2.6,9.600000000000001,88.0,50500.0,2,1344
4128,2785.0,2.5,34.2,236.0,46600.0,1,1345
4131,4065.0,2.1,47.8,1035.0,43500.0,3,1346
4132,4730.0,2.2,42.5,1348.0,44300.0,3,1347
4133,7480.0,2.5,52.89999999999999,965.0,41600.0,2,1348
4141,5335.0,2.1,48.7,1609.0,38115.6746031746,3,1349
4142,6535.0,2.3,49.8,1381.0,42800.0,3,1350
4143,6660.0,2.6,32.4,1242.0,44400.0,3,1351
4145,1615.0,2.7,48.9,155.0,38500.0,3,1352
4147,3205.0,2.5,159.34573624194346,546.0,48000.0,1,1353
4151,550.0,2.4,42.3,115.0,41300.0,3,1354
4152,875.0,2.5,26.5,131.0,61000.0,2,1355
4153,3310.0,2.4,18.700000000000003,443.0,46800.0,2,1356
4155,335.0,2.5,20.300000000000004,124.0,43100.0,2,1357
4156,870.0,2.4,20.0,212.0,39000.0,1,1358
4157,555.0,2.4,16.200000000000003,102.0,48900.0,1,1359
4158,2100.0,2.5,20.4,249.0,44000.0,3,1360
4161,2395.0,2.4,46.199999999999996,306.0,43700.0,1,1361
4163,230.0,2.5,45.4,358.0,30800.0,3,1362
4171,2690.0,2.4,6.7,244.0,38115.6746031746,2,1363
4174,1010.0,2.6,4.8,95.0,38115.6746031746,3,1364
4175,2775.0,2.4,7.0,348.0,24300.0,2,1365
4176,975.0,2.6,8.2,170.0,32100.0,2,1366
4181,2345.0,2.8,10.5,263.0,29900.0,2,1367
4182,475.0,3.0,13.0,65.0,48500.0,1,1368
4184,1170.0,2.5,7.4,140.0,58900.0,2,1369
4185,570.0,2.6,13.3,66.0,43000.0,1,1370
4191,10855.0,2.4,26.2,923.0,41200.0,2,1371
4194,4395.0,2.7,23.8,615.0,38115.6746031746,2,1372
4196,2095.0,2.5,19.2,303.0,48700.0,2,1373
4197,1145.0,2.6,27.8,410.0,40400.0,1,1374
4201,5680.0,1.7,102.7,1919.0,44900.0,2,1375
4202,90.0,2.0,99.4,876.0,42600.0,2,1376
4203,160.0,2.0,98.6,1678.0,45800.0,1,1377
4204,5295.0,1.8,98.80000000000001,1784.0,43200.0,2,1378
4205,9620.0,2.3,103.5,2022.0,40200.0,1,1379
4206,2860.0,2.2,103.5,1630.0,48600.0,3,1380
4207,10295.0,2.6,101.4,1424.0,37000.0,1,1381
4208,1795.0,3.1,95.79999999999998,639.0,43400.0,3,1382
4209,1290.0,2.5,81.8,166.0,45700.0,3,1383
4211,725.0,2.4,61.699999999999996,134.0,45100.0,3,1384
4212,130.0,2.8,72.7,141.0,39200.0,3,1385
4213,885.0,2.6,94.5,469.0,45200.0,3,1386
4214,2050.0,2.4,14.000000000000002,214.0,38500.0,1,1387
4221,1385.0,2.4,16.6,141.0,40800.0,1,1388
4223,1875.0,2.5,14.8,221.0,39600.0,2,1389
4225,1770.0,2.7,13.600000000000001,131.0,43000.0,3,1390
4231,3850.0,2.5,13.9,387.0,42100.0,2,1391
4233,2985.0,2.3,7.199999999999999,465.0,40900.0,2,1392
4235,790.0,2.8,7.0,317.0,43700.0,3,1393
4241,3420.0,2.3,55.2,454.0,45500.0,3,1394
4243,1015.0,2.7,22.5,85.0,40700.0,2,1395
4245,1590.0,3.0,35.099999999999994,104.0,38700.0,3,1396
4247,835.0,2.4,13.8,119.0,41100.0,3,1397
4251,11355.0,2.6,18.1,923.0,39700.0,1,1398
4254,5705.0,2.4,27.7,615.0,39700.0,1,1399
4255,3565.0,2.3,8.0,379.0,39800.0,3,1400
4261,6375.0,2.7,15.3,565.0,42300.0,3,1401
4264,2835.0,2.6,18.299999999999997,339.0,38115.6746031746,3,1402
4265,1740.0,2.6,7.8999999999999995,199.0,47000.0,3,1403
4266,805.0,2.4,5.0,113.0,31100.0,1,1404
4267,410.0,2.5,27.799999999999997,41.0,41800.0,2,1405
4268,710.0,2.5,7.3,88.0,47000.0,3,1406
4269,430.0,2.7,3.4000000000000004,33.0,36100.0,3,1407
4271,2455.0,2.4,9.899999999999999,244.0,39600.0,1,1408
4273,4220.0,2.3,11.2,376.0,36900.0,1,1409
4281,2450.0,2.6,11.299999999999999,266.0,43400.0,2,1410
4283,1630.0,2.5,23.5,279.0,39200.0,1,1411
4284,1815.0,2.5,23.2,291.0,37000.0,3,1412
4285,4640.0,2.3,28.6,525.0,37300.0,2,1413
4286,3625.0,2.4,8.3,301.0,43200.0,1,1414
4287,270.0,2.7,9.7,58.0,31800.0,1,1415
4288,340.0,2.5,23.2,68.0,39700.0,3,1416
4301,9270.0,2.0,39.2,1072.0,37800.0,3,1417
4302,1075.0,2.3,37.9,739.0,38600.0,1,1418
4303,1000.0,2.6,39.6,472.0,34900.0,2,1419
4305,595.0,2.0,4.5,98.0,39400.0,3,1420
4306,2685.0,2.5,6.9,312.0,33000.0,3,1421
4307,2335.0,2.5,13.3,286.0,39400.0,3,1422
4308,335.0,2.4,11.2,46.0,28800.0,1,1423
4311,3785.0,2.4,20.1,496.0,32100.0,3,1424
4315,985.0,2.2,8.6,118.0,39200.0,1,1425
4316,770.0,2.2,14.3,107.0,36500.0,2,1426
4317,780.0,2.2,20.4,59.0,28700.0,2,1427
4318,1275.0,1.9,17.6,254.0,36200.0,1,1428
4321,980.0,2.4,21.2,69.0,31400.0,1,1429
4322,1270.0,2.1,30.4,269.0,38115.6746031746,1,1430
4323,355.0,2.1,58.7,121.0,36700.0,2,1431
4325,1480.0,1.9,61.400000000000006,274.0,40500.0,1,1432
4326,315.0,2.1,69.0,130.0,43300.0,2,1433
4327,270.0,2.0,18.700000000000003,45.0,42900.0,2,1434
4328,4220.0,2.0,45.8,301.0,40700.0,2,1435
4331,6425.0,1.6,136.3,2768.0,37000.0,1,1436
4332,4080.0,2.0,125.29999999999998,1655.0,40800.0,2,1437
4333,5325.0,2.2,123.6,1419.0,37300.0,2,1438
4334,3145.0,2.1,127.4,1390.0,36800.0,1,1439
4335,7080.0,2.0,142.3,1719.0,42600.0,3,1440
4336,7100.0,2.2,138.5,1967.0,40200.0,2,1441
4337,8650.0,2.2,140.3,1832.0,38200.0,3,1442
4338,70.0,2.8,133.1,391.0,40700.0,2,1443
