pc4,INWONER,GEM_HH_GR,AV5_HORECA,OAD,median_inc,cluster,level_zip
5662,3230.0,2.5,83.4,1107.0,48000.0,2,2017
5663,6125.0,2.4,54.5,1173.0,41100.0,3,2018
5664,4705.0,1.9,62.8,1843.0,36400.0,3,2019
5665,5450.0,2.0,51.5,1622.0,39700.0,1,2020
5666,3880.0,2.2,79.7,1858.0,43500.0,2,2021
5667,4160.0,2.3,44.900000000000006,1248.0,37500.0,2,2022
5671,5405.0,2.0,45.699999999999996,1412.0,38600.0,3,2023
5672,7015.0,2.3,50.3,1353.0,40500.0,3,2024
5673,6170.0,2.4,47.9,1196.0,40400.0,3,2025
5674,4590.0,2.4,50.7,270.0,40400.0,2,2026
5681,845.0,2.5,45.8,344.0,42200.0,2,2027
5682,4065.0,2.4,42.3,1235.0,43300.0,1,2028
5683,6400.0,2.0,43.8,1637.0,36900.0,3,2029
5684,11165.0,2.3,54.2,1512.0,34600.0,1,2030
5685,7345.0,2.7,34.9,1067.0,48700.0,3,2031
5688,12250.0,2.4,194.2,770.0,39600.0,3,2032
5689,540.0,2.6,183.20000000000002,779.0,41600.0,3,2033
5691,10865.0,2.3,168.9,734.0,47000.0,3,2034
5692,1315.0,2.6,101.5,429.0,38200.0,3,2035
5694,4725.0,2.4,190.7,680.0,39100.0,3,2036
5701,14935.0,1.9,184.2,2928.0,34700.0,1,2037
5702,11895.0,2.2,203.20000000000002,2001.0,37500.0,3,2038
5703,5500.0,2.1,156.3,1871.0,42000.0,2,2039
5704,8995.0,2.3,147.7,1253.0,42200.0,2,2040
5705,1825.0,1.8,60.5,1368.0,42000.0,3,2041
5706,14565.0,2.5,37.0,1428.0,37900.0,2,2042
5707,10270.0,2.2,28.299999999999997,1698.0,30700.0,1,2043
5708,10370.0,2.5,51.6,759.0,31100.0,2,2044
5709,13170.0,2.4,37.4,1245.0,40900.0,2,2045
5711,8460.0,2.3,33.7,1044.0,44100.0,3,2046
5712,8625.0,2.4,65.4,504.0,41900.0,3,2047
5715,2235.0,2.5,162.0,176.0,44000.0,1,2048
5721,13125.0,2.3,49.5,1115.0,45800.0,1,2049
5724,1145.0,2.3,16.700000000000003,118.0,42200.0,1,2050
5725,2440.0,2.5,51.099999999999994,165.0,44900.0,3,2051
5731,10785.0,2.3,61.2,968.0,41800.0,2,2052
5735,5675.0,2.4,60.2,584.0,45600.0,3,2053
5737,4285.0,2.4,61.8,421.0,43400.0,2,2054
5738,1985.0,2.6,59.599999999999994,135.0,38115.6746031746,2,2055
5741,10390.0,2.3,60.599999999999994,803.0,38115.6746031746,1,2056
5751,12510.0,2.1,12.0,1311.0,43000.0,1,2057
5752,1890.0,2.7,20.1,313.0,40500.0,3,2058
5753,4240.0,2.4,10.2,648.0,46500.0,2,2059
5754,6280.0,2.4,20.5,1053.0,41500.0,3,2060
5756,1385.0,2.6,20.7,135.0,48100.0,2,2061
5757,3285.0,2.3,2.7,280.0,48300.0,3,2062
5758,1835.0,2.5,3.0,181.0,34100.0,1,2063
5759,940.0,2.3,21.4,79.0,45200.0,3,2064
5761,5940.0,2.3,77.6,468.0,44000.0,1,2065
5763,2205.0,2.5,76.8,190.0,43900.0,1,2066
5764,1160.0,2.5,77.89999999999999,109.0,45200.0,3,2067
5766,535.0,2.4,86.9,67.0,40800.0,2,2068
5768,6095.0,2.3,77.4,495.0,38700.0,2,2069
5801,10325.0,1.9,27.800000000000004,1428.0,48200.0,1,2070
5802,7270.0,2.3,75.7,1485.0,38200.0,1,2071
5803,8085.0,2.4,39.5,1375.0,38000.0,2,2072
5804,2880.0,2.5,74.7,873.0,36000.0,2,2073
5807,2340.0,2.4,7.3,297.0,38400.0,3,2074
5808,1185.0,2.5,12.8,104.0,40500.0,1,2075
5809,2275.0,2.6,65.89999999999999,363.0,40700.0,1,2076
5811,815.0,2.6,1.2000000000000002,67.0,44100.0,2,2077
5812,485.0,2.4,32.8,115.0,39500.0,2,2078
5813,2240.0,2.5,28.5,153.0,40800.0,3,2079
5814,555.0,2.8,17.700000000000003,30.0,39200.0,1,2080
5815,1065.0,2.5,29.5,90.0,42600.0,1,2081
5816,230.0,2.9,22.4,12.0,39500.0,2,2082
5817,215.0,2.4,23.799999999999997,51.0,40300.0,2,2083
5821,2550.0,2.4,45.0,314.0,25400.0,2,2084
5823,890.0,2.3,42.9,106.0,30700.0,1,2085
5824,535.0,2.6,50.699999999999996,84.0,35300.0,2,2086
5825,3915.0,2.3,44.5,336.0,25800.0,3,2087
5826,470.0,2.9,15.6,70.0,27700.0,2,2088
5827,685.0,2.7,7.6,55.0,46300.0,1,2089
5831,12400.0,2.1,26.3,1146.0,26900.0,3,2090
5835,1860.0,2.5,21.299999999999997,172.0,28700.0,2,2091
5836,1750.0,2.4,22.400000000000002,294.0,25100.0,1,2092
5841,1835.0,2.5,21.299999999999997,122.0,36800.0,2,2093
5843,665.0,2.7,6.6,53.0,33400.0,1,2094
5844,705.0,2.5,22.2,68.0,48900.0,3,2095
5845,4095.0,2.3,23.299999999999997,451.0,45200.0,2,2096
5846,715.0,2.6,11.9,201.0,38500.0,3,2097
5851,2130.0,2.4,30.5,210.0,32200.0,2,2098
5853,2010.0,2.3,16.1,168.0,31200.0,3,2099
5854,5335.0,2.2,28.9,510.0,31100.0,1,2100
5855,2485.0,2.4,21.7,181.0,39200.0,3,2101
5856,1180.0,2.5,24.0,82.0,38500.0,1,2102
5861,1890.0,2.4,25.5,233.0,37600.0,2,2103
5862,410.0,2.3,38.0,59.0,35900.0,2,2104
5863,1060.0,2.3,41.8,165.0,34400.0,2,2105
5864,1880.0,2.4,281.6,217.0,42300.0,3,2106
5865,1250.0,2.4,290.20000000000005,171.0,36100.0,2,2107
5866,1270.0,2.5,260.70000000000005,137.0,42600.0,1,2108
5871,1055.0,2.3,249.79999999999998,162.0,45200.0,1,2109
5872,775.0,2.4,261.5,159.0,42800.0,3,2110
5911,4955.0,1.6,215.2,2890.0,40700.0,3,2111
5912,10225.0,2.1,271.9,2196.0,39800.0,3,2112
5913,9775.0,2.0,251.70000000000002,2388.0,41500.0,2,2113
5914,7760.0,1.9,272.8,1997.0,40100.0,2,2114
5915,5510.0,2.1,260.40000000000003,1297.0,46000.0,1,2115
5916,2500.0,2.4,226.10000000000002,587.0,38115.6746031746,3,2116
5921,6765.0,1.9,262.1,2481.0,34400.0,3,2117
5922,5710.0,2.3,124.29999999999998,1996.0,40800.0,2,2118
5923,2915.0,1.9,210.5,1876.0,42100.0,2,2119
5924,3795.0,2.4,264.8,1816.0,41800.0,3,2120
5925,3895.0,2.3,124.6,1373.0,47200.0,2,2121
5926,2845.0,2.5,103.3,934.0,42000.0,1,2122
5927,800.0,2.5,68.5,439.0,40700.0,2,2123
5928,805.0,2.1,45.800000000000004,619.0,41100.0,1,2124
5931,9705.0,2.1,41.599999999999994,1389.0,37900.0,3,2125
5932,5535.0,2.2,69.69999999999999,969.0,28200.0,3,2126
5935,3745.0,2.2,48.8,954.0,40800.0,2,2127
5941,5245.0,2.3,51.60000000000001,478.0,49100.0,2,2128
5943,1015.0,2.4,59.9,125.0,33800.0,2,2129
5944,2575.0,2.2,57.6,218.0,39500.0,2,2130
5951,5540.0,2.3,72.19999999999999,554.0,33000.0,2,2131
5953,11045.0,2.3,58.8,838.0,44100.0,3,2132
5954,2475.0,2.3,12.5,253.0,43300.0,2,2133
5961,13015.0,2.2,26.0,1094.0,41300.0,2,2134
5962,2140.0,2.6,38.2,174.0,39400.0,3,2135
5963,1940.0,2.5,26.5,244.0,38400.0,3,2136
5964,1625.0,2.6,23.5,184.0,36100.0,1,2137
5966,2030.0,2.4,9.899999999999999,212.0,39100.0,1,2138
5971,4735.0,2.3,48.0,595.0,36400.0,2,2139
5973,1940.0,2.3,47.6,177.0,33300.0,1,2140
5975,6685.0,2.4,22.8,523.0,38000.0,2,2141
5976,1130.0,2.5,53.699999999999996,126.0,42400.0,3,2142
5977,280.0,2.7,44.3,14.0,44900.0,2,2143
5981,7485.0,2.2,45.5,960.0,44300.0,1,2144
5984,1230.0,2.5,57.800000000000004,117.0,43100.0,1,2145
5985,1650.0,2.6,16.9,116.0,36600.0,2,2146
5986,2120.0,2.6,46.0,197.0,43700.0,2,2147
5987,1270.0,2.6,140.3,285.0,41100.0,3,2148
5988,6225.0,2.4,133.4,788.0,41100.0,2,2149
5991,6510.0,2.4,150.8,576.0,36900.0,1,2150
5993,6520.0,2.4,137.79999999999998,502.0,29700.0,2,2151
5995,4210.0,2.3,95.2,311.0,31000.0,2,2152
6001,7420.0,1.8,129.70000000000002,2215.0,28400.0,2,2153
6002,6705.0,2.4,15.3,803.0,24500.0,1,2154
6003,5190.0,2.6,19.1,832.0,28300.0,2,2155
6004,9310.0,2.2,33.400000000000006,1488.0,46000.0,1,2156
6005,4470.0,2.3,37.3,742.0,35600.0,1,2157
6006,11585.0,2.1,30.200000000000003,1452.0,34900.0,3,2158
6011,1385.0,2.5,47.400000000000006,139.0,34500.0,2,2159
6012,490.0,2.5,68.9,41.0,38000.0,3,2160
6013,945.0,2.3,35.7,118.0,37400.0,3,2161
6014,1700.0,2.3,29.0,254.0,34200.0,2,2162
6015,1280.0,2.2,23.0,199.0,39000.0,2,2163
6017,2420.0,2.1,21.7,382.0,36400.0,3,2164
6019,2055.0,2.2,44.099999999999994,317.0,36700.0,2,2165
6021,9160.0,2.2,33.3,810.0,35900.0,1,2166
6023,2100.0,2.2,25.200000000000003,370.0,37800.0,3,2167
6024,1440.0,2.3,45.89999999999999,182.0,37800.0,1,2168
6026,5200.0,2.3,35.199999999999996,553.0,41000.0,2,2169
6027,1800.0,2.4,27.5,209.0,38500.0,3,2170
6028,740.0,2.5,15.799999999999999,110.0,40700.0,1,2171
6029,1620.0,2.3,14.1,100.0,40000.0,3,2172
6031,10340.0,2.3,218.20000000000002,876.0,37300.0,2,2173
6034,1545.0,2.5,204.8,158.0,40800.0,3,2174
6035,4070.0,2.4,208.59999999999997,246.0,36800.0,1,2175
6037,1145.0,2.3,208.3,89.0,38800.0,1,2176
6039,5160.0,2.3,209.8,534.0,41200.0,2,2177
6041,11520.0,1.7,191.8,1791.0,40700.0,3,2178
6042,9310.0,2.0,67.2,1501.0,40900.0,2,2179
6043,11715.0,2.1,28.800000000000004,2110.0,32600.0,3,2180
6044,3310.0,2.2,38.7,1990.0,36800.0,2,2181
6045,5880.0,2.1,40.0,1272.0,36100.0,2,2182
6049,7725.0,2.5,60.1,830.0,41200.0,1,2183
6051,6930.0,2.1,47.5,656.0,39100.0,1,2184
6061,4000.0,2.2,110.29999999999998,303.0,38600.0,3,2185
6063,2335.0,2.1,37.2,253.0,40000.0,3,2186
6065,3075.0,2.3,48.699999999999996,338.0,43100.0,3,2187
6067,3605.0,2.2,51.800000000000004,456.0,35000.0,1,2188
6071,8750.0,2.2,39.7,671.0,36300.0,2,2189
6074,3630.0,2.2,46.7,488.0,39200.0,2,2190
6075,4205.0,2.1,106.1,480.0,38000.0,1,2191
6077,3365.0,2.1,26.5,386.0,35500.0,2,2192
6081,4330.0,2.1,39.1,550.0,38400.0,1,2193
6082,945.0,2.3,8.4,197.0,42000.0,1,2194
6083,675.0,2.2,20.2,283.0,38600.0,1,2195
6085,3775.0,2.2,22.9,426.0,36300.0,1,2196
6086,3345.0,2.3,36.1,309.0,36100.0,3,2197
6088,4215.0,2.3,32.5,385.0,23700.0,1,2198
6089,770.0,2.3,38.3,87.0,39200.0,2,2199
6091,725.0,2.3,35.6,87.0,38300.0,2,2200
6092,320.0,2.4,38.900000000000006,114.0,25700.0,2,2201
6093,6495.0,2.1,67.3,650.0,30900.0,1,2202
6095,2535.0,2.3,68.2,266.0,29400.0,3,2203
6096,1650.0,2.3,7.6,206.0,28300.0,3,2204
6097,4420.0,2.2,14.299999999999999,367.0,41400.0,2,2205
6099,1750.0,2.2,31.8,257.0,39900.0,3,2206
6101,9475.0,2.1,42.5,1118.0,37200.0,3,2207
6102,5005.0,2.2,85.10000000000001,643.0,39200.0,3,2208
6104,1665.0,2.2,93.9,151.0,38115.6746031746,3,2209
6105,1300.0,2.2,53.0,91.0,39100.0,2,2210
6107,1670.0,2.3,25.3,233.0,25700.0,1,2211
6109,840.0,2.2,94.1,89.0,30900.0,2,2212
6111,615.0,2.4,57.400000000000006,238.0,28500.0,2,2213
6112,840.0,2.5,56.400000000000006,198.0,29600.0,1,2214
6114,8080.0,2.2,59.8,691.0,31200.0,2,2215
6116,1425.0,2.2,39.800000000000004,170.0,32100.0,1,2216
6118,3240.0,2.3,45.99999999999999,420.0,38115.6746031746,1,2217
6121,6005.0,2.3,40.4,762.0,33400.0,2,2218
6122,1990.0,2.1,72.3,773.0,45100.0,1,2219
6123,1155.0,2.1,224.3,389.0,39900.0,2,2220
6124,740.0,2.3,167.3,349.0,38400.0,1,2221
6125,1725.0,2.2,245.09999999999997,339.0,36200.0,2,2222
6127,2295.0,2.1,251.3,444.0,38115.6746031746,2,2223
6129,5595.0,2.1,176.7,492.0,18300.0,1,2224
6131,4720.0,1.5,174.4,2318.0,45200.0,2,2225
6132,5320.0,2.1,153.4,1222.0,41500.0,1,2226
6133,3795.0,2.1,182.60000000000002,1283.0,21200.0,3,2227
6134,2400.0,2.0,238.89999999999998,1020.0,32500.0,3,2228
6135,5935.0,2.1,121.49999999999999,1480.0,27400.0,3,2229
6136,6915.0,2.0,243.4,2000.0,22600.0,1,2230
6137,8280.0,2.0,212.2,1798.0,26100.0,2,2231
6141,2555.0,2.2,136.5,630.0,27400.0,3,2232
6142,1315.0,2.3,207.29999999999998,307.0,24100.0,3,2233
6143,1220.0,2.3,248.9,238.0,21700.0,1,2234
6151,4555.0,2.1,218.2,796.0,32900.0,1,2235
6153,95.0,2.0,168.0,106.0,21800.0,2,2236
6155,2000.0,2.3,187.1,283.0,38800.0,1,2237
6161,4290.0,1.8,238.20000000000002,2060.0,31800.0,3,2238
6162,4410.0,1.9,95.5,2058.0,28800.0,3,2239
6163,7790.0,2.1,106.2,1220.0,32200.0,2,2240
6164,5150.0,1.9,148.2,1623.0,30000.0,1,2241
6165,4740.0,2.0,146.8,2192.0,33300.0,2,2242
6166,5225.0,2.0,100.89999999999999,1825.0,41800.0,3,2243
6167,15.0,2.8,150.6,387.0,48300.0,2,2244
6171,10880.0,2.1,159.34573624194346,1079.0,45700.0,1,2245
6174,590.0,2.2,519.5,300.0,38200.0,1,2246
6176,3360.0,2.2,510.4,433.0,42100.0,3,2247
6181,8485.0,2.2,466.6,921.0,42200.0,2,2248
6191,12570.0,2.1,507.4,1018.0,47000.0,3,2249
6199,4266.434567901235,2.287339268051434,412.5,107.0,38115.6746031746,2,2250
6211,11675.0,1.3,464.70000000000005,3955.0,40900.0,2,2251
6212,4490.0,2.0,480.0,1878.0,44400.0,1,2252
6213,4250.0,2.0,427.29999999999995,1839.0,38900.0,3,2253
6214,4815.0,1.6,496.8,3314.0,44300.0,1,2254
6215,8520.0,2.1,532.2,1934.0,40600.0,1,2255
6216,8440.0,1.5,539.4,2580.0,43400.0,1,2256
6217,9385.0,1.8,64.5,2725.0,41400.0,3,2257
6218,7140.0,1.9,529.0,1753.0,31500.0,2,2258
6219,1695.0,1.8,442.20000000000005,991.0,38115.6746031746,1,2259
6221,9715.0,1.5,525.7,3740.0,40100.0,3,2260
6222,5305.0,1.7,501.0,1220.0,38115.6746031746,3,2261
6223,2660.0,2.0,334.1,279.0,40700.0,2,2262
6224,8080.0,1.6,479.2,3281.0,38115.6746031746,1,2263
6225,6795.0,2.2,110.2,1109.0,38900.0,1,2264
6226,7365.0,1.9,71.0,2319.0,37600.0,1,2265
6227,7685.0,1.9,84.8,2035.0,37000.0,1,2266
6228,6740.0,2.0,76.2,1550.0,42100.0,3,2267
6229,6730.0,1.8,69.0,1485.0,38115.6746031746,2,2268
6231,7525.0,2.1,41.5,800.0,26900.0,2,2269
6235,2815.0,2.3,86.69999999999999,334.0,36400.0,2,2270
6237,345.0,2.5,44.300000000000004,207.0,31100.0,2,2271
6241,5630.0,2.3,43.8,681.0,30600.0,3,2272
6243,2605.0,2.1,34.3,222.0,37700.0,3,2273
6245,9480.0,2.4,26.2,766.0,39900.0,3,2274
6247,2960.0,2.3,38.2,349.0,40500.0,3,2275
6251,435.0,2.3,39.7,105.0,38115.6746031746,1,2276
6252,150.0,2.6,101.39999999999999,137.0,36800.0,3,2277
6255,1115.0,2.2,187.0,115.0,40800.0,2,2278
6261,900.0,2.3,52.199999999999996,135.0,43400.0,1,2279
6262,1000.0,2.4,78.3,148.0,41400.0,2,2280
6265,1430.0,2.4,71.2,151.0,38115.6746031746,3,2281
6267,3465.0,2.1,60.800000000000004,408.0,38115.6746031746,2,2282
6268,570.0,2.1,71.3,74.0,39800.0,2,2283
6269,3820.0,2.3,57.400000000000006,435.0,36100.0,1,2284
6271,3900.0,2.0,59.00000000000001,526.0,38115.6746031746,2,2285
6273,210.0,2.4,105.4,57.0,31700.0,1,2286
6274,565.0,2.2,66.5,74.0,40700.0,2,2287
6276,180.0,2.6,96.3,27.0,35600.0,1,2288
6277,390.0,2.2,87.5,64.0,37900.0,2,2289
6278,65.0,1.9,81.3,31.0,33200.0,1,2290
6281,1780.0,2.2,52.199999999999996,198.0,30400.0,3,2291
6285,1055.0,2.1,76.0,111.0,33200.0,3,2292
6286,1900.0,2.2,60.599999999999994,122.0,31900.0,2,2293
6287,1685.0,2.3,220.9,186.0,33200.0,2,2294
6289,80.0,2.0,195.2,23.0,24400.0,2,2295
6291,7790.0,1.7,131.8,1252.0,26200.0,1,2296
6294,1445.0,2.2,127.0,171.0,26600.0,3,2297
6295,860.0,2.0,121.79999999999998,118.0,26500.0,3,2298
6301,10510.0,1.9,80.4,831.0,24600.0,2,2299
6305,1450.0,2.2,232.5,253.0,28500.0,3,2300
6307,330.0,2.3,98.19999999999999,54.0,30300.0,1,2301
6311,775.0,2.3,192.79999999999998,240.0,29100.0,2,2302
6312,170.0,2.2,200.8,189.0,36900.0,1,2303
6321,2435.0,2.2,199.2,285.0,38115.6746031746,3,2304
6325,4365.0,2.3,181.2,373.0,38115.6746031746,3,2305
6333,3220.0,2.3,35.5,275.0,26200.0,2,2306
6336,3915.0,2.2,57.9,418.0,27900.0,2,2307
6341,50.0,2.3,107.10000000000001,168.0,29400.0,2,2308
6342,100.0,2.3,90.1,231.0,35900.0,1,2309
6343,3240.0,2.2,110.10000000000001,298.0,40000.0,2,2310
6351,5055.0,2.2,134.8,682.0,42200.0,3,2311
6353,45.0,2.6,84.4,43.0,27100.0,2,2312
6361,6445.0,2.0,255.2,713.0,31500.0,2,2313
6363,1610.0,2.2,282.9,433.0,27000.0,2,2314
6365,2665.0,2.1,191.20000000000002,316.0,35300.0,3,2315
6367,8265.0,2.2,94.8,666.0,36300.0,1,2316
6369,5420.0,2.1,268.1,684.0,32500.0,3,2317
6371,6305.0,2.0,273.7,1563.0,40400.0,2,2318
6372,10255.0,2.1,286.7,1556.0,33100.0,3,2319
6373,8900.0,2.0,288.29999999999995,1515.0,40100.0,2,2320
6374,12125.0,2.1,271.20000000000005,1249.0,40400.0,2,2321
6411,7715.0,1.5,271.7,2528.0,27500.0,2,2322
6412,8815.0,1.9,256.6,1891.0,27200.0,1,2323
6413,11395.0,2.0,248.7,1717.0,24000.0,2,2324
6414,7780.0,2.0,202.60000000000002,1461.0,32500.0,1,2325
6415,6445.0,1.9,208.0,1798.0,32600.0,3,2326
6416,5595.0,2.0,97.60000000000001,1766.0,26500.0,2,2327
6417,6695.0,1.7,216.3,1914.0,34900.0,1,2328
6418,9150.0,1.9,181.7,1747.0,34700.0,1,2329
6419,4265.0,1.9,202.4,1077.0,31900.0,3,2330
6421,15.0,2.2,210.2,1513.0,31800.0,2,2331
6422,75.0,2.2,131.8,145.0,19400.0,1,2332
6431,10055.0,1.9,56.199999999999996,2190.0,19100.0,1,2333
6432,3945.0,1.9,163.7,1578.0,51900.0,2,2334
6433,4890.0,2.0,131.0,1224.0,23100.0,3,2335
6436,2670.0,2.2,177.0,830.0,29000.0,1,2336
6438,3720.0,2.2,198.2,548.0,25300.0,2,2337
6439,1115.0,2.3,192.5,179.0,20200.0,3,2338
6441,7505.0,1.8,208.2,1830.0,22200.0,3,2339
6442,2450.0,2.2,166.0,1314.0,29700.0,3,2340
6443,3930.0,1.9,86.39999999999999,1696.0,26900.0,1,2341
6444,6425.0,2.1,42.5,1912.0,25800.0,1,2342
6445,2870.0,2.2,100.6,1258.0,19400.0,3,2343
6446,4925.0,2.2,140.8,1460.0,23200.0,1,2344
6447,1580.0,2.3,122.5,280.0,35700.0,2,2345
6451,4660.0,2.2,154.89999999999998,636.0,25900.0,3,2346
6454,715.0,2.2,155.10000000000002,151.0,26600.0,1,2347
6456,815.0,2.2,156.0,153.0,23900.0,1,2348
6461,8185.0,1.8,190.0,2460.0,24800.0,2,2349
6462,6985.0,2.0,215.60000000000002,2008.0,24800.0,2,2350
6463,5200.0,1.8,171.0,2004.0,24400.0,1,2351
6464,4175.0,2.0,208.9,1177.0,33000.0,3,2352
6465,2065.0,2.1,176.4,908.0,35200.0,2,2353
6466,7580.0,2.0,454.8,1537.0,38800.0,3,2354
6467,4795.0,2.1,467.1,1767.0,31100.0,3,2355
6468,265.0,2.2,68.2,813.0,36200.0,3,2356
6469,590.0,2.0,463.30000000000007,703.0,60100.0,3,2357
6471,5800.0,2.0,456.8,1046.0,35000.0,1,2358
6511,10380.0,1.3,456.6,3693.0,35400.0,2,2359
6512,5760.0,1.3,472.4,4258.0,33600.0,1,2360
6515,8090.0,2.8,464.9,830.0,35100.0,2,2361
6521,6610.0,1.5,476.6,3562.0,33200.0,1,2362
6522,4790.0,1.7,474.70000000000005,2411.0,38115.6746031746,3,2363
6523,8015.0,1.7,453.30000000000007,2100.0,36200.0,3,2364
6524,7590.0,1.5,201.5,3766.0,38115.6746031746,2,2365
6525,9500.0,1.6,161.6,1455.0,34200.0,3,2366
6531,10580.0,2.0,71.4,3120.0,37700.0,1,2367
6532,5780.0,1.8,81.1,2304.0,42400.0,1,2368
6533,11230.0,1.8,99.70000000000002,2222.0,43100.0,3,2369
6534,3335.0,1.5,449.29999999999995,2132.0,44300.0,2,2370
6535,7185.0,1.8,478.70000000000005,2011.0,37800.0,2,2371
6536,3555.0,2.1,479.2,1512.0,47500.0,1,2372
6537,9355.0,2.0,422.79999999999995,1913.0,43800.0,2,2373
6538,9280.0,1.9,75.9,2194.0,34400.0,2,2374
6541,9270.0,1.7,62.300000000000004,2797.0,41500.0,2,2375
6542,7380.0,1.8,363.29999999999995,3432.0,41400.0,3,2376
6543,7545.0,1.7,54.099999999999994,2409.0,38400.0,1,2377
6544,5675.0,2.0,49.1,2145.0,40500.0,2,2378
6545,5320.0,2.1,436.29999999999995,1926.0,32300.0,2,2379
6546,9315.0,2.3,14.1,1291.0,37900.0,2,2380
6551,2480.0,2.3,296.29999999999995,387.0,40200.0,1,2381
6561,6265.0,2.1,261.5,795.0,48900.0,3,2382
6562,10460.0,2.3,136.1,849.0,41000.0,2,2383
6564,820.0,2.4,421.5,535.0,48900.0,3,2384
6566,5840.0,2.2,59.8,635.0,42500.0,2,2385
6571,1945.0,2.0,25.1,418.0,44400.0,3,2386
6572,490.0,1.5,10.4,446.0,49600.0,1,2387
6573,3645.0,2.1,3.4000000000000004,569.0,38115.6746031746,2,2388
6574,485.0,1.8,16.0,673.0,46500.0,2,2389
6575,100.0,2.4,57.699999999999996,75.0,46400.0,3,2390
6576,2435.0,2.2,34.1,275.0,37600.0,3,2391
6577,155.0,2.4,64.19999999999999,74.0,36600.0,2,2392
6578,1680.0,2.2,90.4,232.0,40100.0,2,2393
6579,480.0,2.1,57.400000000000006,72.0,39700.0,2,2394
6581,11340.0,2.3,67.0,1034.0,46500.0,2,2395
6582,1720.0,2.4,44.2,286.0,44100.0,3,2396
6584,3680.0,2.3,43.1,562.0,45700.0,1,2397
6585,2980.0,2.0,45.5,391.0,41400.0,2,2398
6586,285.0,2.1,32.4,88.0,36200.0,1,2399
6587,860.0,2.3,24.200000000000003,124.0,54000.0,2,2400
6591,9190.0,2.2,54.0,950.0,39000.0,1,2401
6595,2260.0,2.4,55.800000000000004,517.0,39500.0,2,2402
6596,2770.0,2.3,64.30000000000001,276.0,35300.0,1,2403
6598,2040.0,2.3,63.300000000000004,267.0,52900.0,2,2404
6599,805.0,2.4,59.1,76.0,33900.0,1,2405
6601,10475.0,2.2,34.1,1699.0,42300.0,1,2406
6602,6340.0,2.1,10.5,1853.0,43600.0,3,2407
6603,4540.0,2.4,47.7,479.0,39600.0,2,2408
6604,4070.0,2.6,54.5,670.0,35300.0,1,2409
6605,10920.0,2.3,39.6,1287.0,39600.0,1,2410
6606,415.0,2.5,13.4,93.0,38500.0,2,2411
6611,2605.0,2.3,9.4,249.0,44300.0,1,2412
6612,815.0,2.5,12.3,107.0,43100.0,2,2413
6613,715.0,2.7,9.6,110.0,41700.0,3,2414
6615,135.0,2.4,15.899999999999999,178.0,42500.0,2,2415
6616,905.0,2.5,17.6,116.0,42500.0,2,2416
6617,1790.0,2.5,19.1,173.0,37900.0,3,2417
6621,3460.0,2.3,14.0,307.0,38100.0,1,2418
6624,1345.0,2.3,18.5,175.0,38115.6746031746,2,2419
6626,1660.0,2.3,5.2,137.0,40400.0,1,2420
6627,1355.0,2.3,40.8,136.0,42900.0,1,2421
6628,550.0,2.6,42.5,57.0,42500.0,3,2422
6629,805.0,2.3,35.4,85.0,38115.6746031746,1,2423
6631,1620.0,2.5,16.9,147.0,37900.0,2,2424
6634,635.0,2.4,36.400000000000006,87.0,38000.0,1,2425
6641,12780.0,2.2,35.8,1404.0,41400.0,3,2426
6642,4680.0,2.6,25.6,995.0,38115.6746031746,3,2427
6644,3990.0,2.4,35.8,443.0,38500.0,3,2428
6645,1950.0,2.4,37.5,207.0,38700.0,3,2429
6651,10045.0,2.2,38.900000000000006,1050.0,40300.0,1,2430
6652,2405.0,2.8,22.5,964.0,35700.0,3,2431
6653,1760.0,2.2,18.700000000000003,249.0,12700.0,3,2432
6654,1670.0,2.5,41.099999999999994,217.0,25200.0,2,2433
6655,1300.0,2.4,35.0,690.0,39100.0,3,2434
6657,2230.0,2.4,339.79999999999995,264.0,34300.0,2,2435
6658,6565.0,2.2,13.8,755.0,62300.0,3,2436
6659,2450.0,2.3,9.1,251.0,27400.0,1,2437
6661,12475.0,2.4,79.3,1265.0,23200.0,2,2438
6662,9685.0,2.4,11.7,1080.0,28200.0,2,2439
6663,11180.0,2.5,20.2,1066.0,6200.0,2,2440
6665,4345.0,2.5,21.5,481.0,32700.0,2,2441
6666,5005.0,2.4,20.3,544.0,37200.0,1,2442
6668,1455.0,2.7,20.7,128.0,31300.0,2,2443
6669,4440.0,2.5,30.099999999999998,378.0,30600.0,3,2444
6671,4945.0,2.3,15.7,626.0,37100.0,3,2445
6672,175.0,2.3,8.9,244.0,44500.0,2,2446
6673,1615.0,2.4,14.8,407.0,33000.0,1,2447
6674,3105.0,2.5,27.0,402.0,47100.0,2,2448
6675,1820.0,2.4,34.3,231.0,41700.0,2,2449
6676,70.0,2.3,27.700000000000003,15.0,45000.0,3,2450
6677,475.0,2.4,19.3,53.0,43300.0,2,2451
6678,2370.0,2.2,36.0,551.0,40400.0,3,2452
6681,12210.0,2.4,18.700000000000003,923.0,43100.0,3,2453
6684,125.0,3.0,111.3,188.0,43400.0,2,2454
6685,2045.0,2.5,99.80000000000001,365.0,35000.0,1,2455
6686,2750.0,2.4,122.70000000000002,291.0,20500.0,1,2456
6687,2830.0,2.5,124.29999999999998,294.0,31700.0,1,2457
6691,7215.0,2.4,129.7,671.0,46100.0,2,2458
6701,3660.0,1.4,123.19999999999999,2232.0,35700.0,3,2459
