name,INWONER,GEM_HH_GR,AV5_HORECA,OAD,median_inc,cluster,level_zip_x,globalChannel_fastfood,globalChannel_other,rating,pc4,level_zip_y,dv
Vijaya Restaurant,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,3.8,1011,1,OPERATIONAL
MOES eet- en drinklokaal,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.2,1011,1,CLOSED_PERMANENTLY
Kampai - Amsterdam,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.6,1011,1,OPERATIONAL
Cafe Stevens,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,0,4.4,1011,1,OPERATIONAL
Moop,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,0,4.5,1011,1,OPERATIONAL
Sea Palace Chinese Restaurant,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.1,1011,1,OPERATIONAL
Café De Gaeper,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.6,1011,1,OPERATIONAL
San Giovanni,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,2.9,1011,1,OPERATIONAL
Restaurant Lastage,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.5,1011,1,OPERATIONAL
pippers,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.3,1011,1,OPERATIONAL
Gastronomia Gianni Specialitá Liguri,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.1,1011,1,CLOSED_PERMANENTLY
Tony New York City Bagels,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.4,1011,1,OPERATIONAL
Sabroso,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,3.4,1011,1,OPERATIONAL
Café de Doelen,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,0,4.2,1011,1,OPERATIONAL
hemelse modder,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.3,1011,1,OPERATIONAL
Hummus House,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.4,1011,1,CLOSED_PERMANENTLY
Amstelhoeck,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,0,3.8,1011,1,OPERATIONAL
Eetcafé Blauwbrug,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.1,1011,1,OPERATIONAL
Puccini,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.5,1011,1,OPERATIONAL
De Staalmeesters B.V.,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.1,1011,1,OPERATIONAL
the Guardian Angel,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,0,4.4,1011,1,OPERATIONAL
Adesso Espresso,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,0,4.6,1011,1,OPERATIONAL
Mojo Japanese Kitchen,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.2,1011,1,OPERATIONAL
Bagels & Beans,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.3,1011,1,CLOSED_TEMPORARILY
Broodje Valk,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,0,4.4,1011,1,CLOSED_PERMANENTLY
Restaurant Olijfje,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.5,1011,1,OPERATIONAL
SkyLounge Amsterdam,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.4,1011,1,OPERATIONAL
Stadscafé Oosterdok (voorheen B&B Lunchroom),9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.3,1011,1,CLOSED_PERMANENTLY
Grand Café 1884,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.4,1011,1,OPERATIONAL
Greetje,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.3,1011,1,OPERATIONAL
Thais Restaurant Me Naam Naan,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.4,1011,1,CLOSED_PERMANENTLY
Café Bern,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.2,1011,1,OPERATIONAL
Captein & Co,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.3,1011,1,OPERATIONAL
Lunchcafé Waterloo,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.5,1011,1,OPERATIONAL
Café Restaurant Orff,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.0,1011,1,OPERATIONAL
& moshik,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.5,1011,1,CLOSED_PERMANENTLY
Café 't Hooischip,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,0,4.5,1011,1,OPERATIONAL
Choux,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.5,1011,1,OPERATIONAL
Maiko Fusion Food,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.6,1011,1,OPERATIONAL
De Witte Zwaan,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.7,1011,1,OPERATIONAL
Restaurant éénvistwéévis Amsterdam,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.6,1011,1,OPERATIONAL
\'Krua Thai\' Classic,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.6,1011,1,OPERATIONAL
il Sogno,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,0,4.5,1011,1,OPERATIONAL
Morena aan de Amstel,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.6,1011,1,OPERATIONAL
CoffeeCompany Oosterdok,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,0,4.3,1011,1,OPERATIONAL
Powerzone,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,3.8,1011,1,OPERATIONAL
Kilimanjaro Restaurant,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.7,1011,1,OPERATIONAL
PANCAKES Amsterdam at the IJ,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.4,1011,1,CLOSED_TEMPORARILY
Eastwood Beer & Grill,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.3,1011,1,OPERATIONAL
Nam Kee,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.1,1011,1,OPERATIONAL
Hiding In Plain Sight,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,0,4.6,1011,1,OPERATIONAL
Piccolo Mondo,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.3,1011,1,OPERATIONAL
Pizzeria Bella Riva,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,0,3.3,1011,1,CLOSED_PERMANENTLY
Frenzi,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.4,1011,1,OPERATIONAL
Geisha,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.4,1011,1,OPERATIONAL
San Francisco Sandwich Company,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,1,0,4.8,1011,1,OPERATIONAL
Raan Phad Thai 2,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.6,1011,1,OPERATIONAL
Noah's Arq,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,0,4.1,1011,1,OPERATIONAL
Cafe Pollux,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,0,4.6,1011,1,OPERATIONAL
De Hapjeshoek,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.5,1011,1,OPERATIONAL
Van Beeren,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.3,1011,1,OPERATIONAL
Cafe Scharrebier,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,0,4.3,1011,1,OPERATIONAL
NEMO Museumrestaurant,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.4,1011,1,OPERATIONAL
Cafe Piazza,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.5,1011,1,OPERATIONAL
Soup en Zo,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,1,0,4.6,1011,1,OPERATIONAL
Restaurant Looks,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.1,1011,1,CLOSED_PERMANENTLY
Eetcafé 't Tuinfeest,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.3,1011,1,OPERATIONAL
Cafe Tisfris,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,0,4.3,1011,1,OPERATIONAL
Ristorante Italia Oggi,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.3,1011,1,OPERATIONAL
Café Fonteyn,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,0,4.4,1011,1,OPERATIONAL
OCHA Thai Restaurant,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.5,1011,1,OPERATIONAL
Rembrandt Corner,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.1,1011,1,OPERATIONAL
Café Cuba,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,0,4.2,1011,1,OPERATIONAL
Coffee Company,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,0,4.0,1011,1,OPERATIONAL
Porto Fino,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,3.1,1011,1,OPERATIONAL
Gebr. Hartering,9670.0,1.5,3681.2000000000003,6995.0,27500.0,3,1,0,1,4.5,1011,1,OPERATIONAL
Swych,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,5.0,1012,2,CLOSED_PERMANENTLY
Maximas,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.7,1012,2,OPERATIONAL
Café \'Oost-West\',8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.0,1012,2,CLOSED_PERMANENTLY
El Asador,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.7,1012,2,OPERATIONAL
Croque Madame,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.7,1012,2,OPERATIONAL
Vlaamse Frites Snackland,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.3,1012,2,OPERATIONAL
Tavola Calda Caprese,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.5,1012,2,OPERATIONAL
Famous Burger,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.5,1012,2,OPERATIONAL
House Bar,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.4,1012,2,CLOSED_PERMANENTLY
Alberto's Carreta,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.2,1012,2,CLOSED_PERMANENTLY
Friet Point,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.2,1012,2,OPERATIONAL
Del Posto,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.2,1012,2,CLOSED_PERMANENTLY
Mena Gringo,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,2.4,1012,2,CLOSED_PERMANENTLY
LUCY'S cheesecakes,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.3,1012,2,OPERATIONAL
De Stoof,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.2,1012,2,OPERATIONAL
Mo 'Better Entertainment B.V.,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.3,1012,2,OPERATIONAL
Restaurant Het Melkmeisje,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.6,1012,2,OPERATIONAL
Café \'Wiener\',8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.6,1012,2,OPERATIONAL
Bhatti Pasal - Authentic Nepalese Food,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.7,1012,2,OPERATIONAL
V.O.F. La Pampa,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.5,1012,2,CLOSED_PERMANENTLY
Nude Burger Club,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.3,1012,2,OPERATIONAL
De Koningshut,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.6,1012,2,OPERATIONAL
mr. Tom B.V.,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,1.0,1012,2,OPERATIONAL
La Tosca,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.0,1012,2,OPERATIONAL
Terpentijn,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.0,1012,2,OPERATIONAL
Lunchcafé Luna,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,3.1,1012,2,CLOSED_PERMANENTLY
Temple Bar,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.1,1012,2,OPERATIONAL
Ms. Crumbs,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.7,1012,2,CLOSED_PERMANENTLY
Het Groene Paleis,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.8,1012,2,OPERATIONAL
't Nieuwe Kafé,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,3.7,1012,2,OPERATIONAL
La Piazza,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.5,1012,2,OPERATIONAL
De Bakkerswinkel,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.5,1012,2,OPERATIONAL
The Grasshopper,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.9,1012,2,OPERATIONAL
Hasta la Pasta,8420.0,1.4,3726.0,8458.0,24900.0,3,2,1,0,4.2,1012,2,OPERATIONAL
McDonald's,8420.0,1.4,3726.0,8458.0,24900.0,3,2,1,0,4.263829223017799,1012,2,OPERATIONAL
The Poolbar,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.4,1012,2,OPERATIONAL
Moeke’s,8420.0,1.4,3726.0,8458.0,24900.0,3,2,1,0,4.2,1012,2,OPERATIONAL
TerraZen Centre,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.4,1012,2,OPERATIONAL
Caldi e Freddi,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.8,1012,2,OPERATIONAL
Cafe de Barones,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.4,1012,2,OPERATIONAL
Tomaz,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.5,1012,2,OPERATIONAL
Beer Tasting Room In The Wildeman,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.6,1012,2,OPERATIONAL
Mr.Tom Snackbar,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.1,1012,2,OPERATIONAL
Cafe Restaurant Kapitein Zeppos,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.5,1012,2,OPERATIONAL
Café Mooy,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.3,1012,2,OPERATIONAL
Café Oporto,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.5,1012,2,OPERATIONAL
New Dorrius Restaurant & Bar,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.8,1012,2,CLOSED_PERMANENTLY
Cafe Bredero,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,2.8,1012,2,OPERATIONAL
Café STOCK,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.7,1012,2,OPERATIONAL
Wing Kee,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.2,1012,2,CLOSED_TEMPORARILY
Café 't Gasthuys,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.4,1012,2,OPERATIONAL
Kobe House,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,2.8,1012,2,CLOSED_PERMANENTLY
Barraka Coffeeshop,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,3.8,1012,2,OPERATIONAL
Le Nouveau Riche,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.2,1012,2,CLOSED_PERMANENTLY
"Moederskeuken: kookworkshop, kookcursus Amsterdam",8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.6,1012,2,OPERATIONAL
Liquid,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,3.7,1012,2,OPERATIONAL
Cormet Catering UvA,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.085146853146845,1012,2,CLOSED_PERMANENTLY
Restaurant At James,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.9,1012,2,OPERATIONAL
Bloemenbar,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.1,1012,2,OPERATIONAL
Cafe de Kroegtijger,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.6,1012,2,OPERATIONAL
NAKED espresso Warmoesstraat,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.3,1012,2,OPERATIONAL
Restaurant Bougainville Amsterdam,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.8,1012,2,OPERATIONAL
Mynt Grand Café Lounge,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.3,1012,2,CLOSED_PERMANENTLY
The Alley,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,2.9,1012,2,CLOSED_PERMANENTLY
Café Dijk 120,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.0,1012,2,OPERATIONAL
Mister Meatball,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.5,1012,2,OPERATIONAL
The Red Boot,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.6,1012,2,OPERATIONAL
Cafe Aen't Water,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.2,1012,2,OPERATIONAL
Croissanterie Outmayer,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.6,1012,2,OPERATIONAL
van Kerkwijk,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.6,1012,2,OPERATIONAL
Café Belgique,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.5,1012,2,OPERATIONAL
Down Town Burger,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.4,1012,2,OPERATIONAL
Nam Kee,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.9,1012,2,OPERATIONAL
Lost in amsterdam,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.3,1012,2,OPERATIONAL
Café Karpershoek,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.2,1012,2,OPERATIONAL
La Madonna,8420.0,1.4,3726.0,8458.0,24900.0,3,2,1,0,3.3,1012,2,OPERATIONAL
Melly’s Juices & Sandwiches,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.7,1012,2,OPERATIONAL
Dante,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.8,1012,2,OPERATIONAL
Cannibale Royale,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.5,1012,2,OPERATIONAL
Anna,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.1,1012,2,CLOSED_PERMANENTLY
Proeflokaal 't Kelkje,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.7,1012,2,OPERATIONAL
Sweetella,8420.0,1.4,3726.0,8458.0,24900.0,3,2,1,0,4.5,1012,2,OPERATIONAL
De Nissen,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.2,1012,2,CLOSED_PERMANENTLY
La Zoccola del Pacioccone,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.5,1012,2,OPERATIONAL
Grizzly American Restaurant,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.2,1012,2,OPERATIONAL
VIC's BAR,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.3,1012,2,OPERATIONAL
Broodbar,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.3,1012,2,OPERATIONAL
Café Palace,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.2,1012,2,OPERATIONAL
Restaurant Olivar,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.0,1012,2,OPERATIONAL
the fly,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.4,1012,2,OPERATIONAL
Belushi's,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.3,1012,2,CLOSED_TEMPORARILY
Rodizio,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.4,1012,2,CLOSED_PERMANENTLY
Jewel Dinner Cruise,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.5,1012,2,OPERATIONAL
Restaurant LaSantaMaria International Dinner,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.4,1012,2,OPERATIONAL
Xampanyeria Centra,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.3,1012,2,OPERATIONAL
Rancho Spui,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.3,1012,2,OPERATIONAL
Domino's,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.8,1012,2,CLOSED_PERMANENTLY
Mappa,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.3,1012,2,OPERATIONAL
Grand Café Ovidius,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.0,1012,2,CLOSED_PERMANENTLY
Wyers,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.2,1012,2,OPERATIONAL
Five Bells Bar Restaurant,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.1,1012,2,OPERATIONAL
Het Kleinste Huis,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.5,1012,2,OPERATIONAL
Soep van Kana,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,5.0,1012,2,CLOSED_PERMANENTLY
Ristorante Italiano Maria,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.4,1012,2,CLOSED_PERMANENTLY
New York Film Academy Café,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.8,1012,2,CLOSED_PERMANENTLY
Cafe Schuim,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.1,1012,2,OPERATIONAL
Mondial Crepes,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.7,1012,2,OPERATIONAL
D'JUICE HOUSE AMSTERDAM,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.7,1012,2,CLOSED_PERMANENTLY
Grey Tree Bakery,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.5,1012,2,OPERATIONAL
Little Thai Prince,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.5,1012,2,OPERATIONAL
Lime Café,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.5,1012,2,OPERATIONAL
Bon Appétit,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.4,1012,2,OPERATIONAL
The Tara,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.7,1012,2,CLOSED_TEMPORARILY
Pasta Plaza,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,1.3,1012,2,OPERATIONAL
Dam Good Coffee,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.0,1012,2,CLOSED_PERMANENTLY
Juice by Nature,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.5,1012,2,OPERATIONAL
Café ZILT,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.7,1012,2,OPERATIONAL
La Casa Argentina,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.4,1012,2,OPERATIONAL
TonTon Club Centrum,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.2,1012,2,CLOSED_TEMPORARILY
Samrat Indiaas Restaurant,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.4,1012,2,OPERATIONAL
Pakistan/Indian Restaurant \'Mogul\',8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.8,1012,2,OPERATIONAL
Exki,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.1,1012,2,OPERATIONAL
Churros,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.9,1012,2,OPERATIONAL
Little delirium,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.3,1012,2,OPERATIONAL
Beurs van Berlage Grand Café,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.0,1012,2,OPERATIONAL
Liquid / de koffiesalon passage,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,3.7,1012,2,OPERATIONAL
Bar Jackson Dubois,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.7,1012,2,CLOSED_PERMANENTLY
Simple Twist,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.085146853146845,1012,2,CLOSED_PERMANENTLY
Vinnies,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.6,1012,2,CLOSED_PERMANENTLY
Luciën's Pancakes & all-day eating,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.9,1012,2,OPERATIONAL
Café Black,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,3.4,1012,2,OPERATIONAL
Slainte Irish Pub,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.2,1012,2,OPERATIONAL
Museumcafé Mokum,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.1,1012,2,OPERATIONAL
Ellis,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.2,1012,2,CLOSED_PERMANENTLY
Pastabar,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.1,1012,2,OPERATIONAL
Istanbul,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.7,1012,2,OPERATIONAL
Trattoria Caprese,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.1,1012,2,OPERATIONAL
Gartine,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.8,1012,2,OPERATIONAL
The Mexican,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.0,1012,2,OPERATIONAL
St George,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.1,1012,2,OPERATIONAL
Hot Or Not,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,3.9,1012,2,OPERATIONAL
Vlaams Friethuis Vleminckx,8420.0,1.4,3726.0,8458.0,24900.0,3,2,1,0,4.5,1012,2,OPERATIONAL
café de Dam,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.4,1012,2,OPERATIONAL
Casa del Toro,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,3.4,1012,2,OPERATIONAL
Koffieschenkerij,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,0,4.8,1012,2,OPERATIONAL
Loetje Centraal,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.2,1012,2,OPERATIONAL
Sugar and Spice Bakery,8420.0,1.4,3726.0,8458.0,24900.0,3,2,0,1,4.1,1012,2,OPERATIONAL
