name,INWONER,GEM_HH_GR,AV5_HORECA,OAD,median_inc,cluster,level_zip_x,globalChannel_fastfood,globalChannel_other,rating,pc4,level_zip_y,dv
't Singeltje Old Dutch Pancake House,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.1,1017,7,OPERATIONAL
Sampurna,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.2,1017,7,OPERATIONAL
Irish Pub St. James's Gate,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.1,1017,7,OPERATIONAL
Café De Spuyt,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.6,1017,7,OPERATIONAL
Hummbar Lobster & Burgers,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,3.7,1017,7,CLOSED_PERMANENTLY
Door 74,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.4,1017,7,OPERATIONAL
Cafe in the City,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,3.6,1017,7,OPERATIONAL
Bourbon Street,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.5,1017,7,CLOSED_TEMPORARILY
Kaldi,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.9,1017,7,OPERATIONAL
Bella Regina,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,3.3,1017,7,OPERATIONAL
Bagels & Wraps,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.4,1017,7,OPERATIONAL
Village Bagels,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.2,1017,7,OPERATIONAL
Piet de Leeuw,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.5,1017,7,OPERATIONAL
Red,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.4,1017,7,OPERATIONAL
Lion Noir,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.3,1017,7,OPERATIONAL
Kooi Coffeeshop,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.5,1017,7,OPERATIONAL
Paper Planes,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.5,1017,7,CLOSED_PERMANENTLY
Panini,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.1,1017,7,OPERATIONAL
Cue Bar,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,5.0,1017,7,CLOSED_PERMANENTLY
Los Amigos Argentinian Grill & Tapas Restaurant,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,3.3,1017,7,CLOSED_PERMANENTLY
Genroku - All You Can Eat Sushi Restaurant,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.1,1017,7,OPERATIONAL
Cafetaria De Prins,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,3.8,1017,7,OPERATIONAL
Casa di Sergio,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.2,1017,7,OPERATIONAL
Restaurant Canaletto,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.3,1017,7,OPERATIONAL
Café Walem,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.1,1017,7,CLOSED_PERMANENTLY
Cafe Restaurant In de Buurt,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.4,1017,7,CLOSED_PERMANENTLY
The Old Bell,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.3,1017,7,OPERATIONAL
Librije's Zusje Amsterdam,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.7,1017,7,OPERATIONAL
Uliveto,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.6,1017,7,OPERATIONAL
De Hummus House,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.5,1017,7,CLOSED_PERMANENTLY
Ribsfactory Amsterdam,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.3,1017,7,OPERATIONAL
Cafe De Waard,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.0,1017,7,OPERATIONAL
'cause BEER loves FOOD,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.6,1017,7,OPERATIONAL
Restaurant Dynasty,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.5,1017,7,OPERATIONAL
Matías,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,3.2,1017,7,CLOSED_PERMANENTLY
Holland Casino,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.1,1017,7,OPERATIONAL
Restaurant Boven de Planken,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.6,1017,7,OPERATIONAL
La Parrillada,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.3,1017,7,CLOSED_PERMANENTLY
Bardot (Keuken),12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,3.8,1017,7,CLOSED_PERMANENTLY
Emmanuel Snackbar,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.2,1017,7,OPERATIONAL
Museum of Bags and Purses,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.3,1017,7,OPERATIONAL
Van Dyck Bar,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,3.8,1017,7,CLOSED_PERMANENTLY
Bo Nam,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.2,1017,7,OPERATIONAL
Salsa Shop,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.2,1017,7,OPERATIONAL
La Purete coffee Amsterdam,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.2,1017,7,CLOSED_PERMANENTLY
The Bulldog,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.4,1017,7,OPERATIONAL
Hunter's The Bar,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.3,1017,7,OPERATIONAL
Guts & Glory,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.5,1017,7,OPERATIONAL
Stach cafe,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.2,1017,7,OPERATIONAL
Meghna,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.2,1017,7,OPERATIONAL
Vatten Ramen,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.3,1017,7,OPERATIONAL
Buffet van Odette,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.1,1017,7,OPERATIONAL
Pizzeria IL PALIO,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.1,1017,7,OPERATIONAL
Café Mankind,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.6,1017,7,OPERATIONAL
Zenzai Sushi,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.0,1017,7,OPERATIONAL
VinaFood - Asian Flavours,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.9,1017,7,OPERATIONAL
Cafe Aunt Rosie,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.3,1017,7,OPERATIONAL
Thai restaurant Bangkok,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.2,1017,7,OPERATIONAL
La Cage Amsterdam,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.4,1017,7,CLOSED_PERMANENTLY
Alberto's La Forge,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.3,1017,7,CLOSED_PERMANENTLY
F. Vork's Groenten & Fruit Traiteur,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.1,1017,7,OPERATIONAL
Xtracold Icebar Amsterdam,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.2,1017,7,CLOSED_TEMPORARILY
Restaurant Da Antonio,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,3.9,1017,7,OPERATIONAL
Tandoor Indian Restaurant,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.2,1017,7,CLOSED_PERMANENTLY
Las Estrellas - Pizza | Pasta | Grill,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,3.8,1017,7,OPERATIONAL
Noodlebar Holland BV,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.263829223017799,1017,7,OPERATIONAL
Soup en Zo - Spiegel,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.6,1017,7,OPERATIONAL
Saturnino,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.3,1017,7,OPERATIONAL
Café \'Nasty\',12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,3.5,1017,7,OPERATIONAL
Chicano's,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,3.0,1017,7,OPERATIONAL
Restaurant De Sneeker Pan,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.2,1017,7,OPERATIONAL
Café Restaurant Morlang,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.1,1017,7,OPERATIONAL
Ristorante Pizzeria Piccolino,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,3.9,1017,7,OPERATIONAL
Café t Genootschap der Geneugten,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.5,1017,7,OPERATIONAL
Café De Klos,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.5,1017,7,OPERATIONAL
Herengracht,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.1,1017,7,OPERATIONAL
Pizza Heart,12640.0,1.6,3792.7,9364.0,32200.0,3,7,1,0,4.0,1017,7,OPERATIONAL
Lombardo's,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.6,1017,7,OPERATIONAL
Bocca Coffee Roasters,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.5,1017,7,OPERATIONAL
Restaurant Dubbel,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.3,1017,7,CLOSED_TEMPORARILY
Ali,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.0,1017,7,OPERATIONAL
Bouchon du Centre,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.5,1017,7,OPERATIONAL
Salsa shop,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.3,1017,7,CLOSED_TEMPORARILY
Ron Gastrobar Oriental,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.3,1017,7,OPERATIONAL
Rembrandt Bar,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,3.6,1017,7,OPERATIONAL
The Big Apple,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,3.7,1017,7,OPERATIONAL
Café Schiller,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.3,1017,7,OPERATIONAL
Shiraz Jardin des Vins | Wijnbar & Boutique,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.7,1017,7,OPERATIONAL
HotShots Amsterdam,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.0,1017,7,OPERATIONAL
Lavinia Good Food,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.3,1017,7,OPERATIONAL
Café Bolle Jan,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.3,1017,7,OPERATIONAL
Café De Bazel Ontbijt-Lunch Amsterdam Centrum,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.2,1017,7,OPERATIONAL
SLA,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.5,1017,7,OPERATIONAL
Hoopman,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.0,1017,7,OPERATIONAL
Coco's Outback,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.0,1017,7,OPERATIONAL
Restaurant Puri Mas,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.5,1017,7,CLOSED_PERMANENTLY
Pier-62 Fish&Chips,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.7,1017,7,OPERATIONAL
Tap and Dine,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.3,1017,7,CLOSED_PERMANENTLY
Het Feest van Chris,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,3.6,1017,7,OPERATIONAL
Cafe Het Hok,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.0,1017,7,OPERATIONAL
Wagamama,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.0,1017,7,OPERATIONAL
Bojo Indonesisch Restaurant,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,3.9,1017,7,OPERATIONAL
Cafe Reality,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.0,1017,7,OPERATIONAL
Trattoria That's Amore,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.3,1017,7,OPERATIONAL
La Maison De L'échappée Belle,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.5,1017,7,OPERATIONAL
Rice & Spice Asian Deli,12640.0,1.6,3792.7,9364.0,32200.0,3,7,1,0,2.3,1017,7,CLOSED_PERMANENTLY
"Restaurant DenC, Dik en Cunningham",12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.5,1017,7,OPERATIONAL
Casa Di Leo,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,3.8,1017,7,OPERATIONAL
Brasil Music Bar,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,3.6,1017,7,OPERATIONAL
Maoz,12640.0,1.6,3792.7,9364.0,32200.0,3,7,1,0,4.4,1017,7,OPERATIONAL
Café Kale,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.3,1017,7,OPERATIONAL
Pasta e Basta,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.5,1017,7,OPERATIONAL
Szmulewicz Cafe,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.3,1017,7,CLOSED_PERMANENTLY
Café Langereis,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.5,1017,7,OPERATIONAL
De Nachtwacht,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.4,1017,7,OPERATIONAL
Pasta Factory,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.2,1017,7,OPERATIONAL
Pianobar Maxim,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.3,1017,7,CLOSED_TEMPORARILY
La Casona,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,3.8,1017,7,CLOSED_PERMANENTLY
Quartier Latin,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.5,1017,7,OPERATIONAL
Johannes,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.2,1017,7,OPERATIONAL
La Madonnina,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,2.6,1017,7,OPERATIONAL
Luminaa,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,3.3,1017,7,OPERATIONAL
De Bajes,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.1,1017,7,CLOSED_PERMANENTLY
Sweet Cup,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.4,1017,7,CLOSED_PERMANENTLY
Pizzeria Rimini,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.1,1017,7,OPERATIONAL
Crystal,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.1,1017,7,OPERATIONAL
Shabu To Go,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.0,1017,7,CLOSED_PERMANENTLY
FAME,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.1,1017,7,OPERATIONAL
maria To Go,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.2,1017,7,OPERATIONAL
De Blauwe Hollander,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.3,1017,7,OPERATIONAL
La Storia della Vita,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.0,1017,7,OPERATIONAL
Axum Restaurant,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.4,1017,7,OPERATIONAL
Eatmosfera,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.4,1017,7,OPERATIONAL
Gauchos,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.3,1017,7,OPERATIONAL
Granada,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,3.4,1017,7,OPERATIONAL
Ponte arcari,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.2,1017,7,OPERATIONAL
Martin's Social Club,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.1,1017,7,CLOSED_PERMANENTLY
Lunar Bar Amsterdam,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.0,1017,7,OPERATIONAL
Grandcafe De Heineken Hoek,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,3.8,1017,7,CLOSED_PERMANENTLY
De Heeren Van Aemstel,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.1,1017,7,OPERATIONAL
MiMi,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,3.3,1017,7,CLOSED_PERMANENTLY
Terras Café De Monico,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,3.6,1017,7,OPERATIONAL
NJOY Cocktailbar,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.4,1017,7,OPERATIONAL
Coffee Concepts,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.1,1017,7,CLOSED_TEMPORARILY
Taboo Kantine,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.9,1017,7,OPERATIONAL
Greenwoods Keizersgracht,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.5,1017,7,CLOSED_TEMPORARILY
Fantasia Trattoria,12640.0,1.6,3792.7,9364.0,32200.0,3,7,1,0,4.3,1017,7,OPERATIONAL
Coffeeshop Easytimes,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.4,1017,7,OPERATIONAL
Café Marcella,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,0,4.3,1017,7,OPERATIONAL
Beulings,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.9,1017,7,OPERATIONAL
Memories of India,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.0,1017,7,OPERATIONAL
Eetsalon Van Dobben,12640.0,1.6,3792.7,9364.0,32200.0,3,7,1,0,4.4,1017,7,OPERATIONAL
Los Pilones,12640.0,1.6,3792.7,9364.0,32200.0,3,7,0,1,4.3,1017,7,OPERATIONAL
Eerlijk,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.5,1018,8,OPERATIONAL
Burgermeester | Artis,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.4,1018,8,OPERATIONAL
Box Sociaal,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.6,1018,8,OPERATIONAL
Schnitzel & Weizen,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,3.9,1018,8,CLOSED_PERMANENTLY
Pizzeria \'Palorma\',20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,0,4.5,1018,8,OPERATIONAL
Verkeer en Openbare Ruimte,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,0,5.0,1018,8,OPERATIONAL
Tempura,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.3,1018,8,OPERATIONAL
Cafe Kadijk,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.5,1018,8,OPERATIONAL
Elkaar,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.6,1018,8,OPERATIONAL
Pjotr Media Cafe,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,0,2.8,1018,8,OPERATIONAL
T eten en drinken,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.3,1018,8,OPERATIONAL
Mama Makan Indonesian Kitchen,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.2,1018,8,OPERATIONAL
Amstel Lounge,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,0,4.7,1018,8,OPERATIONAL
't Markerhuisje,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.3,1018,8,OPERATIONAL
Cafe Eik en Linde,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,0,4.5,1018,8,OPERATIONAL
Mooie Boules,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.3,1018,8,OPERATIONAL
Bar Langendijk,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.3,1018,8,CLOSED_PERMANENTLY
Torino Ristorante-Pizzeria,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,0,3.4,1018,8,CLOSED_PERMANENTLY
Brezel,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.9,1018,8,OPERATIONAL
Tom Yum Kung,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,3.9,1018,8,OPERATIONAL
New Happy Corner,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,3.6,1018,8,OPERATIONAL
Plancius,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.0,1018,8,OPERATIONAL
De groene olifant,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,0,4.4,1018,8,OPERATIONAL
Borrl Kitchen,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.4,1018,8,OPERATIONAL
Café Noir,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,0,4.1,1018,8,OPERATIONAL
Burritos Anonymous,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.5,1018,8,OPERATIONAL
Hermitage Café Amsterdam B.V.,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,0,3.7,1018,8,OPERATIONAL
Amsterdam Roest,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.4,1018,8,CLOSED_TEMPORARILY
Dignita Hoftuin,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,0,4.5,1018,8,OPERATIONAL
Cafe Koosje,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,0,4.2,1018,8,OPERATIONAL
Brouwerij Homeland Amsterdam,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.4,1018,8,OPERATIONAL
Cantarell Weesperplein B.V.,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.1,1018,8,OPERATIONAL
Protestantse Diaconie,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.5,1018,8,OPERATIONAL
Restaurant Aguada,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.5,1018,8,OPERATIONAL
NewWerktheater,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.4,1018,8,CLOSED_PERMANENTLY
Coffee & Bites,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,0,4.7,1018,8,OPERATIONAL
Crea Café,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,0,4.4,1018,8,OPERATIONAL
La Rive,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.6,1018,8,OPERATIONAL
Brouwerij 't IJ,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,0,4.6,1018,8,OPERATIONAL
Pension Homeland,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.4,1018,8,OPERATIONAL
cafe Orloff,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,0,4.2,1018,8,OPERATIONAL
Spirit Amsterdam,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.3,1018,8,OPERATIONAL
Rianna & Friends,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.7,1018,8,CLOSED_PERMANENTLY
Olie & Zo,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.2,1018,8,CLOSED_PERMANENTLY
coffeecompany,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,0,4.3,1018,8,OPERATIONAL
Maccheroni,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,3.5,1018,8,OPERATIONAL
Sotto Pizzeria,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,0,4.4,1018,8,OPERATIONAL
Rosa & Rita,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.0,1018,8,OPERATIONAL
Restaurant A Tavola B.V.,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.6,1018,8,OPERATIONAL
Ponte Magro,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.2,1018,8,OPERATIONAL
Bloem,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,0,4.5,1018,8,OPERATIONAL
Helena Primakoff,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,0,4.6,1018,8,CLOSED_PERMANENTLY
Instock Amsterdam,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.4,1018,8,OPERATIONAL
25 seven,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,0,4.6,1018,8,CLOSED_PERMANENTLY
De Pizzabakkers Plantage,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.4,1018,8,OPERATIONAL
Restaurant Stalpaert,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,3.4,1018,8,OPERATIONAL
Scheepskameel,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.6,1018,8,OPERATIONAL
Café Restaurant De Werf,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.4,1018,8,CLOSED_PERMANENTLY
Restaurant Entrepot,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.4,1018,8,OPERATIONAL
de Plantage,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.2,1018,8,OPERATIONAL
Frank's Smoke House,20920.0,1.6,3454.5,6899.0,27600.0,3,8,0,1,4.5,1018,8,OPERATIONAL
Puerto Pata Negra,18910.0,2.0,2526.2000000000003,4304.0,41100.0,1,9,0,1,3.8,1019,9,OPERATIONAL
Mediamatic ETEN,18910.0,2.0,2526.2000000000003,4304.0,41100.0,1,9,0,1,4.1,1019,9,OPERATIONAL
Havenstad,18910.0,2.0,2526.2000000000003,4304.0,41100.0,1,9,0,1,4.2,1019,9,OPERATIONAL
Barmhartig,18910.0,2.0,2526.2000000000003,4304.0,41100.0,1,9,0,0,5.0,1019,9,OPERATIONAL
Bar & Kitchen DE ZUID Amsterdam,18910.0,2.0,2526.2000000000003,4304.0,41100.0,1,9,0,1,4.4,1019,9,OPERATIONAL
Viswinkel Peter Tol,18910.0,2.0,2526.2000000000003,4304.0,41100.0,1,9,0,1,4.4,1019,9,OPERATIONAL
Pasta Vino,18910.0,2.0,2526.2000000000003,4304.0,41100.0,1,9,0,1,4.1,1019,9,CLOSED_PERMANENTLY
Pompoen met Speck,18910.0,2.0,2526.2000000000003,4304.0,41100.0,1,9,0,1,4.4,1019,9,CLOSED_PERMANENTLY
Farina,18910.0,2.0,2526.2000000000003,4304.0,41100.0,1,9,0,1,4.8,1019,9,CLOSED_PERMANENTLY
De Piraat,18910.0,2.0,2526.2000000000003,4304.0,41100.0,1,9,0,1,3.8,1019,9,OPERATIONAL
Chengdu,18910.0,2.0,2526.2000000000003,4304.0,41100.0,1,9,0,1,3.6,1019,9,CLOSED_PERMANENTLY
Gare De L'est,18910.0,2.0,2526.2000000000003,4304.0,41100.0,1,9,0,1,4.6,1019,9,CLOSED_PERMANENTLY
