pc4,labels
7557,0
7558,0
7559,0
7561,1
7562,1
7571,1
7572,1
7573,1
7574,0
7575,1
7576,1
7577,0
7581,0
7582,0
7585,1
7586,1
7587,0
7588,0
7591,0
7595,1
7596,1
7597,1
7601,0
7602,0
7603,0
7604,0
7605,0
7606,0
7607,0
7608,0
7609,0
7610,0
7611,1
7614,0
7615,0
7621,0
7622,0
7623,0
7625,0
7626,0
7627,0
7631,1
7634,1
7635,1
7636,1
7637,0
7638,1
7641,0
7642,1
7645,0
7651,1
7661,0
7662,0
7663,1
7664,1
7665,1
7666,1
7667,1
7668,1
7671,0
7672,0
7675,1
7676,0
7678,1
7679,0
7681,1
7683,0
7685,1
7686,1
7687,1
7688,1
7691,0
7692,0
7693,1
7694,0
7695,1
7696,1
7701,0
7702,0
7705,1
7707,0
7711,1
7715,1
7721,1
7722,0
7731,0
7732,0
7734,0
7735,1
7736,1
7737,1
7738,1
7739,1
7741,0
7742,0
7751,1
7753,1
7754,1
7755,1
7756,1
7761,1
7764,1
7765,0
7766,1
7771,0
7772,0
7773,0
7775,1
7776,1
7777,1
7778,1
7779,0
7781,1
7782,1
7783,1
7784,1
7785,0
7786,1
7787,1
7788,1
7791,1
7792,1
7793,1
7794,0
7795,1
7796,0
7797,0
7798,1
7811,0
7812,0
7813,0
7814,0
7815,0
7821,1
7822,1
7823,1
7824,0
7825,1
7826,1
7827,0
7828,1
7831,1
7833,0
7841,1
7842,0
7843,1
7844,1
7845,1
7846,1
7847,1
7848,1
7849,1
7851,0
7852,1
7853,1
7854,1
7855,1
7856,1
7858,1
7859,1
7861,1
7863,1
7864,1
7871,1
7872,1
7873,1
7874,1
7875,1
7876,1
7877,1
7881,1
7884,1
7885,1
7887,1
7889,1
7891,0
7892,1
7894,1
7895,1
7901,1
7902,0
7903,1
7904,0
7905,0
7906,1
7907,1
7908,0
7909,1
7910,0
7911,1
7912,1
7913,1
7914,1
7915,1
7916,1
7917,1
7918,0
7921,1
7924,1
7925,1
7926,0
7927,1
7928,1
7929,1
7931,1
7932,1
7933,1
7934,1
7935,0
7936,1
7937,1
7938,1
7941,1
7942,0
7943,1
7944,0
7946,0
7948,1
7949,1
7951,0
7954,0
7955,1
7957,1
7958,1
7961,1
7963,1
7964,1
7965,1
7966,1
7971,1
7973,1
7974,0
7975,1
7981,1
7983,1
7984,1
7985,1
7986,1
7991,1
8011,0
8012,0
8013,0
8014,0
8015,1
8016,0
8017,1
8019,0
8021,0
8022,0
8023,1
8024,0
8025,0
8026,1
8028,0
8031,0
8032,0
8033,1
8034,1
8035,0
8041,1
8042,1
8043,0
8044,0
8045,1
8051,1
8052,0
8055,1
8061,1
8064,0
8066,0
8071,0
8072,0
8075,0
8076,1
8077,1
8079,0
8081,1
8082,0
8084,1
8085,1
8091,0
8094,1
8095,1
8096,0
8097,0
8101,1
8102,0
8103,0
8105,1
8106,1
8107,1
8111,1
8112,1
8121,0
8124,0
8131,1
8141,1
8144,1
8146,1
8147,1
8148,1
8151,1
8152,1
8153,1
8154,1
8161,1
8162,1
8166,1
8167,1
8171,1
8172,0
8181,0
8191,0
8193,1
8194,1
8196,1
8198,0
8211,1
8212,1
8218,0
8219,0
8221,1
8222,1
8223,0
8224,0
8225,0
8226,0
8231,0
8232,0
8233,1
8239,1
8241,1
8242,1
8243,0
8244,0
8245,0
8251,1
8252,1
8253,0
8254,1
8255,0
8256,1
8261,1
8262,0
8263,0
8264,1
8265,0
8266,0
8267,0
8271,0
8274,0
8275,0
8276,1
8277,1
8278,0
8281,0
8291,1
8293,1
8294,1
8301,1
8302,0
8303,1
8304,1
8305,1
8307,0
8308,0
8309,0
8311,0
8312,0
8313,1
8314,0
8315,0
8316,0
8317,1
8319,1
8321,0
8322,0
8325,0
8326,0
8331,1
8332,0
8333,0
8334,1
8335,1
8336,1
8337,1
8338,1
8339,1
8341,0
8342,1
8343,0
8344,1
8345,1
8346,1
8347,1
8351,1
8355,1
8356,1
8361,1
8362,1
8363,1
8371,1
8372,1
8373,1
8374,0
8375,1
8376,1
8377,1
8378,1
8381,1
8382,1
8383,1
8384,1
8385,1
8386,1
8387,1
8388,1
8389,1
8391,1
8392,1
8393,1
8394,1
8395,1
8396,1
8397,1
8398,1
8401,1
8403,1
8404,1
8405,1
8406,1
8407,1
8408,1
8409,1
8411,1
8412,1
8413,1
8414,1
8415,1
8421,0
8422,1
8423,1
8424,0
8425,1
8426,1
8427,1
8428,0
8431,1
8432,1
8433,1
8434,1
8435,1
8437,1
8438,1
8439,1
8441,0
8442,0
8443,1
8444,1
8445,1
8446,0
8447,1
8448,0
8449,1
8451,0
8452,1
8453,0
8454,1
8455,0
8456,1
8457,1
8458,1
8459,1
8461,1
8462,1
8463,1
8464,1
8465,1
8466,1
8467,0
8468,1
8469,0
8471,0
8472,0
8474,1
8475,1
8476,1
8477,1
8478,1
8479,1
8481,1
8482,1
8483,1
8484,1
8485,1
8486,1
8487,1
8488,0
8489,1
8491,1
8493,1
8494,1
8495,0
8497,1
8501,0
8502,1
8503,1
8505,0
8506,1
8507,1
8508,1
8511,1
8512,1
8513,0
8514,1
8515,0
8516,0
8517,1
8521,1
8522,1
8523,0
8524,1
8525,1
8526,1
8527,0
8528,1
8529,1
8531,1
8532,0
8534,1
8535,1
8536,0
8537,1
8538,1
8539,1
8541,1
8542,1
8551,1
8552,1
8553,1
8554,1
8556,1
8561,1
8563,1
8564,0
8565,1
8566,1
8567,1
8571,0
8572,1
8573,1
8574,1
8581,1
8582,1
8583,1
8584,1
8601,0
8602,0
8603,1
8604,0
8605,1
8606,1
8607,0
8608,1
8611,1
8612,0
8613,0
8614,1
8615,1
8616,1
8617,1
8618,1
8621,1
8622,0
8623,1
8624,1
8625,1
8626,1
8627,1
8628,1
8629,1
8631,1
8632,1
8633,1
8635,1
8636,1
8637,0
8641,1
8642,1
8644,1
8647,0
8651,1
8658,1
8701,1
8702,1
8711,1
8713,1
8715,0
8721,1
8722,1
8723,1
8724,1
8731,1
8732,1
8733,1
8734,1
8735,1
8736,0
8737,1
8741,0
8742,1
8743,1
8744,1
8745,1
8746,1
8747,1
8748,1
8749,1
8751,1
8752,1
8753,1
8754,1
8755,1
8756,1
8757,1
8758,1
8759,1
8761,1
8762,1
8763,1
8764,1
8765,1
8766,1
8771,1
8772,1
8773,1
8774,1
8775,1
8801,1
8802,1
8804,1
8805,1
8806,1
8807,1
8808,1
8809,1
8811,1
8812,1
8813,1
8814,1
8816,1
8821,1
8822,1
8823,1
8831,1
8832,1
8833,1
8834,1
8835,1
8841,1
8842,1
8843,1
8844,1
8845,1
8851,1
8852,1
8853,1
8854,1
8855,1
8856,1
8857,1
8861,1
8862,0
8871,1
8872,1
8881,1
8882,1
8883,1
8884,1
8885,1
8891,1
8892,1
8893,1
8894,1
8895,1
8896,1
8897,1
8899,1
8911,0
8912,0
8913,1
8914,1
8915,1
8916,0
8917,0
8918,0
8919,0
8921,0
8922,0
8923,0
8924,0
8925,1
8926,0
8927,0
8931,0
8932,0
8933,0
8934,1
8935,0
8936,0
8937,0
8938,1
8939,0
8941,0
9001,1
9003,1
9004,1
9005,1
9006,0
9007,1
9008,1
9009,1
9011,1
9012,1
9013,0
9014,0
9021,1
9022,1
9023,1
9024,1
9025,1
9026,1
9027,1
9031,1
9032,1
9033,1
9034,1
9035,1
9036,1
9037,0
9038,1
9041,1
9043,1
9044,1
9045,1
9047,1
9051,1
9053,1
9054,1
9055,1
9056,1
9057,1
9061,1
9062,1
9063,1
9064,1
9067,1
9071,1
9072,1
9073,0
9074,1
9075,1
9076,0
9077,1
9078,1
9079,1
9081,0
9082,1
9083,1
9084,0
9085,1
9086,1
9087,0
9088,1
9089,1
9091,1
9101,1
9102,1
9103,1
9104,1
9105,1
9106,1
9107,1
9108,0
9109,1
9111,1
9112,1
9113,1
9114,1
9121,1
9122,1
9123,1
9124,1
9125,1
9131,1
9132,1
9133,1
9134,0
9135,1
9136,1
9137,1
9138,1
9141,1
9142,1
9143,1
9144,1
9145,1
9146,1
9147,0
9148,1
9151,1
9152,1
9153,1
9154,1
9155,1
9156,1
9161,1
9162,1
9163,1
9164,1
9166,1
9171,0
9172,1
9173,1
9174,1
9175,1
9176,1
9177,1
9178,1
9201,1
9202,1
9203,1
9204,0
9205,0
9206,1
9207,0
9211,1
9212,1
9213,1
9214,1
9215,1
9216,1
9217,1
9218,1
9219,1
9221,1
9222,1
9223,1
9231,1
9233,1
9241,1
9243,1
9244,1
9245,1
9246,0
9247,1
9248,1
9249,0
9251,0
9254,1
9255,1
9256,1
9257,1
9258,1
9261,1
9262,1
9263,1
9264,1
9265,1
9269,1
9271,1
9281,1
9283,1
9284,1
9285,0
9286,1
9287,1
9288,1
9289,1
9291,1
9292,1
9293,0
9294,1
9295,1
9296,1
9297,1
9298,0
9299,0
9301,1
9302,1
9304,1
9305,1
9306,1
9307,1
9311,1
9312,1
9313,1
9314,1
9315,1
9321,1
9331,1
9333,1
9334,1
9335,1
9336,1
9337,1
9341,1
9342,1
9343,0
9351,1
9354,1
9355,1
9356,1
9359,1
9361,0
9362,0
9363,1
9364,1
9365,1
9366,1
9367,1
9401,0
9402,0
9403,0
9404,1
9405,0
9406,0
9407,0
9408,0
9409,0
9411,1
9412,0
9413,0
9414,1
9415,1
9416,1
9417,1
9418,1
9419,1
9421,1
9422,1
9423,0
9431,1
9432,1
9433,0
9434,1
9435,1
9436,1
9437,1
9438,0
9439,1
9441,1
9442,1
9443,1
9444,1
9445,1
9446,0
9447,1
9448,1
9449,1
9451,1
9452,1
9453,1
9454,1
9455,1
9456,1
9457,1
9458,1
9459,1
9461,1
9462,1
9463,0
9464,1
9465,1
9466,1
9467,1
9468,1
9469,1
9471,0
9472,0
9473,0
9474,1
9475,1
9479,1
9481,1
9482,1
9483,1
9484,1
9485,1
9486,1
9487,0
9488,1
9489,0
9491,1
9492,1
9493,1
9494,0
9495,1
9496,1
9497,1
9501,1
9502,1
9503,1
9511,1
9512,1
9514,1
9515,1
9521,1
9523,1
9524,1
9525,0
9526,1
9527,1
9528,1
9531,1
9533,1
9534,1
9535,1
9536,1
9537,1
9541,1
9545,1
9551,1
9561,1
9563,1
9564,1
9566,1
9571,1
9573,1
9574,1
9581,1
9584,1
9585,1
9591,1
9601,1
9602,0
9603,0
9605,1
9606,1
9607,1
9608,0
9609,1
9611,1
9613,0
9614,0
9615,1
9616,1
9617,1
9618,1
9619,1
9621,1
9622,1
9623,1
9624,1
9625,1
9626,0
9627,1
9628,1
9629,1
9631,1
9632,1
9633,1
9635,1
9636,1
9641,0
9642,0
9644,1
9645,0
9646,1
9648,1
9649,1
9651,1
9654,1
9655,0
9656,1
9657,1
9658,1
9659,1
9661,1
9663,1
9665,0
9671,1
9672,1
9673,1
9674,1
9675,1
9677,1
9678,1
9679,1
9681,0
9682,1
9684,1
9685,1
9686,1
9687,1
9688,1
9691,1
9693,1
9695,1
9696,1
9697,1
9698,1
9699,1
9711,0
9712,0
9713,0
9714,0
9715,0
9716,0
9717,0
9718,0
9721,0
9722,0
9723,0
9724,0
9725,0
9726,0
9727,0
9728,0
9731,0
9732,0
9733,0
9734,0
9735,0
9736,0
9737,0
9738,1
9741,0
9742,0
9743,0
9744,0
9745,1
9746,0
9747,1
9749,1
9751,0
9752,1
9753,1
9755,1
9756,0
9761,1
9765,1
9766,0
9771,1
9773,0
9774,1
9781,1
9784,1
9785,1
9791,1
9792,1
9793,1
9794,1
9795,1
9796,1
9797,1
9798,0
9801,1
9804,1
9805,0
9811,1
9812,0
9821,1
9822,1
9824,1
9825,1
9827,1
9828,0
9831,1
9832,1
9833,1
9841,1
9842,1
9843,1
9844,1
9845,1
9851,1
9852,0
9853,1
9861,1
9862,1
9863,1
9864,1
9865,0
9866,1
9871,1
9872,0
9873,0
9881,1
9882,0
9883,0
9884,1
9885,1
9886,1
9891,1
9892,1
9893,1
9901,1
9902,1
9903,1
9904,1
9905,1
9906,1
9907,1
9908,1
9909,1
9911,1
9912,1
9913,1
9914,1
9915,1
9917,1
9918,1
9919,1
9921,1
9922,1
9923,1
9924,1
9925,1
9931,0
9932,1
9933,0
9934,1
9936,1
9937,1
9939,1
9942,1
9943,1
9944,1
9945,1
9946,1
9947,1
9948,1
9949,1
9951,1
9953,1
9954,1
9955,1
9956,1
9957,1
9959,1
9961,1
9962,1
9963,1
9964,1
9965,1
9966,1
9967,1
9968,1
9969,1
9971,1
9972,1
9973,1
9974,1
9975,1
9976,1
9977,1
9978,1
9979,1
9981,1
9982,1
9983,1
9984,1
9985,1
9986,1
9987,1
9988,1
9989,1
9991,1
9992,1
9993,1
9994,1
9995,1
9996,1
9997,1
9998,1
9999,1
