,pc4,INWONER,MAN,VROUW,INW_014,INW_1524,INW_2544,INW_4564,INW_65PL,P_NL_ACHTG,P_WE_MIG_A,P_NW_MIG_A,AANTAL_HH,TOTHH_EENP,TOTHH_MPZK,HH_EENOUD,HH_TWEEOUD,GEM_HH_GR,UITKMINAOW,OAD,P_LINK_HH,P_HINK_HH,AFS_CAFE,AV1_CAFE,AV3_CAFE,AV5_CAFE,AFS_CAFTAR,AV1_CAFTAR,AV3_CAFTAR,AV5_CAFTAR,AFS_HOTEL,AV5_HOTEL,AV10_HOTEL,AV20_HOTEL,AFS_RESTAU,AV1_RESTAU,AV3_RESTAU,AV5_RESTAU,median_inc
2075,5809.0,2275.0,1175.0,1100.0,385.0,280.0,490.0,710.0,415.0,90.0,0.0,0.0,880.0,175.0,315.0,35.0,350.0,2.6,115.0,363.0,27.7,26.8,0.7,1.5,2.6,16.0,0.7,0.7,2.3,27.3,3.7,3.9,6.0,24.6,3.5,0.0,0.9,18.7,40700.0
2076,5811.0,815.0,445.0,375.0,130.0,110.0,175.0,250.0,150.0,90.0,10.0,0.0,320.0,80.0,100.0,15.0,125.0,2.6,45.0,67.0,19.99853358323786,33.00686367214364,5.3,0.0,0.0,0.3,6.4,0.0,0.0,0.1,8.4,0.0,3.6,23.6,4.8,0.0,0.1,0.8,44100.0
2077,5812.0,485.0,250.0,235.0,60.0,60.0,90.0,170.0,105.0,90.0,0.0,0.0,200.0,45.0,85.0,3.765396612488772,65.0,2.4,20.0,115.0,34.956676621291535,21.99665426009892,2.6,0.0,0.9,4.5,1.1,0.6,2.7,13.9,2.4,2.3,6.1,23.3,0.6,1.3,2.2,12.1,39500.0
2078,5813.0,2240.0,1165.0,1075.0,325.0,355.0,470.0,650.0,445.0,90.0,10.0,0.0,895.0,255.0,285.0,35.0,315.0,2.5,90.0,153.0,28.2,25.0,3.4,0.0,0.2,4.1,0.5,2.1,3.7,10.3,5.7,0.0,10.2,20.2,0.5,2.1,5.1,14.1,40800.0
2079,5814.0,555.0,300.0,250.0,90.0,110.0,105.0,185.0,65.0,90.0,10.0,0.0,200.0,50.0,50.0,15.0,80.0,2.8,25.0,30.0,26.5,19.1,0.5,0.9,1.0,1.2,0.8,0.9,2.2,6.3,4.2,0.9,8.2,24.9,1.6,0.0,3.7,9.3,39200.0
2080,5815.0,1065.0,550.0,515.0,170.0,115.0,205.0,345.0,225.0,90.0,10.0,0.0,430.0,100.0,155.0,30.0,150.0,2.5,60.0,90.0,21.8,29.9,2.2,0.0,1.0,2.9,0.5,0.9,3.7,10.8,3.8,1.4,8.0,23.6,0.5,1.4,4.3,14.4,42600.0
2081,5816.0,230.0,115.0,115.0,45.0,35.0,45.0,70.0,30.0,90.0,10.0,0.34105246332953953,75.0,15.0,25.0,0.0,35.0,2.9,5.0,12.0,30.4,26.0,0.8,1.5,2.6,4.3,0.9,3.4,4.7,6.6,1.1,1.0,6.7,22.6,0.8,3.6,7.2,10.5,39500.0
2082,5817.0,215.0,110.0,105.0,25.0,25.0,30.0,80.0,60.0,90.0,10.0,0.1619548413781331,80.0,20.0,25.0,4.222973624085519,30.0,2.4,10.0,51.0,18.9,32.4,2.7,0.0,0.8,2.6,1.4,0.2,2.9,8.9,5.4,0.1,6.3,21.2,0.5,0.9,3.9,12.2,40300.0
2083,5821.0,2550.0,1260.0,1290.0,415.0,300.0,520.0,805.0,505.0,90.0,10.0,0.0,1055.0,270.0,385.0,45.0,350.0,2.4,130.0,314.0,21.2,34.9,1.0,0.6,1.2,7.4,2.2,0.0,1.4,16.6,4.0,3.1,6.0,20.2,2.1,0.0,2.9,17.9,25400.0
2084,5823.0,890.0,455.0,435.0,120.0,100.0,175.0,285.0,205.0,90.0,10.0,0.0,380.0,110.0,140.0,20.0,110.0,2.3,55.0,106.0,41.0,18.0,0.7,2.5,6.0,7.2,0.7,4.3,13.4,17.1,0.9,3.0,6.2,24.4,0.7,4.1,13.7,15.6,30700.0
2085,5824.0,535.0,275.0,260.0,100.0,60.0,115.0,175.0,80.0,90.0,10.0,0.0,200.0,40.0,75.0,10.0,80.0,2.6,20.0,84.0,24.2,29.9,2.7,0.0,1.4,9.9,0.6,1.5,3.5,18.5,3.4,3.9,6.0,25.3,0.8,0.8,3.5,18.4,35300.0
2086,5825.0,3915.0,2015.0,1895.0,515.0,510.0,745.0,1260.0,885.0,90.0,10.0,10.0,1580.0,415.0,600.0,90.0,465.0,2.3,200.0,336.0,25.4,27.4,1.7,0.0,6.3,8.0,0.5,1.0,13.0,15.5,2.0,3.8,6.4,22.9,0.5,2.0,11.6,17.2,25800.0
2087,5826.0,470.0,250.0,220.0,95.0,65.0,100.0,145.0,70.0,100.0,0.0,0.0,160.0,20.0,55.0,2.657999973341589,80.0,2.9,25.0,70.0,29.1,28.3,1.4,0.6,1.9,4.2,1.1,1.2,4.4,6.0,6.4,0.3,5.3,22.6,1.3,0.6,1.8,5.1,27700.0
2088,5827.0,685.0,375.0,310.0,105.0,110.0,115.0,255.0,100.0,90.0,0.0,0.0,250.0,45.0,80.0,15.0,110.0,2.7,40.0,55.0,21.8,28.4,3.5,0.0,0.2,1.9,3.5,0.0,0.2,2.7,6.9,0.0,3.7,21.5,0.8,0.8,1.8,3.0,46300.0
2089,5831.0,12400.0,6040.0,6360.0,1630.0,1415.0,2525.0,3665.0,3165.0,80.0,10.0,10.0,5670.0,1995.0,1940.0,380.0,1335.0,2.1,1140.0,1146.0,30.4,28.2,0.6,0.8,2.0,7.1,3.9,0.0,0.1,9.5,4.5,0.9,6.3,22.3,3.6,0.0,0.1,8.8,26900.0
2090,5835.0,1860.0,955.0,910.0,280.0,225.0,385.0,605.0,365.0,90.0,10.0,0.0,705.0,155.0,275.0,30.0,240.0,2.5,110.0,172.0,33.3,24.3,0.8,1.7,3.4,6.1,0.7,3.3,5.3,9.1,5.4,0.5,4.4,22.7,0.7,1.6,3.7,5.6,28700.0
2091,5836.0,1750.0,880.0,865.0,235.0,225.0,325.0,610.0,355.0,90.0,10.0,0.0,715.0,165.0,270.0,50.0,230.0,2.4,80.0,294.0,21.8,35.1,0.6,1.1,3.6,6.6,1.4,0.6,5.0,9.5,6.4,0.0,4.7,24.2,1.1,0.6,2.9,6.3,25100.0
2092,5841.0,1835.0,980.0,855.0,265.0,230.0,385.0,620.0,335.0,90.0,0.0,0.0,660.0,185.0,210.0,15.0,245.0,2.5,230.0,122.0,34.1,20.5,0.8,0.8,1.0,3.5,0.9,0.8,1.6,6.7,1.9,1.0,5.6,21.6,0.5,1.8,4.5,10.1,36800.0
2093,5843.0,665.0,340.0,325.0,150.0,50.0,165.0,190.0,115.0,90.0,10.0,0.0,250.0,45.0,90.0,10.0,95.0,2.7,30.0,53.0,35.9,17.4,2.0,0.2,1.8,2.1,1.1,0.6,0.9,1.2,8.3,0.0,1.1,14.5,0.8,1.3,2.8,3.3,33400.0
2094,5844.0,705.0,370.0,335.0,100.0,115.0,125.0,250.0,115.0,90.0,10.0,0.0,285.0,75.0,90.0,15.0,100.0,2.5,35.0,68.0,37.5,16.6,1.0,0.6,1.3,3.8,0.8,3.4,5.1,8.2,6.3,0.0,4.3,21.8,0.8,2.4,5.4,10.2,48900.0
2095,5845.0,4095.0,2075.0,2015.0,535.0,490.0,725.0,1285.0,1055.0,90.0,0.0,0.0,1755.0,530.0,630.0,95.0,495.0,2.3,255.0,451.0,33.8,20.7,1.0,1.1,2.0,6.1,0.7,0.8,1.9,3.1,1.9,1.0,3.9,25.1,0.6,1.7,5.5,13.1,45200.0
2096,5846.0,715.0,380.0,335.0,110.0,90.0,140.0,235.0,140.0,90.0,0.0,0.0,275.0,50.0,115.0,10.0,100.0,2.6,40.0,201.0,29.1,25.1,4.7,0.0,0.0,1.2,4.1,0.0,0.1,2.3,3.3,1.7,3.2,21.2,0.9,2.0,3.0,6.7,38500.0
2097,5851.0,2130.0,1055.0,1070.0,260.0,250.0,405.0,740.0,475.0,90.0,10.0,0.0,885.0,225.0,325.0,55.0,275.0,2.4,170.0,210.0,27.2,21.3,0.5,2.8,4.0,8.3,0.7,0.9,1.1,6.2,3.0,2.3,10.0,25.7,0.6,1.0,3.9,13.7,32200.0
2098,5853.0,2010.0,1015.0,995.0,275.0,225.0,380.0,725.0,405.0,80.0,20.0,0.0,865.0,240.0,305.0,50.0,270.0,2.3,135.0,168.0,24.7,28.7,2.7,0.0,2.0,6.8,2.5,0.0,1.1,4.2,5.3,0.0,8.9,24.5,0.3,2.0,3.1,5.1,31200.0
2099,5854.0,5335.0,2660.0,2675.0,720.0,560.0,1030.0,1665.0,1365.0,80.0,20.0,0.0,2350.0,705.0,865.0,145.0,630.0,2.2,460.0,510.0,34.0,20.0,0.5,0.9,4.2,7.9,2.3,0.0,1.1,6.9,2.8,2.9,9.6,26.9,0.7,1.2,3.2,11.2,31100.0
2100,5855.0,2485.0,1250.0,1235.0,350.0,280.0,450.0,810.0,590.0,90.0,10.0,0.0,1045.0,285.0,365.0,50.0,340.0,2.4,175.0,181.0,28.2,20.8,0.6,0.9,3.3,7.1,0.7,0.9,2.6,5.1,0.6,2.0,13.9,33.3,0.7,0.9,2.6,7.5,39200.0
2101,5856.0,1180.0,590.0,590.0,150.0,150.0,250.0,400.0,230.0,90.0,10.0,0.0,475.0,100.0,180.0,30.0,155.0,2.5,80.0,82.0,30.7,17.0,0.4,2.0,3.0,9.3,0.4,1.0,4.0,6.6,0.5,3.0,13.0,32.1,0.4,1.0,2.0,5.1,38500.0
2102,5861.0,1890.0,965.0,920.0,270.0,210.0,370.0,590.0,445.0,90.0,10.0,0.0,800.0,205.0,305.0,25.0,255.0,2.4,95.0,233.0,27.8,25.0,2.0,0.0,2.3,7.6,0.5,1.7,3.7,8.5,2.2,3.2,12.9,32.8,2.1,0.0,1.2,6.2,37600.0
2103,5862.0,410.0,200.0,210.0,45.0,45.0,55.0,140.0,120.0,90.0,10.0,0.0,180.0,50.0,75.0,5.0,50.0,2.3,25.0,59.0,32.6,20.1,0.6,1.0,2.1,7.6,1.2,0.2,4.6,13.7,1.4,6.4,11.7,31.7,1.5,0.1,3.5,10.3,35900.0
2104,5863.0,1060.0,555.0,505.0,150.0,125.0,210.0,335.0,240.0,90.0,10.0,0.0,460.0,120.0,175.0,25.0,135.0,2.3,60.0,165.0,32.9,25.1,0.5,0.9,5.5,9.7,0.5,1.4,9.1,15.4,0.6,6.7,12.1,32.5,1.2,0.7,8.6,10.0,34400.0
2105,5864.0,1880.0,985.0,895.0,295.0,210.0,400.0,550.0,420.0,90.0,10.0,0.0,780.0,200.0,300.0,40.0,245.0,2.4,115.0,217.0,57.6,10.9,0.2,36.1,58.0,74.9,0.2,46.8,83.6,103.5,0.5,12.2,17.3,32.5,0.2,47.4,73.5,91.0,42300.0
2106,5865.0,1250.0,640.0,610.0,225.0,115.0,320.0,340.0,245.0,90.0,10.0,0.0,505.0,135.0,180.0,25.0,160.0,2.4,85.0,171.0,46.7,13.1,0.5,5.3,56.8,79.4,0.5,9.0,78.6,106.9,1.1,12.3,17.3,32.4,0.7,8.6,74.0,91.6,36100.0
2107,5866.0,1270.0,650.0,620.0,180.0,170.0,245.0,440.0,235.0,90.0,10.0,0.0,515.0,125.0,195.0,20.0,170.0,2.5,80.0,137.0,38.6,19.9,0.6,4.8,52.3,68.0,0.6,5.2,73.2,97.0,1.1,10.8,16.1,32.1,0.7,5.0,65.2,84.9,42600.0
2108,5871.0,1055.0,525.0,525.0,125.0,130.0,170.0,400.0,230.0,90.0,10.0,0.0,455.0,120.0,190.0,20.0,125.0,2.3,70.0,162.0,58.4,8.7,0.7,4.1,48.7,64.7,0.4,7.9,68.5,93.0,0.9,11.1,15.8,32.0,0.8,4.2,62.2,81.0,45200.0
2109,5872.0,775.0,375.0,400.0,110.0,100.0,150.0,230.0,185.0,90.0,10.0,0.0,325.0,85.0,115.0,20.0,105.0,2.4,30.0,159.0,53.3,14.4,0.6,2.6,43.9,68.8,0.6,2.6,54.9,96.9,0.7,10.4,16.5,31.4,0.7,1.6,54.4,85.4,42800.0
2110,5911.0,4955.0,2545.0,2405.0,420.0,735.0,1635.0,1220.0,945.0,70.0,20.0,10.0,3045.0,1860.0,730.0,150.0,285.0,1.6,490.0,2890.0,24.0,30.2,0.9,0.7,25.4,55.6,0.8,1.5,37.3,78.3,2.2,10.0,14.0,31.9,1.4,0.1,30.9,71.3,40700.0
2111,5912.0,10225.0,5060.0,5165.0,1605.0,1380.0,2675.0,2775.0,1785.0,60.0,20.0,20.0,4800.0,2010.0,1210.0,365.0,1180.0,2.1,1050.0,2196.0,56.7,8.3,0.3,6.2,52.2,72.6,0.3,12.9,73.2,101.2,1.6,10.6,18.0,33.2,0.3,9.7,65.2,87.5,39800.0
2112,5913.0,9775.0,4805.0,4970.0,1320.0,1030.0,2210.0,2865.0,2350.0,80.0,10.0,0.0,4790.0,1875.0,1530.0,265.0,1100.0,2.0,610.0,2388.0,52.3,7.9,0.4,2.9,39.3,66.7,0.3,7.2,58.3,94.4,1.9,9.5,17.4,32.2,0.5,2.8,50.4,81.1,41500.0
2113,5914.0,7760.0,3805.0,3955.0,1025.0,905.0,2010.0,2050.0,1765.0,70.0,20.0,20.0,4050.0,1995.0,990.0,325.0,710.0,1.9,1045.0,1997.0,61.2,6.6,0.5,3.1,28.2,75.4,0.6,4.0,43.5,100.1,2.3,10.1,17.8,34.4,0.8,3.4,36.7,87.2,40100.0
2114,5915.0,5510.0,2690.0,2820.0,855.0,620.0,1225.0,1770.0,1040.0,70.0,20.0,10.0,2520.0,975.0,660.0,275.0,590.0,2.1,855.0,1297.0,31.8,11.9,1.2,0.3,14.6,71.2,1.1,0.5,22.0,94.6,2.3,8.8,18.0,34.1,1.3,0.2,13.1,85.8,46000.0
2115,5916.0,2500.0,1250.0,1250.0,365.0,245.0,515.0,835.0,540.0,90.0,10.0,0.0,1045.0,240.0,420.0,50.0,335.0,2.4,130.0,587.0,41.6,12.2,1.1,0.3,12.8,59.2,0.4,1.7,21.6,83.9,2.3,7.3,17.1,32.1,1.2,0.2,11.6,75.7,36253.064406526
2116,5921.0,6765.0,3350.0,3415.0,955.0,660.0,1570.0,1795.0,1785.0,70.0,20.0,10.0,3440.0,1560.0,930.0,295.0,640.0,1.9,805.0,2481.0,16.2,31.8,0.6,2.1,11.9,70.3,0.7,0.9,19.5,95.5,2.8,8.7,18.1,34.1,1.9,0.0,11.8,87.6,34400.0
2117,5922.0,5710.0,2820.0,2890.0,1190.0,675.0,1615.0,1460.0,770.0,50.0,20.0,30.0,2445.0,820.0,585.0,340.0,680.0,2.3,800.0,1996.0,24.2,28.2,0.6,0.8,4.0,30.4,0.5,0.9,7.5,49.3,0.9,3.5,16.8,33.0,2.6,0.0,2.0,41.1,40800.0
2118,5923.0,2915.0,1360.0,1560.0,360.0,245.0,560.0,795.0,950.0,70.0,20.0,10.0,1545.0,715.0,465.0,105.0,255.0,1.9,345.0,1876.0,36.7,24.9,1.3,0.9,32.2,55.6,1.3,0.7,50.7,79.3,2.2,8.0,16.6,32.9,1.7,0.2,45.3,67.6,42100.0
2119,5924.0,3795.0,1960.0,1830.0,615.0,450.0,935.0,1160.0,630.0,60.0,20.0,20.0,1560.0,420.0,485.0,95.0,545.0,2.4,355.0,1816.0,44.0,14.1,0.4,5.6,16.8,72.8,0.4,7.1,19.5,93.0,0.8,10.7,17.8,33.1,0.5,7.7,18.0,88.3,41800.0
2120,5925.0,3895.0,1960.0,1935.0,655.0,435.0,1080.0,1285.0,435.0,60.0,20.0,20.0,1680.0,500.0,490.0,165.0,515.0,2.3,495.0,1373.0,45.7,8.6,0.8,2.5,16.0,35.8,0.4,2.3,16.2,41.2,1.8,6.8,16.5,31.2,1.8,0.0,14.0,40.8,47200.0
2121,5926.0,2845.0,1455.0,1390.0,405.0,330.0,480.0,875.0,750.0,90.0,10.0,0.0,1140.0,200.0,500.0,40.0,390.0,2.5,120.0,934.0,46.6,14.9,0.5,3.0,17.6,27.8,0.4,2.5,19.5,34.7,1.1,6.8,17.1,37.7,0.7,2.9,17.6,34.0,42000.0
2122,5927.0,800.0,410.0,390.0,120.0,80.0,160.0,225.0,215.0,90.0,10.0,0.0,320.0,65.0,135.0,5.0,115.0,2.5,35.0,439.0,31.6,20.5,0.8,1.4,4.4,16.7,0.8,1.5,6.9,28.1,0.9,4.1,19.5,32.3,0.8,1.6,6.1,19.6,40700.0
2123,5928.0,805.0,435.0,365.0,105.0,125.0,180.0,255.0,140.0,80.0,10.0,10.0,375.0,150.0,105.0,20.0,100.0,2.1,55.0,619.0,35.7,21.6,0.6,1.6,4.6,11.1,0.5,1.8,3.9,17.0,3.3,5.2,16.4,31.1,3.2,0.0,0.8,12.5,41100.0
2124,5931.0,9705.0,4870.0,4840.0,1345.0,970.0,2100.0,2850.0,2440.0,80.0,10.0,10.0,4565.0,1720.0,1465.0,275.0,1095.0,2.1,775.0,1389.0,34.8,19.0,0.7,1.9,5.2,9.6,0.6,4.5,7.4,14.4,0.7,6.9,10.2,31.9,0.7,5.1,8.4,10.7,37900.0
2125,5932.0,5535.0,2785.0,2750.0,840.0,620.0,1280.0,1760.0,1035.0,60.0,20.0,20.0,2490.0,785.0,800.0,250.0,640.0,2.2,675.0,969.0,37.7,16.8,0.7,1.3,4.0,22.5,0.6,1.5,3.2,24.9,0.8,3.8,14.6,32.7,0.9,0.6,2.5,18.5,28200.0
2126,5935.0,3745.0,1850.0,1895.0,465.0,435.0,740.0,1265.0,840.0,70.0,20.0,10.0,1670.0,600.0,515.0,125.0,425.0,2.2,385.0,954.0,39.8,15.0,0.6,2.7,6.6,13.4,0.6,4.7,11.7,18.0,3.0,2.8,8.0,35.8,0.8,2.9,8.0,14.6,40800.0
2127,5941.0,5245.0,2645.0,2600.0,790.0,540.0,1140.0,1605.0,1175.0,90.0,10.0,0.0,2255.0,635.0,820.0,125.0,670.0,2.3,340.0,478.0,30.2,26.3,1.1,0.5,3.9,15.3,0.6,1.7,5.0,20.1,3.6,1.0,7.3,38.7,0.7,2.5,5.9,15.2,49100.0
2128,5943.0,1015.0,515.0,500.0,135.0,140.0,190.0,300.0,245.0,80.0,10.0,0.0,420.0,115.0,155.0,20.0,130.0,2.4,55.0,125.0,37.9,19.1,0.5,5.4,16.0,20.4,0.6,6.3,17.9,21.6,1.3,2.8,6.2,36.8,0.8,4.0,12.7,15.1,33800.0
2129,5944.0,2575.0,1290.0,1280.0,305.0,285.0,420.0,885.0,680.0,80.0,20.0,0.0,1175.0,350.0,470.0,65.0,285.0,2.2,170.0,218.0,31.3,25.6,0.7,2.0,9.5,19.0,0.7,1.4,8.9,22.0,3.2,3.2,11.4,35.8,2.7,0.0,5.0,13.4,39500.0
2130,5951.0,5540.0,2760.0,2780.0,870.0,580.0,1145.0,1685.0,1260.0,80.0,10.0,10.0,2360.0,620.0,845.0,150.0,735.0,2.3,475.0,554.0,26.3,26.9,0.6,0.8,11.9,24.2,1.2,0.3,15.1,27.4,3.0,2.0,5.1,41.0,1.9,0.0,10.2,18.6,33000.0
2131,5953.0,11045.0,5545.0,5500.0,1610.0,1225.0,2360.0,3335.0,2515.0,80.0,10.0,10.0,4830.0,1425.0,1670.0,310.0,1410.0,2.3,875.0,838.0,33.2,29.0,0.8,0.6,10.7,21.0,0.8,0.6,12.4,20.2,1.9,1.9,7.1,38.5,0.6,0.9,10.0,15.7,44100.0
2132,5954.0,2475.0,1265.0,1210.0,315.0,295.0,420.0,840.0,600.0,90.0,10.0,0.0,1065.0,280.0,405.0,55.0,320.0,2.3,120.0,253.0,33.5,23.9,0.9,2.1,2.8,6.1,1.0,0.7,0.9,2.9,5.6,0.1,3.8,37.1,1.0,0.7,1.0,3.4,43300.0
2133,5961.0,13015.0,6465.0,6545.0,1775.0,1545.0,2875.0,3925.0,2890.0,90.0,10.0,0.0,5770.0,1935.0,1870.0,375.0,1575.0,2.2,975.0,1094.0,30.1,21.7,0.9,1.4,3.8,5.6,0.6,4.1,6.8,10.1,2.3,2.5,19.7,37.4,0.8,2.4,4.8,7.8,41300.0
2134,5962.0,2140.0,1075.0,1065.0,345.0,290.0,450.0,725.0,335.0,90.0,10.0,0.0,835.0,210.0,270.0,25.0,325.0,2.6,110.0,174.0,28.1,23.1,0.8,1.4,4.0,9.9,0.9,1.4,3.7,14.2,3.5,4.4,15.1,35.2,3.5,0.0,0.2,9.7,39400.0
2135,5963.0,1940.0,985.0,955.0,305.0,245.0,440.0,610.0,345.0,90.0,10.0,0.0,765.0,170.0,275.0,30.0,280.0,2.5,100.0,244.0,32.0,22.4,0.9,3.0,4.3,7.3,0.7,4.2,6.8,11.5,5.3,0.2,5.4,38.8,0.8,3.0,4.1,7.5,38400.0
2136,5964.0,1625.0,850.0,775.0,225.0,235.0,355.0,570.0,245.0,90.0,10.0,0.0,635.0,150.0,215.0,30.0,240.0,2.6,80.0,184.0,23.1,29.3,0.5,0.9,3.6,8.4,1.8,0.0,4.2,8.2,6.6,0.0,4.0,40.7,1.3,0.2,3.4,6.9,36100.0
2137,5966.0,2030.0,1045.0,980.0,285.0,245.0,465.0,680.0,350.0,90.0,10.0,0.0,845.0,235.0,295.0,45.0,270.0,2.4,140.0,212.0,26.254777751202067,28.064595454505078,3.6,0.0,0.1,2.5,3.3,0.0,0.2,2.8,5.0,0.6,1.7,34.1,3.2,0.1,0.5,4.0,39100.0
2138,5971.0,4735.0,2355.0,2375.0,660.0,505.0,975.0,1380.0,1210.0,80.0,10.0,0.0,2045.0,605.0,740.0,110.0,580.0,2.3,275.0,595.0,39.9,16.6,0.6,2.7,10.2,13.9,0.7,4.9,12.1,13.9,1.9,1.0,5.8,35.8,0.7,7.6,14.7,19.2,36400.0
2139,5973.0,1940.0,1000.0,940.0,265.0,210.0,395.0,630.0,445.0,90.0,10.0,0.0,830.0,215.0,330.0,35.0,250.0,2.3,80.0,177.0,31.4,26.7,0.7,0.8,1.1,12.3,0.7,0.8,2.0,14.8,3.2,1.5,4.3,32.4,2.9,0.0,0.8,19.0,33300.0
2140,5975.0,6685.0,3380.0,3310.0,1060.0,760.0,1420.0,1920.0,1525.0,90.0,10.0,0.0,2800.0,820.0,955.0,145.0,870.0,2.4,335.0,523.0,27.7,25.0,0.8,1.4,3.4,7.2,0.9,0.7,1.3,5.0,4.6,0.8,3.0,30.5,0.8,0.7,2.6,9.8,38000.0
2141,5976.0,1130.0,580.0,550.0,150.0,160.0,210.0,430.0,180.0,90.0,10.0,0.0,450.0,115.0,150.0,15.0,165.0,2.5,45.0,126.0,27.1,26.0,0.6,1.6,6.9,16.0,0.7,0.8,5.4,15.8,4.3,1.5,3.8,31.9,0.6,1.7,11.6,20.4,42400.0
2142,5977.0,280.0,150.0,130.0,25.0,45.0,85.0,105.0,20.0,90.0,10.0,0.0,80.0,15.0,25.0,3.0300331351018173,35.0,2.7,15.0,14.0,18.1,28.1,0.7,0.9,9.2,12.0,1.8,0.0,10.5,12.9,2.6,1.0,5.9,35.1,0.7,0.9,12.7,18.4,44900.0
2143,5981.0,7485.0,3755.0,3730.0,915.0,760.0,1555.0,2195.0,2065.0,80.0,10.0,10.0,3320.0,1090.0,1220.0,175.0,825.0,2.2,625.0,960.0,29.2,23.2,0.8,3.0,8.9,12.8,0.7,3.1,11.6,14.2,0.8,1.0,6.0,37.7,0.9,1.7,14.1,17.5,44300.0
2144,5984.0,1230.0,655.0,570.0,140.0,165.0,260.0,415.0,245.0,90.0,0.0,0.0,435.0,110.0,160.0,15.0,150.0,2.5,170.0,117.0,30.9,23.3,1.0,0.5,1.9,17.6,0.8,2.4,4.9,17.6,1.2,3.0,16.1,35.0,0.7,2.5,6.8,19.6,43100.0
2145,5985.0,1650.0,860.0,790.0,240.0,215.0,350.0,550.0,295.0,90.0,10.0,0.0,640.0,125.0,240.0,30.0,245.0,2.6,100.0,116.0,29.7,22.9,0.8,2.6,3.9,5.1,0.8,1.4,2.0,4.3,5.4,0.2,8.8,29.8,0.8,2.9,5.2,7.3,36600.0
2146,5986.0,2120.0,1070.0,1050.0,340.0,270.0,435.0,715.0,365.0,90.0,0.0,0.0,825.0,180.0,310.0,20.0,320.0,2.6,110.0,197.0,35.4,23.2,0.7,2.6,5.1,13.3,1.0,2.4,4.4,16.4,1.3,1.9,8.6,37.1,0.9,1.7,4.3,14.4,43700.0
2147,5987.0,1270.0,645.0,625.0,230.0,125.0,335.0,375.0,205.0,90.0,0.0,0.0,480.0,85.0,165.0,20.0,205.0,2.6,60.0,285.0,52.9,11.6,0.2,22.3,37.6,41.8,0.2,26.8,46.6,50.2,0.5,4.1,7.7,21.1,0.3,28.0,39.4,44.2,41100.0
2148,5988.0,6225.0,3125.0,3100.0,900.0,760.0,1410.0,1915.0,1235.0,90.0,10.0,0.0,2580.0,670.0,900.0,145.0,855.0,2.4,360.0,788.0,29.0,22.0,0.6,1.9,26.8,39.7,0.6,2.7,30.4,47.5,2.2,4.0,8.0,18.6,0.6,1.2,30.0,42.2,41100.0
2149,5991.0,6510.0,3295.0,3215.0,940.0,725.0,1440.0,1960.0,1440.0,90.0,10.0,0.0,2745.0,755.0,955.0,130.0,900.0,2.4,390.0,576.0,22.3,34.7,0.9,2.4,28.3,44.5,1.1,2.3,34.0,54.0,1.2,4.8,7.7,20.4,1.1,1.9,31.0,47.5,36900.0
2150,5993.0,6520.0,3335.0,3185.0,1055.0,695.0,1425.0,1935.0,1410.0,90.0,10.0,0.0,2670.0,700.0,930.0,125.0,910.0,2.4,340.0,502.0,40.1,13.7,0.7,3.8,31.8,40.9,0.5,4.6,39.4,49.8,2.1,3.8,7.0,23.1,1.2,2.7,35.7,43.3,29700.0
2151,5995.0,4210.0,2140.0,2070.0,615.0,485.0,870.0,1360.0,880.0,90.0,10.0,0.0,1805.0,520.0,615.0,115.0,550.0,2.3,285.0,311.0,33.5,23.1,0.8,0.7,22.6,30.5,1.7,0.2,25.9,33.2,3.4,2.2,6.4,21.9,1.6,0.2,22.4,29.3,31000.0
2152,6001.0,7420.0,3565.0,3850.0,650.0,670.0,1640.0,1920.0,2535.0,80.0,10.0,10.0,4040.0,2060.0,1200.0,230.0,525.0,1.8,730.0,2215.0,42.3,17.3,0.6,3.0,31.8,41.2,0.8,5.3,37.6,45.0,1.4,3.9,6.5,18.8,1.0,3.2,33.0,39.6,28400.0
2153,6002.0,6705.0,3405.0,3305.0,1110.0,790.0,1550.0,2200.0,1055.0,80.0,10.0,10.0,2785.0,750.0,905.0,190.0,935.0,2.4,530.0,803.0,26.6,27.5,0.7,0.8,2.2,6.2,0.7,1.7,2.4,4.3,7.3,0.0,7.6,27.1,0.9,0.7,1.8,4.8,24500.0
2154,6003.0,5190.0,2625.0,2565.0,810.0,735.0,1005.0,1705.0,940.0,90.0,10.0,0.0,1990.0,420.0,660.0,115.0,790.0,2.6,295.0,832.0,23.7,28.9,0.8,0.7,1.4,7.9,2.6,0.0,1.2,6.1,6.9,0.0,3.7,24.5,2.9,0.0,0.6,5.1,28300.0
2155,6004.0,9310.0,4585.0,4725.0,1410.0,930.0,2295.0,2545.0,2135.0,80.0,10.0,10.0,4210.0,1440.0,1350.0,285.0,1125.0,2.2,855.0,1488.0,32.2,26.5,2.6,0.0,1.7,10.4,0.5,0.9,3.2,11.8,4.5,2.0,4.2,28.2,0.6,0.9,1.9,9.2,46000.0
2156,6005.0,4470.0,2305.0,2165.0,665.0,545.0,950.0,1505.0,805.0,80.0,10.0,10.0,1915.0,550.0,625.0,125.0,610.0,2.3,345.0,742.0,30.3,21.4,0.7,0.9,7.5,10.1,0.5,1.9,9.9,11.5,2.3,3.0,5.0,29.6,0.5,1.0,8.8,12.7,35600.0
