,pc4,INWONER,MAN,VROUW,INW_014,INW_1524,INW_2544,INW_4564,INW_65PL,P_NL_ACHTG,P_WE_MIG_A,P_NW_MIG_A,AANTAL_HH,TOTHH_EENP,TOTHH_MPZK,HH_EENOUD,HH_TWEEOUD,GEM_HH_GR,UITKMINAOW,OAD,P_LINK_HH,P_HINK_HH,AFS_CAFE,AV1_CAFE,AV3_CAFE,AV5_CAFE,AFS_CAFTAR,AV1_CAFTAR,AV3_CAFTAR,AV5_CAFTAR,AFS_HOTEL,AV5_HOTEL,AV10_HOTEL,AV20_HOTEL,AFS_RESTAU,AV1_RESTAU,AV3_RESTAU,AV5_RESTAU,median_inc
736,2711.0,4400.0,2030.0,2370.0,390.0,440.0,1150.0,1065.0,1360.0,60.0,10.0,20.0,2730.0,1575.0,710.0,195.0,240.0,1.6,400.0,3682.0,56.1,7.8,0.5,3.6,15.7,17.6,0.4,15.3,50.1,64.7,1.1,4.0,6.4,168.1,0.3,22.7,69.8,91.6,30800.0
737,2712.0,5260.0,2525.0,2730.0,735.0,520.0,1420.0,1420.0,1165.0,80.0,10.0,10.0,2600.0,1085.0,750.0,220.0,535.0,2.0,335.0,2653.0,40.2,14.9,0.4,3.8,15.9,18.0,0.3,11.3,50.3,65.4,1.9,4.0,5.2,184.7,0.2,17.7,63.9,90.4,44800.0
738,2713.0,6385.0,3060.0,3325.0,915.0,665.0,1720.0,1520.0,1565.0,60.0,10.0,20.0,3345.0,1525.0,890.0,395.0,520.0,1.9,555.0,3397.0,44.1,10.7,0.6,2.0,12.9,18.0,0.6,5.2,48.1,61.6,1.9,4.0,6.1,179.4,0.4,7.7,59.1,85.2,46600.0
739,2715.0,5640.0,2735.0,2905.0,985.0,620.0,1580.0,1405.0,1045.0,60.0,10.0,30.0,2835.0,1235.0,645.0,425.0,510.0,2.0,710.0,3526.0,53.3,7.8,1.5,0.0,10.8,17.0,0.9,2.0,43.0,56.8,2.1,4.0,7.5,172.5,0.8,1.6,55.1,79.9,44500.0
740,2716.0,9850.0,4715.0,5135.0,1710.0,1120.0,2245.0,2465.0,2310.0,70.0,10.0,20.0,4520.0,1635.0,1195.0,615.0,1045.0,2.2,910.0,2628.0,44.2,15.1,1.5,0.1,4.8,14.2,0.9,2.1,23.4,52.5,2.9,3.6,8.4,151.8,0.6,1.9,26.9,70.2,25000.0
741,2717.0,7650.0,3730.0,3920.0,1440.0,910.0,1955.0,1885.0,1455.0,60.0,10.0,30.0,3470.0,1225.0,915.0,565.0,750.0,2.2,910.0,2403.0,46.7,11.4,1.0,0.6,6.6,16.7,0.8,1.8,31.9,58.0,1.7,3.6,8.1,144.6,0.8,2.2,41.8,80.1,35700.0
742,2718.0,8915.0,4395.0,4520.0,1415.0,1000.0,2035.0,3125.0,1335.0,70.0,10.0,20.0,3715.0,940.0,1190.0,320.0,1255.0,2.4,605.0,1708.0,25.3,27.5,1.8,0.0,6.8,17.6,0.7,1.3,19.8,54.9,1.3,4.0,6.2,187.0,0.6,1.4,27.3,70.0,37900.0
743,2719.0,11560.0,5675.0,5885.0,1475.0,1440.0,1930.0,4165.0,2550.0,80.0,10.0,10.0,4925.0,1295.0,1730.0,335.0,1560.0,2.3,610.0,1643.0,24.7,34.2,2.0,0.1,3.9,15.7,0.9,1.6,12.3,50.4,1.2,3.9,7.0,187.9,0.8,1.4,15.6,68.4,46400.0
744,2721.0,10950.0,5330.0,5625.0,2540.0,1325.0,3035.0,2690.0,1360.0,70.0,10.0,20.0,4075.0,940.0,1050.0,405.0,1665.0,2.6,660.0,1693.0,26.6,31.2,2.8,0.0,2.0,13.0,0.9,1.7,8.8,40.2,4.5,1.4,5.0,134.2,0.9,3.2,16.0,67.1,37000.0
745,2722.0,5310.0,2515.0,2795.0,890.0,685.0,1530.0,1285.0,915.0,50.0,10.0,40.0,2740.0,1335.0,565.0,405.0,410.0,1.9,870.0,2908.0,62.2,7.0,0.6,2.4,16.0,18.0,0.6,5.0,45.9,65.5,2.1,4.0,5.1,162.6,0.6,9.0,65.1,91.5,39000.0
746,2723.0,3880.0,1955.0,1925.0,655.0,440.0,1105.0,1085.0,595.0,70.0,10.0,20.0,1760.0,625.0,470.0,175.0,485.0,2.2,370.0,2542.0,36.8,16.5,0.7,1.9,13.0,17.4,0.4,2.9,38.8,62.9,2.8,3.2,5.2,124.7,0.4,2.7,65.7,88.5,44800.0
747,2724.0,7190.0,3610.0,3585.0,1125.0,790.0,1920.0,2020.0,1335.0,70.0,10.0,20.0,3385.0,1275.0,950.0,275.0,880.0,2.1,575.0,3226.0,34.5,18.5,0.6,1.6,13.1,17.1,0.6,2.0,44.6,62.7,2.0,3.6,5.4,122.3,0.5,2.9,64.2,89.5,44600.0
748,2725.0,5815.0,2815.0,3000.0,865.0,505.0,1085.0,1710.0,1655.0,80.0,10.0,10.0,2605.0,785.0,965.0,170.0,685.0,2.2,305.0,2124.0,25.3,31.4,2.2,0.0,6.6,17.1,1.0,1.0,28.6,56.6,2.2,2.0,4.7,108.9,0.6,2.4,40.0,83.9,43700.0
749,2726.0,6225.0,3040.0,3185.0,965.0,645.0,1490.0,1660.0,1465.0,70.0,10.0,10.0,2860.0,1095.0,820.0,255.0,685.0,2.1,535.0,2919.0,35.1,19.4,1.2,0.7,11.4,18.0,0.7,5.3,41.0,61.0,0.9,3.8,6.7,148.6,0.8,6.2,58.5,86.4,39585.02890598179
750,2727.0,5275.0,2615.0,2660.0,990.0,675.0,1365.0,1530.0,710.0,70.0,10.0,20.0,2235.0,640.0,645.0,250.0,685.0,2.4,465.0,2753.0,32.1,18.8,1.4,0.0,6.0,17.0,0.5,1.1,27.7,57.0,2.7,1.8,5.1,104.7,0.5,2.8,39.9,85.0,38200.0
751,2728.0,8640.0,4290.0,4350.0,1340.0,1005.0,1865.0,3015.0,1415.0,80.0,10.0,10.0,3645.0,950.0,1160.0,320.0,1200.0,2.4,650.0,1869.0,26.7,31.3,2.2,0.0,2.5,15.5,0.8,1.4,9.9,51.3,3.7,1.2,5.3,98.3,0.9,0.6,19.8,79.3,35900.0
752,2729.0,11985.0,5945.0,6040.0,2660.0,1655.0,3375.0,3370.0,925.0,60.0,10.0,30.0,4495.0,1035.0,1030.0,550.0,1855.0,2.7,890.0,2145.0,25.6,31.2,2.4,0.0,3.7,14.4,1.3,0.9,11.7,47.5,4.3,1.9,5.2,113.3,0.8,2.3,20.4,76.9,45800.0
753,2731.0,3560.0,1805.0,1760.0,750.0,415.0,815.0,935.0,645.0,90.0,10.0,0.0,1370.0,350.0,430.0,75.0,515.0,2.6,150.0,801.0,25.5,29.1,3.4,0.0,0.2,6.1,3.1,0.0,0.9,15.8,5.5,0.1,6.2,84.1,0.5,0.9,5.2,33.5,45100.0
754,2735.0,75.0,45.0,35.0,10.0,15.0,15.0,25.0,15.0,100.0,0.0,0.0,25.0,9.700795955488584,5.0,0.0,15.0,3.0,0.0,91.0,22.54812032400139,31.033472085438753,5.1,0.0,0.0,0.7,4.7,0.0,0.0,3.0,7.4,0.0,6.8,65.5,2.7,0.0,0.9,7.2,34400.0
755,2741.0,11610.0,5780.0,5830.0,2020.0,1375.0,2960.0,2960.0,2295.0,80.0,10.0,10.0,4945.0,1510.0,1600.0,345.0,1465.0,2.3,675.0,1584.0,33.7,20.4,1.1,0.8,3.5,8.1,0.5,3.9,15.2,27.8,1.1,2.3,8.0,30.0,0.6,6.7,21.1,33.5,43800.0
756,2742.0,9735.0,4760.0,4975.0,1900.0,1065.0,2475.0,2235.0,2060.0,80.0,10.0,10.0,4060.0,1195.0,1315.0,250.0,1285.0,2.4,555.0,1693.0,39.3,20.1,0.9,0.7,3.0,7.2,0.7,2.2,14.0,22.7,1.7,2.0,7.4,34.7,0.5,3.5,19.6,30.4,38300.0
757,2743.0,6970.0,3515.0,3450.0,1075.0,810.0,1540.0,2310.0,1235.0,90.0,10.0,10.0,2835.0,725.0,1005.0,145.0,955.0,2.4,485.0,1251.0,24.0,31.2,1.4,0.2,2.9,3.9,0.6,2.1,13.7,17.7,2.3,1.2,7.9,27.1,0.6,2.1,18.8,24.3,30100.0
758,2751.0,4340.0,2155.0,2185.0,975.0,500.0,1085.0,1060.0,720.0,90.0,10.0,10.0,1535.0,325.0,495.0,80.0,635.0,2.7,200.0,514.0,26.1,30.9,2.0,0.0,1.0,3.3,3.1,0.0,0.5,6.0,6.2,0.0,6.9,90.1,0.6,2.7,3.9,10.7,30500.0
759,2752.0,355.0,195.0,165.0,55.0,55.0,75.0,125.0,50.0,90.0,10.0,0.0,155.0,60.0,45.0,5.0,45.0,2.3,10.0,230.0,38.8,21.9,1.0,0.6,1.0,2.4,4.0,0.0,0.3,4.3,6.2,0.0,6.6,68.4,1.3,1.3,3.5,8.5,35500.0
760,2761.0,7950.0,3950.0,4000.0,1455.0,855.0,2000.0,2135.0,1510.0,90.0,10.0,10.0,3145.0,740.0,1050.0,190.0,1160.0,2.5,340.0,696.0,28.8,28.6,0.9,1.2,2.1,2.9,1.1,0.6,1.6,5.0,5.3,0.2,4.3,74.2,0.7,2.8,6.2,12.2,36700.0
761,2771.0,16005.0,8060.0,7950.0,2605.0,2010.0,3780.0,4510.0,3100.0,80.0,10.0,10.0,6885.0,2230.0,2180.0,405.0,2045.0,2.3,860.0,874.0,35.3,23.9,1.5,1.3,3.9,6.8,0.7,2.2,7.4,17.6,2.6,2.2,7.2,40.2,1.0,2.0,8.2,24.7,35100.0
762,2801.0,8135.0,4045.0,4085.0,1025.0,970.0,2550.0,2175.0,1415.0,80.0,10.0,10.0,4500.0,2380.0,1160.0,235.0,695.0,1.8,695.0,3541.0,47.5,18.5,0.3,17.1,24.7,28.3,0.3,28.3,52.4,64.0,0.4,4.0,7.9,26.6,0.3,38.0,65.3,76.0,32200.0
763,2802.0,9795.0,4945.0,4850.0,1785.0,1155.0,2895.0,2550.0,1410.0,70.0,10.0,20.0,4555.0,1815.0,1135.0,410.0,1160.0,2.1,990.0,2350.0,46.8,9.8,0.5,4.7,25.9,27.1,0.4,6.3,48.3,62.4,1.0,4.0,8.0,28.3,0.4,13.6,63.1,74.6,43500.0
764,2803.0,9475.0,4615.0,4855.0,1285.0,1135.0,1970.0,2450.0,2630.0,80.0,10.0,10.0,4520.0,1825.0,1485.0,215.0,980.0,2.1,580.0,2242.0,37.0,20.6,1.9,0.3,16.3,28.5,0.8,2.1,43.7,67.0,2.2,4.7,7.5,26.4,0.6,2.5,44.4,81.1,42200.0
765,2804.0,12315.0,5850.0,6465.0,1985.0,1255.0,2355.0,3485.0,3235.0,80.0,10.0,10.0,5465.0,1875.0,1725.0,410.0,1445.0,2.2,1010.0,2152.0,37.9,20.9,1.8,0.0,11.5,27.8,0.7,3.0,33.0,64.7,3.0,4.6,8.2,26.1,0.9,0.7,30.7,78.1,17300.0
766,2805.0,10700.0,5230.0,5470.0,1955.0,1175.0,2810.0,2875.0,1890.0,80.0,10.0,10.0,4800.0,1810.0,1295.0,365.0,1305.0,2.2,825.0,2838.0,39.6,20.7,0.9,1.4,23.5,28.2,0.7,5.1,54.9,63.2,1.5,4.1,7.3,25.9,0.6,4.7,64.3,73.1,45400.0
767,2806.0,10045.0,4950.0,5095.0,1830.0,1195.0,2700.0,2705.0,1620.0,70.0,10.0,20.0,4405.0,1750.0,1095.0,385.0,1150.0,2.2,1035.0,3104.0,44.6,18.3,1.0,6.0,24.0,30.1,0.6,12.1,51.6,64.4,0.9,4.6,7.1,25.7,0.4,14.2,64.3,74.6,42000.0
768,2807.0,11045.0,5405.0,5640.0,1985.0,1620.0,2320.0,3610.0,1510.0,70.0,10.0,20.0,4315.0,1150.0,1190.0,355.0,1600.0,2.5,810.0,1541.0,28.9,28.0,2.5,0.0,10.4,27.6,0.7,2.2,21.3,55.4,2.4,4.0,7.2,22.1,0.6,1.1,26.6,71.0,49500.0
769,2808.0,435.0,215.0,220.0,70.0,65.0,85.0,145.0,70.0,90.0,10.0,10.0,190.0,60.0,60.0,15.0,55.0,2.3,20.0,1673.0,28.0,31.7,1.8,0.0,23.9,29.2,1.4,0.0,47.9,60.8,1.7,4.0,8.0,23.9,0.4,1.2,62.9,74.9,39300.0
770,2809.0,1245.0,645.0,600.0,275.0,165.0,595.0,185.0,30.0,70.0,20.0,20.0,545.0,200.0,130.0,25.0,190.0,2.3,40.0,839.0,71.0,12.4,1.3,0.4,4.5,28.1,2.2,0.0,4.1,58.3,3.5,4.0,7.5,34.6,1.4,0.1,9.7,74.9,40700.0
771,2811.0,10470.0,5160.0,5315.0,1720.0,1210.0,2025.0,3070.0,2450.0,90.0,10.0,10.0,4410.0,1240.0,1525.0,265.0,1360.0,2.4,420.0,825.0,27.7,34.6,1.0,1.2,2.2,14.7,1.1,2.3,5.1,37.1,3.4,2.0,8.9,24.0,0.8,1.3,4.4,39.4,40800.0
772,2821.0,5275.0,2645.0,2635.0,990.0,715.0,1085.0,1460.0,1030.0,90.0,0.0,0.0,2030.0,565.0,670.0,70.0,725.0,2.5,255.0,426.0,31.7,28.7,1.1,1.4,1.8,4.0,1.1,2.3,2.7,5.4,4.7,1.1,6.0,17.0,1.0,2.3,2.7,7.7,42000.0
773,2825.0,1740.0,845.0,895.0,395.0,245.0,330.0,465.0,305.0,90.0,0.0,0.0,605.0,120.0,230.0,20.0,230.0,2.9,45.0,125.0,21.1,38.1,6.0,0.0,0.0,0.1,6.0,0.0,0.0,0.1,6.3,0.1,2.4,30.0,4.2,0.0,0.1,0.9,39500.0
774,2831.0,2610.0,1300.0,1310.0,460.0,345.0,585.0,755.0,465.0,90.0,0.0,10.0,1080.0,340.0,320.0,70.0,350.0,2.4,150.0,972.0,32.9,23.2,3.6,0.0,1.1,13.6,0.6,0.9,2.3,20.7,4.6,1.8,6.1,22.3,3.1,0.0,2.7,33.5,36000.0
775,2841.0,8555.0,4300.0,4255.0,1465.0,1110.0,1840.0,2650.0,1490.0,80.0,10.0,10.0,3495.0,940.0,1105.0,290.0,1140.0,2.4,550.0,1060.0,31.64874503870046,26.067467058204087,1.5283177629238782,2.8812512907599617,12.640803833262078,28.754551910274593,1.1201672672475742,3.712162264154069,18.416089031648266,41.586191162437494,3.0810263313394533,3.7574904550905264,23.88792768327234,70.40977931771698,1.0244708004305254,4.4253507857413386,20.01938972015939,44.38595299619344,35200.0
776,2851.0,4320.0,2165.0,2155.0,640.0,525.0,820.0,1295.0,1035.0,90.0,0.0,0.0,1830.0,550.0,605.0,105.0,560.0,2.3,175.0,491.0,31.3,25.2,0.8,0.8,3.1,14.6,0.6,1.6,3.0,18.9,4.7,1.5,7.1,73.7,0.6,3.0,5.9,32.6,50200.0
777,2855.0,630.0,335.0,290.0,110.0,85.0,135.0,175.0,125.0,90.0,0.0,0.0,245.0,75.0,85.0,10.0,75.0,2.5,40.0,56.0,31.9,27.9,0.7,2.3,3.6,6.7,0.7,1.6,3.4,10.2,0.8,1.2,7.6,19.1,0.7,3.1,5.6,14.2,49500.0
778,2861.0,6885.0,3395.0,3490.0,1165.0,880.0,1425.0,1885.0,1530.0,90.0,0.0,10.0,2830.0,790.0,1000.0,165.0,855.0,2.4,350.0,639.0,32.1,33.8,1.1,0.6,2.0,8.3,3.3,0.0,1.2,7.8,4.0,1.1,4.2,17.4,1.0,0.5,2.2,9.9,33300.0
779,2865.0,1700.0,835.0,865.0,275.0,180.0,420.0,525.0,295.0,90.0,10.0,0.0,765.0,230.0,265.0,50.0,215.0,2.2,90.0,428.0,33.1,25.3,1.0,0.7,1.3,4.0,0.9,1.3,2.2,5.3,1.2,1.1,2.8,17.3,0.7,2.4,5.0,9.7,28100.0
780,2871.0,12115.0,5965.0,6150.0,1935.0,1585.0,2635.0,3335.0,2625.0,80.0,10.0,10.0,5405.0,1935.0,1675.0,335.0,1445.0,2.2,810.0,1191.0,36.4,20.6,0.4,1.0,1.0,10.5,0.4,1.0,2.0,12.0,3.8,2.0,2.0,14.9,0.4,1.0,2.7,16.0,37900.0
781,2872.0,815.0,415.0,400.0,230.0,75.0,385.0,105.0,20.0,90.0,0.0,10.0,290.0,45.0,95.0,15.0,135.0,2.8,25.0,540.0,37.6,20.9,0.7,3.4,8.7,11.4,0.6,4.1,9.0,11.1,1.2,1.0,2.9,16.9,0.8,3.6,10.0,13.5,27700.0
782,2901.0,9580.0,4740.0,4840.0,1445.0,1390.0,1845.0,3395.0,1505.0,70.0,10.0,20.0,3800.0,870.0,1170.0,295.0,1450.0,2.5,460.0,1932.0,13.5,31.9,1.3,0.0,8.0,10.4,1.5,0.0,9.0,10.0,1.9,1.0,2.0,16.5,1.4,0.0,9.0,11.0,29100.0
783,2902.0,8230.0,3990.0,4240.0,1255.0,940.0,2015.0,2025.0,1995.0,70.0,10.0,20.0,3985.0,1660.0,1145.0,370.0,780.0,2.0,605.0,2517.0,20.6,37.8,1.1,0.6,3.9,15.6,0.5,2.0,20.0,59.0,3.4,1.5,58.9,86.1,0.8,1.2,17.1,62.4,32500.0
784,2903.0,8760.0,4025.0,4730.0,1540.0,900.0,2185.0,2040.0,2090.0,60.0,10.0,30.0,4265.0,1860.0,1000.0,615.0,755.0,2.0,885.0,2790.0,39.9,15.5,1.3,0.3,5.2,15.0,0.6,3.3,24.5,72.4,4.4,2.6,49.8,83.6,0.6,4.3,25.2,71.0,36000.0
785,2904.0,7980.0,3890.0,4090.0,1220.0,770.0,1765.0,2285.0,1945.0,70.0,10.0,10.0,3785.0,1445.0,1110.0,280.0,945.0,2.1,565.0,2330.0,53.2,10.8,0.7,1.1,5.6,15.2,0.5,5.5,20.8,66.9,4.1,1.9,36.3,81.8,0.6,6.5,23.6,68.0,51400.0
786,2905.0,6530.0,3070.0,3460.0,1185.0,670.0,1615.0,1635.0,1430.0,50.0,20.0,30.0,3150.0,1260.0,775.0,525.0,575.0,2.1,775.0,2276.0,36.2,23.3,1.1,1.0,5.0,7.8,1.1,0.5,11.4,32.7,5.6,0.1,8.8,79.7,0.9,1.9,20.1,33.6,50300.0
787,2906.0,5625.0,2575.0,3045.0,920.0,705.0,1210.0,1560.0,1235.0,70.0,10.0,30.0,2635.0,1045.0,685.0,365.0,525.0,2.1,610.0,2308.0,54.5,9.6,0.4,2.8,5.0,9.2,0.5,1.4,12.3,39.3,5.3,0.0,10.5,81.8,0.5,3.5,19.7,39.0,37600.0
788,2907.0,13985.0,6960.0,7025.0,2150.0,1525.0,3860.0,4175.0,2275.0,60.0,10.0,30.0,6805.0,2750.0,1725.0,800.0,1485.0,2.0,1420.0,2169.0,51.0,14.7,1.8,0.0,5.2,22.9,0.4,2.8,44.8,89.8,3.0,4.0,53.9,87.7,1.1,1.0,36.9,90.6,49200.0
789,2908.0,3115.0,1530.0,1585.0,395.0,280.0,760.0,1025.0,655.0,70.0,10.0,20.0,1500.0,550.0,480.0,105.0,360.0,2.1,240.0,1961.0,42.8,14.2,2.3,0.0,4.2,16.4,0.6,2.1,29.2,64.9,2.5,3.4,28.8,86.5,0.7,1.2,24.2,71.1,44200.0
790,2909.0,2990.0,1485.0,1505.0,770.0,320.0,835.0,825.0,245.0,40.0,10.0,50.0,1045.0,245.0,190.0,85.0,520.0,2.8,165.0,1325.0,37.3,18.2,2.1,0.0,4.4,16.9,0.9,1.0,29.4,62.7,2.6,4.0,21.6,87.5,0.7,1.4,22.8,65.1,45300.0
791,2911.0,6390.0,3150.0,3240.0,1100.0,860.0,1345.0,2195.0,890.0,90.0,10.0,10.0,2545.0,620.0,760.0,190.0,965.0,2.5,350.0,1266.0,24.0,43.5,1.8,0.0,3.6,33.7,0.9,0.9,16.3,84.0,2.3,4.3,61.2,92.3,1.0,0.4,11.6,102.8,32800.0
792,2912.0,6700.0,3235.0,3470.0,1110.0,850.0,1360.0,1880.0,1505.0,80.0,10.0,10.0,2865.0,910.0,845.0,290.0,810.0,2.3,485.0,1777.0,25.4,39.7,1.2,0.4,3.8,8.5,1.4,0.3,5.5,19.4,2.9,1.0,6.4,81.2,1.0,1.0,9.4,28.9,35100.0
793,2913.0,540.0,275.0,265.0,80.0,85.0,100.0,170.0,100.0,90.0,0.0,0.0,195.0,35.0,65.0,10.0,85.0,2.7,20.0,651.0,36.7,24.9,0.9,0.6,3.2,9.2,0.5,1.9,5.2,40.0,2.2,2.1,5.3,83.7,0.7,3.4,10.4,35.4,39100.0
794,2914.0,7930.0,3950.0,3980.0,1400.0,780.0,1890.0,2320.0,1545.0,80.0,10.0,10.0,3410.0,1025.0,1065.0,230.0,1090.0,2.3,415.0,1644.0,25.1,38.2,2.0,0.1,2.0,7.9,2.0,0.2,5.0,20.4,2.3,1.3,6.4,80.7,2.0,0.6,7.7,26.3,41400.0
795,2921.0,2305.0,1235.0,1070.0,430.0,305.0,605.0,675.0,290.0,90.0,0.0,10.0,835.0,195.0,255.0,35.0,340.0,2.6,85.0,1440.0,26.8,27.6,1.0,0.5,3.0,7.5,0.8,1.1,4.5,21.0,1.0,1.2,6.4,83.1,0.8,2.8,8.4,23.8,46400.0
796,2922.0,7015.0,3305.0,3705.0,1160.0,880.0,1455.0,1670.0,1850.0,90.0,10.0,10.0,3155.0,1215.0,965.0,240.0,725.0,2.2,430.0,2410.0,21.9,29.4,1.0,0.5,2.9,8.9,0.5,2.6,12.3,34.1,6.1,0.1,16.9,82.5,1.0,1.9,18.0,41.2,37100.0
797,2923.0,6190.0,2955.0,3235.0,1145.0,750.0,1315.0,1565.0,1415.0,80.0,10.0,10.0,2665.0,835.0,805.0,280.0,735.0,2.3,425.0,2073.0,43.0,15.8,1.1,0.4,2.4,8.0,0.5,3.7,12.0,32.7,6.6,0.0,14.0,80.3,0.5,5.0,17.7,40.8,41700.0
798,2924.0,4170.0,2020.0,2145.0,610.0,425.0,735.0,1165.0,1230.0,90.0,10.0,10.0,1770.0,550.0,610.0,100.0,505.0,2.2,270.0,1920.0,40.0,17.3,2.2,0.0,2.1,8.5,0.8,1.2,11.7,30.9,6.1,0.0,13.5,82.7,0.4,4.6,19.2,39.6,38500.0
799,2925.0,7015.0,3390.0,3625.0,1230.0,855.0,1345.0,1910.0,1670.0,80.0,10.0,10.0,2845.0,680.0,950.0,260.0,950.0,2.5,340.0,1681.0,35.2,24.0,2.4,0.0,1.1,4.0,0.6,1.8,9.2,17.9,7.7,0.0,6.8,79.5,0.6,2.8,17.8,27.4,34500.0
800,2926.0,2690.0,1275.0,1415.0,485.0,320.0,505.0,800.0,580.0,80.0,10.0,10.0,1085.0,265.0,380.0,70.0,365.0,2.5,110.0,1520.0,29.5,25.3,3.0,0.0,0.5,3.7,0.8,1.2,6.5,15.2,7.3,0.0,6.3,78.5,0.8,2.2,14.8,24.3,53600.0
801,2931.0,6550.0,3210.0,3340.0,940.0,810.0,1450.0,1950.0,1400.0,90.0,10.0,10.0,2945.0,970.0,910.0,210.0,845.0,2.2,380.0,873.0,25.4,35.3,2.7,0.0,1.5,7.5,0.9,0.6,9.6,26.5,5.9,0.0,9.3,83.2,0.8,2.7,17.1,34.1,35600.0
802,2935.0,5760.0,2880.0,2880.0,1090.0,730.0,1275.0,1535.0,1130.0,90.0,0.0,0.0,2260.0,560.0,795.0,100.0,800.0,2.5,185.0,479.0,35.9,20.5,0.7,1.4,4.0,10.3,0.8,1.5,3.1,16.9,2.4,1.9,5.3,84.3,0.9,0.6,2.8,23.4,48900.0
803,2941.0,7655.0,3800.0,3855.0,1100.0,920.0,1625.0,2300.0,1715.0,90.0,10.0,0.0,3305.0,1015.0,1125.0,185.0,970.0,2.3,405.0,954.0,28.3,26.7,1.5,0.6,0.8,1.2,1.2,1.3,1.8,5.8,7.2,0.0,2.3,71.9,1.5,1.7,2.8,12.3,38400.0
804,2951.0,10460.0,5005.0,5450.0,2010.0,1180.0,2205.0,2485.0,2580.0,90.0,10.0,10.0,4350.0,1380.0,1385.0,295.0,1280.0,2.4,630.0,1813.0,34.4,23.7,0.7,2.7,3.9,5.0,0.9,2.7,3.9,5.4,1.1,1.0,3.1,67.3,0.9,2.0,3.4,4.8,42900.0
805,2952.0,980.0,480.0,500.0,215.0,160.0,220.0,280.0,105.0,90.0,0.0,0.0,330.0,65.0,85.0,10.0,170.0,3.0,35.0,819.0,40.8,17.6,0.7,2.3,6.0,10.6,0.4,4.3,11.4,19.6,1.0,3.0,4.8,73.6,0.6,4.7,9.1,20.4,42700.0
806,2953.0,5960.0,3015.0,2945.0,1215.0,725.0,1595.0,1540.0,890.0,80.0,10.0,10.0,2475.0,810.0,665.0,215.0,775.0,2.4,500.0,1198.0,19.4,45.4,0.8,1.8,6.1,10.8,0.5,2.3,12.1,25.9,0.9,3.0,6.3,76.9,0.8,3.4,9.2,31.2,42100.0
807,2954.0,2670.0,1350.0,1315.0,445.0,405.0,515.0,910.0,390.0,90.0,10.0,0.0,1010.0,185.0,345.0,65.0,410.0,2.6,135.0,1637.0,39.9,19.8,0.5,1.5,7.4,10.5,0.6,2.2,9.6,16.1,1.5,2.0,4.3,77.8,0.5,1.7,9.5,14.7,35300.0
808,2957.0,8440.0,4305.0,4135.0,1750.0,1340.0,1765.0,2085.0,1495.0,90.0,0.0,0.0,3060.0,765.0,935.0,165.0,1185.0,2.7,380.0,824.0,19.9,35.6,0.9,0.8,6.0,10.6,0.7,2.4,10.5,16.5,1.7,2.0,4.8,74.1,0.8,1.3,9.0,16.4,41600.0
809,2959.0,2460.0,1245.0,1215.0,420.0,425.0,450.0,700.0,465.0,100.0,0.0,0.0,905.0,215.0,300.0,40.0,340.0,2.7,75.0,240.0,33.5,22.1,3.6,0.0,0.5,5.5,0.5,1.4,3.3,10.7,4.5,1.2,3.9,69.5,1.0,1.7,4.3,9.8,39575.91161070122
810,2961.0,820.0,420.0,400.0,160.0,105.0,205.0,250.0,100.0,90.0,10.0,0.0,340.0,110.0,100.0,10.0,120.0,2.4,30.0,604.0,28.8,31.0,1.0,0.7,1.1,1.6,0.9,0.8,1.2,3.3,6.2,0.2,2.8,22.7,1.1,0.5,1.6,3.5,46300.0
811,2964.0,4260.0,2145.0,2115.0,885.0,475.0,1100.0,1030.0,775.0,90.0,0.0,0.0,1665.0,445.0,515.0,100.0,600.0,2.5,165.0,479.0,23.6,23.9,0.4,2.5,5.1,10.0,0.8,1.4,3.9,14.3,1.0,2.0,4.0,80.0,0.6,1.1,5.0,17.1,43500.0
812,2965.0,1400.0,685.0,715.0,180.0,155.0,300.0,385.0,380.0,90.0,0.0,0.0,655.0,245.0,220.0,30.0,155.0,2.1,55.0,407.0,27.9,25.6,1.2,0.5,1.7,9.8,0.9,1.4,2.3,10.5,4.1,1.0,2.0,17.3,0.9,1.8,3.6,15.9,48100.0
813,2967.0,1670.0,865.0,805.0,320.0,230.0,380.0,505.0,235.0,90.0,0.0,10.0,630.0,155.0,195.0,40.0,245.0,2.6,90.0,306.0,38.9,17.5,1.7,0.0,7.6,10.0,2.3,0.0,6.7,11.0,2.5,1.0,2.0,16.8,0.6,1.8,10.0,15.0,44200.0
814,2968.0,110.0,55.0,50.0,20.0,20.0,25.0,40.0,10.0,100.0,0.07683403308219283,0.0,40.0,10.0,10.0,0.0,20.0,2.9,0.0,50.0,30.7,26.0,2.3,0.0,4.7,8.3,2.8,0.0,4.1,9.6,3.3,0.9,2.0,15.0,1.2,1.3,6.8,11.9,50400.0
815,2969.0,2230.0,1115.0,1115.0,430.0,385.0,465.0,630.0,315.0,100.0,0.0,0.0,780.0,170.0,245.0,25.0,340.0,2.9,80.0,231.0,24.16104695612021,31.09882582881205,3.5,0.0,0.0,10.0,4.1,0.0,0.0,8.2,4.3,1.0,2.1,16.0,2.2,0.0,2.0,11.0,47600.0
