pc4,INWONER_HH,P_MAN,P_VROUW,P_INW_014,P_INW_1524,P_INW_2544,P_INW_4564,P_INW_65PL,AV1_FOOD,AV3_FOOD,AV5_FOOD,OAD,P_NL_ACHTG,P_WE_MIG_A,P_NW_MIG_A,GEM_HH_GR,UITKMINAOW_HH,P_LINK_HH,P_HINK_HH,log_median_inc
1685.0,2.5277777777777777,0.5222222222222223,0.4777777777777778,0.17582417582417584,0.13186813186813187,0.1978021978021978,0.3296703296703297,0.16483516483516486,0.0,3.6,36.0,493.99999999999994,90.0,10.0,0.0,2.5,0.1111111111111111,29.7,30.8,10.72546760493904
1686.0,3.0,0.5,0.5,0.16666666666666666,0.16666666666666669,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,6.2,57.0,390.0,90.0,0.0,10.0,2.9,0.12707919476759874,33.12333333333333,23.40666666666667,10.503882603204321
1687.0,2.640591966173361,0.5164131305044035,0.4835868694955965,0.17614091273018415,0.12409927942353885,0.22177742193755007,0.28582866293034426,0.1921537229783827,2.7,6.1,22.7,584.0,90.0,0.0,0.0,2.5,0.2219873150105708,24.2,30.6,10.510532034042662
1688.0,2.5706806282722514,0.5112016293279023,0.4887983706720978,0.17311608961303462,0.13034623217922606,0.20773930753564157,0.2769857433808554,0.2118126272912424,2.6,6.7,20.0,281.0,90.0,10.0,0.0,2.5,0.17801047120418848,31.4,22.6,10.581521095286023
1689.0,2.3652777777777776,0.5033773861967694,0.4966226138032305,0.21080446271285966,0.10334703464474457,0.3112155020551967,0.2354668232530828,0.13916617733411624,2.3,25.9,119.8,1281.0,80.0,10.0,10.0,2.4,0.19375,34.5,19.0,10.680516217076775
1691.0,2.4716981132075477,0.5267175572519084,0.4732824427480916,0.16666666666666666,0.09848484848484848,0.1893939393939394,0.3030303030303031,0.2424242424242425,2.2,3.5,14.9,66.0,90.0,10.0,0.0,2.5,0.1509433962264151,23.5,31.3,10.604106747934773
1692.0,3.0,0.5,0.5,0.17975307453969108,0.13123472359864113,0.20082694452775035,0.30866289241110884,0.17952236492280862,1.1,4.9,19.2,22.0,90.0,4.999999999999999,0.0,2.6,0.12025311438172881,31.16666666666667,27.22,10.542706391070515
1693.0,2.3761061946902653,0.5083798882681564,0.4916201117318436,0.1601489757914339,0.12042209807572934,0.22036002482929856,0.3022967101179391,0.19677219118559897,4.300000000000002,14.2,29.100000000000005,589.0,90.0,10.0,0.0,2.3,0.16814159292035402,36.5,21.9,10.468801361586188
1695.0,2.2201591511936343,0.4910394265232975,0.5089605734767025,0.13500597371565112,0.0991636798088411,0.16845878136200718,0.2747909199522103,0.3225806451612903,2.5,25.400000000000002,151.2,1641.0,90.0,10.0,0.0,2.2,0.12997347480106097,30.5,23.0,10.42821608147111
1696.0,2.4715447154471546,0.5164473684210527,0.4835526315789474,0.1513157894736842,0.12828947368421054,0.22697368421052644,0.32894736842105265,0.16447368421052633,1.4,8.4,31.899999999999995,284.0,90.0,10.0,0.0,2.5,0.1382113821138211,27.3,31.2,10.698739956033226
1697.0,2.24,0.5119047619047619,0.4880952380952381,0.11309523809523811,0.11309523809523808,0.16071428571428573,0.32142857142857145,0.2916666666666667,0.0,0.6000000000000001,43.6,141.0,90.0,10.0,0.0,2.2,0.09333333333333335,26.3,23.1,10.691944912900398
1701.0,2.4327323162274617,0.5022805017103763,0.4977194982896237,0.1551625784369652,0.11580148317170563,0.22019395322304625,0.2509982886480319,0.257843696520251,10.4,44.2,70.4,1412.0,80.0,10.0,10.0,2.3,0.1955617198335645,30.4,17.2,10.803648902480399
1702.0,2.323809523809524,0.4912177985948478,0.5087822014051522,0.152989449003517,0.12426729191090269,0.1899179366940211,0.2637749120750293,0.2690504103165299,9.2,56.8,78.0,1947.0,80.0,10.0,10.0,2.3,0.22040816326530613,36.3,15.2,10.60658506394924
1703.0,2.157849829351536,0.5094861660079051,0.4905138339920949,0.14551206010280746,0.11071569790430999,0.2526690391459075,0.2791617240015817,0.21194147884539344,7.8,53.2,81.9,2163.0,80.0,10.0,10.0,2.1,0.2363481228668942,40.8,13.999999999999998,10.657259354912508
1704.0,2.5885093167701863,0.5144057623049221,0.485594237695078,0.1799640071985603,0.1349730053989202,0.26514697060587883,0.2837432513497301,0.13617276544691062,1.0,25.300000000000004,69.5,902.0000000000001,80.0,10.0,10.0,2.5,0.15062111801242234,26.5,28.4,10.586584397242571
1705.0,2.606106870229008,0.505858230814294,0.4941417691857059,0.2305213825424721,0.12360867018160515,0.2885178676039836,0.27035735207967193,0.08699472759226712,1.0,23.0,71.1,1746.9999999999998,80.0,10.0,10.0,2.6,0.19236641221374048,25.7,26.6,10.563594879017872
1706.0,2.989130434782609,0.5109489051094891,0.48905109489051096,0.2945454545454545,0.08363636363636362,0.4109090909090909,0.15636363636363634,0.054545454545454536,0.0,26.0,59.99999999999999,613.0,80.0,10.0,10.0,2.9,0.14130434782608695,12.1,28.5,10.576432025778553
1711.0,2.340579710144928,0.5339506172839507,0.4660493827160494,0.1609907120743034,0.0959752321981424,0.21671826625386997,0.3250773993808049,0.20123839009287925,0.8,3.8000000000000003,15.8,209.00000000000003,90.0,10.0,0.0,2.3,0.13768115942028986,29.8,26.799999999999997,10.59162219127253
1713.0,2.5084745762711864,0.4953508030431107,0.5046491969568893,0.1729957805907173,0.13164556962025314,0.21940928270042198,0.2818565400843882,0.19409282700421943,2.8,5.8,21.1,615.0,90.0,0.0,0.0,2.5,0.1504237288135593,28.1,25.7,10.689669599063263
1715.0,2.3651685393258433,0.5071258907363421,0.4928741092636579,0.166270783847981,0.1330166270783848,0.24109263657957247,0.2470308788598575,0.21258907363420426,2.6,9.6,16.1,594.0,90.0,10.0,0.0,2.3,0.09550561797752807,31.3,24.1,10.647803019670473
1716.0,2.363636363636364,0.5090497737556561,0.4909502262443439,0.14285714285714285,0.1360544217687075,0.19501133786848074,0.32653061224489793,0.19954648526077096,2.0,9.3,16.7,664.0,90.0,0.0,0.0,2.4,0.18181818181818185,31.5,21.9,10.494048144320972
1718.0,2.383928571428572,0.5056179775280899,0.4943820224719101,0.15730337078651685,0.11610486891385766,0.22971285892634213,0.27965043695380776,0.21722846441947566,2.9999999999999996,7.800000000000001,14.400000000000002,477.0,90.0,10.0,0.0,2.4,0.15178571428571427,31.9,23.1,10.623763400484325
1719.0,2.41025641025641,0.5106382978723404,0.4893617021276596,0.14736842105263154,0.11578947368421053,0.16842105263157894,0.3263157894736842,0.24210526315789474,0.7,2.3,13.5,50.0,90.0,10.0,0.0,2.4,0.1794871794871795,33.2,31.2,10.596634733096073
1721.0,2.5163934426229506,0.495928338762215,0.504071661237785,0.18322475570032573,0.12296416938110746,0.23452768729641693,0.2695439739413681,0.1897394136807818,5.5,33.800000000000004,88.7,816.0,90.0,10.0,10.0,2.5,0.13524590163934427,27.4,28.9,10.545341438708524
1722.0,2.377470355731225,0.4970906068162926,0.5029093931837074,0.15627597672485452,0.12136325852036575,0.19783873649210307,0.2917705735660848,0.23275145469659184,5.5,28.0,60.50000000000001,1101.0,90.0,10.0,10.0,2.4,0.16798418972332016,27.3,25.7,10.596634733096073
1723.0,2.248496993987976,0.4915254237288136,0.5084745762711864,0.1641391614629795,0.10704727921498661,0.2426404995539697,0.2711864406779661,0.2149866190900981,11.7,23.2,42.8,1147.0,90.0,10.0,10.0,2.2,0.16032064128256512,36.2,18.5,10.809727948556784
1724.0,2.380664652567976,0.5126903553299492,0.4873096446700508,0.14993646759847526,0.14104193138500637,0.2096569250317662,0.3456162642947904,0.15374841168996187,2.4,17.9,38.1,536.0,90.0,10.0,0.0,2.4,0.18126888217522655,29.5,24.2,10.566175525611364
1731.0,2.4654545454545453,0.5058997050147492,0.4941002949852507,0.20029455081001474,0.11782032400589099,0.2533136966126657,0.2798232695139912,0.1487481590574374,2.1,9.5,14.3,438.0,90.0,10.0,0.0,2.5,0.14545454545454545,30.4,22.9,10.77268667687643
1732.0,2.380952380952381,0.5266666666666666,0.4733333333333333,0.14666666666666667,0.11333333333333331,0.20666666666666667,0.3333333333333333,0.2,0.7,3.0,13.900000000000002,73.0,90.0,10.0,0.0,2.4,0.12698412698412698,30.3,23.5,10.633448706218788
1733.0,2.4244604316546763,0.5022288261515602,0.4977711738484398,0.14836795252225518,0.1261127596439169,0.19287833827893167,0.3100890207715133,0.2225519287833828,3.2,10.3,15.3,383.99999999999994,90.0,10.0,0.0,2.4,0.15467625899280574,31.2,25.5,10.425253116340453
1734.0,2.6451612903225805,0.5243902439024389,0.47560975609756106,0.12345679012345676,0.13580246913580246,0.14814814814814814,0.3456790123456789,0.24691358024691362,0.4,4.1,17.3,47.0,100.0,0.0,0.0,2.7,0.0967741935483871,18.3,42.5,10.547969561114792
1735.0,2.3841807909604515,0.514218009478673,0.48578199052132703,0.16824644549763032,0.12559241706161134,0.2014218009478673,0.3009478672985782,0.2037914691943128,1.7000000000000002,3.3,13.900000000000002,232.0,90.0,10.0,0.0,2.4,0.11299435028248589,32.7,22.6,10.661954199216716
1736.0,2.6,0.5128205128205128,0.4871794871794872,0.1518987341772152,0.1518987341772152,0.16455696202531644,0.35443037974683544,0.17721518987341775,0.0,2.8000000000000003,11.0,152.0,100.0,0.0,0.0,2.6,0.06666666666666668,23.6,34.0,10.542706391070515
1738.0,2.4600938967136154,0.5123809523809524,0.4876190476190476,0.15458015267175573,0.15267175572519084,0.19083969465648856,0.30534351145038174,0.1965648854961832,0.8,2.7,22.1,287.0,90.0,10.0,0.0,2.4,0.1267605633802817,30.5,28.4,10.571316925111784
1741.0,2.144453998280309,0.4809466506217409,0.5190533493782591,0.15276663993584602,0.09582999198075379,0.21130713712910987,0.25220529270248604,0.28789093825180434,22.3,51.8,56.199999999999996,1585.9999999999998,90.0,10.0,10.0,2.1,0.15133276010318142,40.8,17.4,10.626193535337617
1742.0,2.2389078498293515,0.5,0.5,0.14797864225781845,0.12051868802440885,0.20137299771167047,0.3043478260869565,0.2257818459191457,4.7,51.50000000000001,57.40000000000001,982.0,90.0,10.0,10.0,2.2,0.1757679180887372,32.9,19.3,10.668955394675699
1744.0,2.3170731707317067,0.5263157894736842,0.4736842105263158,0.14210526315789473,0.11842105263157895,0.16052631578947368,0.33421052631578946,0.2447368421052632,0.7,5.2,32.2,126.99999999999999,90.0,10.0,0.0,2.3,0.12195121951219512,27.4,26.5,10.705489138008156
1746.0,2.3034482758620687,0.5149700598802395,0.4850299401197605,0.15223880597014924,0.1164179104477612,0.191044776119403,0.29253731343283584,0.24776119402985075,2.7,8.899999999999997,24.7,301.0,90.0,10.0,0.0,2.3,0.14482758620689656,32.6,22.6,10.398183794372237
1747.0,2.457792207792208,0.5099075297225891,0.4900924702774108,0.17305151915455744,0.13077939233817698,0.21003963011889037,0.30250990752972257,0.18361955085865259,3.5,17.6,25.9,406.99999999999994,90.0,10.0,0.0,2.4,0.19805194805194806,35.8,26.5,10.537415373436104
1749.0,2.4206349206349205,0.505332239540607,0.4946677604593929,0.15901639344262294,0.12868852459016394,0.1901639344262295,0.3106557377049181,0.2114754098360656,5.6,13.8,26.70000000000001,513.0,90.0,10.0,0.0,2.4,0.1488095238095238,28.7,28.5,10.526748605631909
1751.0,2.447058823529412,0.5048076923076923,0.4951923076923077,0.15180722891566265,0.13253012048192772,0.19518072289156627,0.3132530120481928,0.2072289156626506,2.4000000000000004,7.2,51.8,175.0,90.0,10.0,0.0,2.4,0.1352941176470588,25.8,30.0,10.524064040261237
