pc4,INWONER_HH,P_MAN,P_VROUW,P_INW_014,P_INW_1524,P_INW_2544,P_INW_4564,P_INW_65PL,AV1_FOOD,AV3_FOOD,AV5_FOOD,OAD,P_NL_ACHTG,P_WE_MIG_A,P_NW_MIG_A,GEM_HH_GR,UITKMINAOW_HH,P_LINK_HH,P_HINK_HH,log_median_inc
1022.0,2.2401433691756267,0.5056,0.4944,0.2352,0.0832,0.3936,0.2224,0.0656,9.7,85.3,588.0,2419.0,50.0,20.0,30.0,2.2,0.1720430107526882,40.0,23.8,10.46310334047155
1023.0,2.015086206896552,0.4716577540106952,0.5283422459893048,0.1688034188034188,0.0876068376068376,0.21794871794871795,0.3119658119658121,0.21367521367521367,11.1,76.2,160.1,2553.0,80.0,10.0,10.0,2.0,0.22198275862068967,53.2,16.2,10.236381967809457
1024.0,2.2404418011894647,0.4891922639362912,0.5108077360637088,0.21577550246492228,0.1342434584755404,0.30716723549488056,0.2256351915054987,0.11717861205915814,10.2,47.40000000000001,128.4,2593.0,30.0,10.0,60.0,2.2,0.27102803738317754,53.5,9.6,10.236381967809457
1025.0,1.9484076433121016,0.4847989539065054,0.5152010460934946,0.1542483660130719,0.13627450980392156,0.2640522875816993,0.2437908496732026,0.20163398692810452,13.8,91.90000000000002,297.4,2750.0,50.0,10.0,40.0,1.9,0.22738853503184714,55.1,11.699999999999998,10.181119289134408
1026.0,2.5853658536585367,0.5283018867924528,0.4716981132075472,0.19047619047619047,0.11428571428571427,0.18095238095238086,0.3428571428571429,0.17142857142857143,0.0,2.3,36.5,97.0,90.0,10.0,0.0,2.5,0.14634146341463414,17.1,45.7,10.898589464834574
1027.0,2.3255813953488373,0.53,0.47,0.15,0.10999999999999999,0.21000000000000002,0.2899999999999999,0.24,0.0,19.3,63.6,177.0,90.0,10.0,0.0,2.3,0.16279069767441862,32.3,34.4,10.616437360392252
1028.0,2.4489795918367347,0.5041322314049587,0.4958677685950413,0.17355371900826447,0.10743801652892562,0.1487603305785124,0.3471074380165289,0.2231404958677686,0.3,1.2,13.0,40.0,90.0,10.0,0.0,2.4,0.061224489795918366,20.0,42.5,10.874266469694351
1031.0,1.9262048192771084,0.5011727912431587,0.4988272087568413,0.1705790297339593,0.10250391236306727,0.37245696400625977,0.25821596244131456,0.09624413145539906,37.3,124.0,1294.3,3065.9999999999995,40.0,10.0,40.0,1.9,0.3042168674698795,59.8,13.5,10.094107912144779
1032.0,1.9689655172413796,0.5043782837127846,0.4956217162872154,0.17513134851138354,0.0893169877408056,0.30998248686514884,0.2819614711033275,0.1436077057793345,30.8,128.39999999999998,1092.4,2766.0,60.0,10.0,30.0,2.0,0.2913793103448276,59.6,9.6,10.134599273499514
1033.0,1.81970802919708,0.4869634977938227,0.5130365022061772,0.12876052948255115,0.14881668672282392,0.29843561973525873,0.2567188126754914,0.16726835138387486,6.800000000000003,46.4,210.8,2039.0,60.0,10.0,30.0,1.8000000000000003,0.23941605839416055,56.7,9.5,10.138559674715614
