,pc4,AANTAL_HH,P_MAN,P_VROUW,P_INW_014,P_INW_1524,P_INW_2544,P_INW_4564,AFS_TREINS,AFS_TRNOVS,AFS_OPRIT,P_INW_65PL,AV1_FOOD,AV3_FOOD,AV5_FOOD,OAD,P_NL_ACHTG,P_WE_MIG_A,P_NW_MIG_A,GEM_HH_GR,P_UITKMINAOW,P_LINK_HH,P_HINK_HH,log_median_inc
20,1034,6590.0,48.973305954825456,51.02669404517454,19.13073237508556,12.594113620807665,27.686516084873368,24.70910335386721,5.7,5.7,1.8,15.879534565366187,3.3,80.6,313.0,2426.0,40.0,10.0,50.0,2.2,13.552361396303903,55.1,11.2,10.207289006867793
21,1035,4600.0,48.10426540284361,51.8957345971564,18.49217638691323,12.328117591275484,24.08724513987672,29.445234708392604,7.0,7.0,1.1,15.647226173541965,4.4,48.90000000000001,131.7,1983.0,60.0,10.0,30.0,2.3,10.09478672985782,41.5,21.8,10.44581184336149
22,1036,760.0,49.89106753812636,50.108932461873636,30.71895424836601,11.328976034858387,34.20479302832244,21.35076252723312,5.9,5.9,2.5,2.3965141612200442,0.8,59.3,241.8,2438.0,50.0,10.0,40.0,3.0,6.318082788671024,23.1,36.7,10.829728615263452
23,1037,70.0,55.172413793103445,44.827586206896555,14.285714285714285,7.142857142857142,10.714285714285714,46.42857142857143,5.2,5.2,0.9,21.428571428571427,1.1,20.4,171.9,324.0,80.0,10.0,10.0,2.1,10.344827586206897,,,
24,1041,,,,,,,,3.0,3.0,2.0,,2.9000000000000004,54.3,210.7,100.0,,,,,,,,
25,1042,20.0,50.0,50.0,,,,,2.0,2.0,1.3,,0.0,22.3,400.5,121.0,70.0,,,1.5,33.33333333333333,,,
26,1043,670.0,57.41935483870968,42.58064516129032,,,,,1.1,1.1,0.6,,7.9,148.7,990.8,1912.0,20.0,50.0,30.0,1.1,7.792207792207792,,,
27,1044,,,,,,,,,,,,,,,55.0,,,,,,,,
28,1045,75.0,68.75,31.25,,,,,5.8,5.8,3.5,,0.0,0.9,7.1,49.0,50.0,40.0,10.0,1.1,18.75,,,
29,1046,60.0,75.0,25.0,,,,,3.7,4.4,0.6,,2.2,14.3,100.1,293.0,30.0,20.0,50.0,1.3,12.5,,,
30,1047,15.0,66.66666666666666,33.33333333333333,,,,,3.9,6.5,1.8,,0.30000000000000004,4.5,31.2,87.0,80.0,20.0,,1.7,,,,10.275051108968613
31,1051,7870.0,49.73841554559043,50.26158445440957,11.617482256257004,9.749719835636908,42.136720209189384,27.530818079940232,2.4,2.4,2.2,8.965259618976466,82.0,1709.6,3040.3,8917.0,50.0,20.0,30.0,1.7,11.285500747384155,49.9,16.7,10.232791299678727
32,1052,7435.0,50.26220250100847,49.73779749899153,10.16949152542373,8.353510895883778,43.26069410815174,26.069410815173534,2.2,2.2,2.4,12.146892655367232,215.9,2236.8,3256.8,11494.0,50.0,20.0,20.0,1.6,12.384025816861637,51.6,17.3,10.173514689749187
33,1053,10370.0,49.95419847328244,50.04580152671756,10.16793893129771,9.099236641221374,45.70992366412214,23.511450381679392,2.6,2.8,2.3,11.511450381679387,291.7000000000001,2390.9,3332.8,11565.0,50.0,20.0,20.0,1.6,10.992366412213741,54.9,14.9,10.357742824813725
34,1054,10440.0,49.0122022080186,50.98779779198141,11.356375254138833,9.875108916642462,44.06041243101946,23.81643915190241,2.3,3.3,1.9,10.891664246296834,235.2,1978.8,3369.5,9822.0,60.0,30.0,10.0,1.6,7.1760604299825665,44.4,24.5,10.150347630467651
35,1055,11980.0,48.99809160305344,51.00190839694656,13.454198473282442,12.714694656488549,46.326335877862604,19.274809160305345,2.2,2.2,0.8,8.229961832061068,59.9,826.6,2772.4,6889.0,40.0,20.0,40.0,1.7,11.784351145038167,56.0,9.8,10.21464198117305
36,1056,10615.0,50.827364781427505,49.172635218572495,12.666666666666668,10.938271604938272,46.69135802469136,21.728395061728396,2.9,3.0,1.1,7.975308641975308,117.6,1304.2,3040.8,9926.0,50.0,20.0,40.0,1.7,16.69548036552235,52.6,13.9,10.169690593310783
37,1057,10060.0,49.68625213918996,50.31374786081004,13.120365088419852,12.350256702795209,43.953223046206496,21.62007986309185,2.5,3.5,1.4,8.956075299486594,142.5,1305.9,3139.1000000000013,10678.0,50.0,20.0,30.0,1.7,12.122076440387906,55.2,13.6,10.357742824813725
38,1058,9130.0,47.2458293988039,52.754170601196094,13.6292099464904,9.757632987094745,46.55335221907461,20.459553037456722,1.6,3.5,1.0,9.600251809883538,95.0,949.7,3020.3,8023.0,60.0,20.0,20.0,1.7,7.0821529745042495,43.2,22.7,10.257659366256744
39,1059,3845.0,48.773006134969336,51.22699386503068,11.42638036809816,11.733128834355828,46.62576687116564,21.932515337423315,1.9,3.3,0.8,8.282208588957054,75.69999999999997,537.9,2158.2,5906.0,50.0,20.0,20.0,1.6,10.736196319018404,49.0,18.9,10.714417768752456
40,1060,4010.0,49.85221674876848,50.14778325123152,16.995073891625616,16.00985221674877,22.413793103448278,34.039408866995075,4.0,7.5,2.7,10.541871921182267,4.300000000000002,88.0,193.5,3141.0,40.0,10.0,50.0,2.5,7.48768472906404,29.4,34.2,10.177324218165856
41,1061,7230.0,49.63791968400264,50.36208031599737,18.72942725477288,18.367346938775512,38.21593153390389,17.807768268597762,2.1,3.1,0.7,6.879526003949967,21.2,522.1,2275.5,5635.0,20.0,10.0,60.0,2.1,13.067807768268594,53.9,11.8,10.181119289134408
42,1062,7770.0,50.921930168693606,49.078069831306394,12.244897959183673,19.073783359497646,47.91993720565149,13.89324960753532,1.3,4.2,0.9,6.868131868131869,21.2,467.3,1978.4,5247.0,30.0,20.0,40.0,1.6,9.419152276295135,53.2,14.3,10.118598932153072
43,1063,6135.0,51.75918686473807,48.24081313526192,19.976544175136826,12.627052384675528,33.77638780297107,22.83033620015637,2.4,2.4,0.8,10.789679437060204,24.5,214.4,1146.3000000000004,3773.0,20.0,10.0,60.0,2.1,14.659890539483971,60.3,8.3,10.122623082452801
44,1064,8175.0,50.76425631981187,49.23574368018813,18.5,13.02941176470588,32.11764705882353,23.794117647058822,2.7,3.3,1.3,12.558823529411764,19.9,249.5,1180.1,3903.0,30.0,10.0,60.0,2.1,14.168136390358613,59.5,11.0,10.126631103850338
45,1065,6120.0,48.88797364085668,51.11202635914333,18.03953871499176,15.074135090609555,31.630971993410213,20.716639209225697,1.0,4.8,1.4,14.538714991762768,27.5,353.5,1407.2,4166.0,30.0,20.0,50.0,1.9,11.655683690280066,59.5,9.4,10.494048144320972
46,1066,8360.0,49.32151758515647,50.67848241484353,14.756367663344408,14.590254706533775,26.882613510520493,29.401993355481732,2.6,5.6,1.3,14.3687707641196,7.6,160.7,619.3,2873.0,50.0,20.0,30.0,2.1,8.252561617280533,36.5,25.5,10.236381967809457
47,1067,8435.0,50.289891605747414,49.71010839425258,21.104387291981848,13.061018658598083,32.17347453353505,22.46596066565809,3.4,3.6,1.0,11.195158850226928,9.9,80.80000000000003,386.1,2718.0,30.0,10.0,60.0,2.3,12.25107133854298,52.7,11.5,10.130623125119877
48,1068,8630.0,49.15618287818349,50.84381712181651,15.408225905463475,12.676488643339473,29.46593001841621,23.265807243707794,2.5,5.3,2.8,19.183548189073047,24.8,140.1,557.4000000000002,3697.0,40.0,10.0,50.0,1.9,12.641914697760049,59.2,9.7,10.221941283654663
49,1069,11710.0,49.40034266133638,50.59965733866362,20.03046458492003,13.137852246763138,32.15917745620716,22.124904798172125,3.4,6.4,3.0,12.547600913937549,20.1,103.0,297.2999999999999,3969.0,30.0,10.0,60.0,2.2,11.955073291452505,52.8,12.2,10.689669599063263
50,1071,6855.0,48.99803536345776,51.00196463654224,14.925373134328353,9.701492537313433,30.047132757266304,25.84446190102121,2.6,2.8,2.5,19.4815396700707,161.5,1833.5,3431.8,7772.0,60.0,30.0,10.0,1.8,3.1421838177533385,30.1,40.1,10.184900011974314
51,1072,8915.0,48.99963623135686,51.00036376864314,8.730447435431065,10.949436158603127,48.30847580938523,21.571480538377592,2.0,3.0,1.9,10.440160058202983,322.0,1873.2,3410.4,9985.0,50.0,30.0,20.0,1.5,9.239723535831212,53.3,16.5,10.150347630467651
