pc4,INWONER,INW_014,INW_1524,INW_2544,INW_4564,INW_65PL,P_NL_ACHTG,P_WE_MIG_A,P_NW_MIG_A,GEM_HH_GR,UITKMINAOW,OAD,P_LINK_HH,P_HINK_HH,AV5_CAFE,AV5_CAFTAR,AV5_HOTEL,AV5_RESTAU,median_inc
1349,870.0,170.0,85.0,200.0,345.0,70.0,80.0,10.0,10.0,2.7,40.0,75.0,15.5,48.5,0.0,0.2,0.0,0.0,25100.0
1351,1980.0,285.0,190.0,435.0,625.0,445.0,80.0,10.0,10.0,2.3,130.0,1157.0,19.1,28.1,25.5,64.3,5.0,85.6,31900.0
1352,1665.0,230.0,190.0,365.0,505.0,375.0,80.0,10.0,10.0,2.2,150.0,1541.0,34.1,17.4,25.2,60.5,5.0,78.4,32900.0
1353,4645.0,825.0,465.0,1240.0,1130.0,985.0,60.0,10.0,30.0,2.0,745.0,1562.0,61.5,5.8,15.2,33.2,2.8,55.0,32100.0
1354,2965.0,560.0,370.0,875.0,725.0,435.0,50.0,10.0,40.0,2.1,565.0,1985.0,60.8,6.2,17.6,38.2,3.5,61.8,81600.0
1355,2920.0,555.0,325.0,785.0,690.0,565.0,70.0,10.0,20.0,2.2,340.0,1487.0,44.5,11.5,22.6,50.2,4.3,72.3,54100.0
1356,2725.0,445.0,260.0,615.0,780.0,625.0,70.0,10.0,20.0,2.3,290.0,1072.0,40.4,15.4,11.0,23.8,2.6,40.9,61700.0
1357,3495.0,530.0,315.0,900.0,945.0,805.0,70.0,10.0,10.0,2.0,360.0,1395.0,44.6,13.9,7.8,16.9,1.8,32.9,37700.0
1358,570.0,100.0,80.0,75.0,240.0,70.0,70.0,10.0,20.0,2.8,20.0,126.0,15.8,65.8,5.2,15.7,2.1,27.7,38400.0
1359,1990.0,420.0,225.0,400.0,635.0,305.0,70.0,10.0,10.0,2.6,115.0,628.0,19.1,44.7,14.5,28.8,2.0,51.9,32100.0
1361,1730.0,445.0,135.0,610.0,385.0,160.0,60.0,10.0,30.0,2.4,120.0,730.0,10.0,57.2,0.0,18.2,1.0,15.6,41400.0
1362,,,,,,,,,,,,1003.0,,,,,,,
1363,13630.0,3460.0,1255.0,6195.0,2205.0,515.0,50.0,10.0,40.0,2.3,885.0,1347.0,31.5,20.1,2.5,21.9,1.0,18.9,51100.0
1381,5015.0,735.0,480.0,995.0,1550.0,1250.0,80.0,10.0,10.0,2.1,325.0,1748.0,37.8,27.8,8.7,14.5,2.0,35.3,45300.0
1382,10165.0,1680.0,1010.0,2835.0,2730.0,1915.0,60.0,10.0,20.0,2.0,840.0,1925.0,44.1,18.0,9.0,15.0,1.7,34.8,43700.0
1383,3595.0,555.0,360.0,775.0,1190.0,710.0,80.0,10.0,10.0,2.3,245.0,1160.0,29.4,27.0,8.0,12.7,2.2,30.7,46100.0
1384,565.0,200.0,30.0,245.0,75.0,15.0,80.0,10.0,10.0,3.2,10.0,1797.0,,,8.9,15.0,1.0,33.7,37100.0
1391,7945.0,1610.0,855.0,1515.0,2415.0,1555.0,80.0,10.0,10.0,2.5,335.0,860.0,24.4,42.8,5.6,14.1,4.2,23.5,49200.0
1393,1565.0,285.0,190.0,275.0,510.0,300.0,90.0,10.0,10.0,2.4,60.0,212.0,28.1,35.2,0.4,1.3,0.0,3.0,51200.0
1394,5450.0,900.0,575.0,1030.0,1660.0,1285.0,90.0,10.0,10.0,2.4,305.0,376.0,31.1,32.3,0.4,3.1,0.8,8.5,39700.0
1396,1425.0,250.0,155.0,275.0,455.0,285.0,90.0,10.0,0.0,2.4,60.0,172.0,27.2,36.8,0.9,2.1,2.1,8.9,31800.0
1398,3325.0,560.0,300.0,660.0,1010.0,795.0,80.0,10.0,10.0,2.2,215.0,464.0,36.0,25.2,8.0,18.2,2.0,35.2,30500.0
1399,3120.0,545.0,330.0,450.0,1070.0,725.0,80.0,10.0,10.0,2.4,170.0,447.0,24.5,39.3,1.9,7.0,2.0,14.8,57500.0
1401,4930.0,1085.0,535.0,1035.0,1425.0,850.0,80.0,10.0,10.0,2.5,245.0,2717.0,25.8,43.9,19.7,56.1,3.9,78.4,45200.0
1402,9525.0,2030.0,950.0,2220.0,2810.0,1515.0,80.0,10.0,10.0,2.3,590.0,2999.0,35.5,30.7,20.5,57.9,3.8,85.7,41400.0
1403,9380.0,1460.0,880.0,2335.0,2490.0,2220.0,80.0,10.0,10.0,2.0,780.0,1912.0,44.6,15.5,25.5,61.4,4.3,96.5,54900.0
1404,3450.0,430.0,360.0,1045.0,855.0,760.0,70.0,20.0,10.0,1.7,285.0,3086.0,48.0,20.2,19.3,54.3,4.4,71.9,33800.0
1405,2890.0,610.0,375.0,450.0,875.0,580.0,80.0,10.0,0.0,2.5,95.0,2256.0,24.7,50.1,19.9,53.1,4.9,70.1,36900.0
1406,3415.0,620.0,380.0,505.0,1035.0,870.0,80.0,10.0,0.0,2.2,115.0,2226.0,30.0,39.0,20.2,55.0,4.9,71.9,49200.0
1411,10050.0,1740.0,1095.0,1785.0,3025.0,2405.0,80.0,10.0,10.0,2.2,610.0,955.0,32.1,31.8,17.1,50.6,4.0,67.9,44400.0
1412,7635.0,1770.0,825.0,1365.0,2125.0,1550.0,80.0,10.0,10.0,2.5,300.0,1686.0,21.7,47.0,18.4,52.7,4.1,70.8,49000.0
1421,6110.0,1025.0,710.0,1630.0,1755.0,990.0,70.0,10.0,20.0,2.2,465.0,1681.0,41.1,19.6,9.8,19.2,2.5,37.4,42900.0
1422,13115.0,2315.0,1420.0,3160.0,3455.0,2765.0,70.0,10.0,20.0,2.2,800.0,1674.0,36.9,20.7,9.3,17.7,2.4,34.1,
1423,5730.0,835.0,785.0,1090.0,2075.0,940.0,80.0,10.0,10.0,2.4,350.0,1189.0,23.1,37.0,9.5,17.2,2.4,33.4,37400.0
1424,4470.0,705.0,585.0,995.0,1440.0,745.0,90.0,10.0,0.0,2.4,225.0,543.0,27.3,31.3,10.2,24.0,2.2,42.0,49600.0
1426,875.0,115.0,100.0,150.0,300.0,210.0,90.0,10.0,0.0,2.4,25.0,145.0,20.6,39.3,6.1,12.1,1.1,21.7,43700.0
1427,1005.0,150.0,125.0,190.0,345.0,195.0,90.0,10.0,0.0,2.3,45.0,942.0,28.3,29.2,11.6,25.1,3.0,44.5,37400.0
1428,110.0,15.0,10.0,25.0,35.0,25.0,100.0,0.0,,2.4,,125.0,,,11.3,20.0,2.0,34.5,36600.0
1431,12550.0,1865.0,1395.0,2690.0,3530.0,3070.0,80.0,10.0,10.0,2.2,630.0,1004.0,35.7,25.3,7.4,21.8,9.3,35.5,
1432,9980.0,2070.0,1280.0,2165.0,3150.0,1315.0,80.0,10.0,10.0,2.6,425.0,894.0,25.2,40.5,7.7,21.9,5.8,43.4,
1433,9195.0,1785.0,1005.0,2220.0,2740.0,1445.0,80.0,10.0,10.0,2.5,490.0,815.0,28.3,28.6,5.8,13.6,1.4,24.4,33800.0
1435,4230.0,565.0,540.0,815.0,1365.0,945.0,80.0,10.0,10.0,2.3,280.0,461.0,34.7,24.5,3.2,13.6,7.6,20.0,29800.0
1436,495.0,60.0,60.0,110.0,165.0,95.0,90.0,10.0,0.0,2.2,30.0,664.0,34.6,24.1,6.9,18.8,11.8,29.7,27300.0
1437,60.0,10.0,,25.0,20.0,5.0,50.0,50.0,,1.6,5.0,187.0,,,11.3,50.3,16.0,71.3,32800.0
1438,170.0,15.0,20.0,30.0,80.0,25.0,80.0,20.0,0.0,2.2,5.0,205.0,,,2.1,2.6,4.0,4.7,33000.0
1441,14155.0,1715.0,1520.0,3380.0,4105.0,3435.0,80.0,10.0,10.0,2.0,1415.0,2591.0,41.1,15.5,25.0,50.7,4.3,62.7,36500.0
1442,6865.0,1065.0,775.0,1855.0,1760.0,1410.0,70.0,10.0,20.0,2.0,760.0,2606.0,49.4,9.8,25.0,50.9,5.1,62.7,45800.0
1443,7255.0,1140.0,775.0,1720.0,1745.0,1875.0,60.0,10.0,30.0,2.0,925.0,2965.0,56.5,7.4,25.0,50.9,4.0,61.2,45500.0
1444,6720.0,715.0,655.0,1360.0,1805.0,2185.0,80.0,10.0,10.0,1.9,675.0,1674.0,41.9,15.1,25.0,48.3,3.9,60.1,50400.0
1445,9145.0,1375.0,1045.0,2325.0,2905.0,1495.0,70.0,10.0,20.0,2.2,1155.0,2295.0,43.5,13.5,25.0,50.5,4.6,59.2,42500.0
1446,5070.0,735.0,600.0,1215.0,1680.0,840.0,70.0,10.0,20.0,2.3,550.0,1466.0,36.7,17.6,22.7,46.4,3.9,53.6,44400.0
1447,12550.0,1590.0,1720.0,2425.0,4575.0,2240.0,80.0,10.0,10.0,2.4,880.0,1889.0,26.3,30.9,24.2,50.2,3.6,59.7,47700.0
1448,18355.0,3525.0,2425.0,4385.0,5730.0,2295.0,70.0,10.0,20.0,2.6,1385.0,1883.0,26.8,31.4,23.5,47.4,2.4,61.0,
1451,420.0,65.0,50.0,70.0,170.0,65.0,90.0,10.0,10.0,2.4,25.0,98.0,23.5,39.4,18.2,31.3,0.5,48.1,46200.0
1452,1790.0,290.0,170.0,360.0,575.0,390.0,90.0,10.0,10.0,2.3,100.0,235.0,29.0,31.6,1.9,6.0,1.3,4.0,40000.0
1454,500.0,100.0,40.0,120.0,150.0,85.0,90.0,10.0,10.0,2.4,35.0,58.0,25.4,34.1,4.1,12.4,1.3,16.4,51000.0
1456,1840.0,230.0,240.0,325.0,675.0,370.0,90.0,10.0,0.0,2.4,105.0,171.0,21.5,34.3,17.9,34.7,1.6,48.5,49100.0
1458,180.0,25.0,20.0,35.0,65.0,40.0,90.0,0.0,0.0,2.7,10.0,14.0,,,0.1,0.1,0.2,2.6,48000.0
1461,3500.0,610.0,380.0,750.0,1020.0,750.0,90.0,10.0,0.0,2.4,165.0,1007.0,24.8,35.4,23.8,46.4,3.8,60.8,45300.0
1462,4870.0,790.0,560.0,1120.0,1435.0,960.0,90.0,10.0,10.0,2.4,440.0,500.0,33.9,26.2,4.2,1.7,1.1,10.9,40500.0
1463,605.0,90.0,75.0,110.0,215.0,115.0,90.0,10.0,0.0,2.5,25.0,39.0,19.2,39.3,4.1,1.0,0.5,4.2,41800.0
1464,775.0,140.0,85.0,155.0,260.0,135.0,90.0,0.0,0.0,2.5,30.0,52.0,22.6,36.8,5.1,1.2,0.6,9.0,43900.0
1471,740.0,75.0,105.0,100.0,270.0,195.0,90.0,10.0,0.0,2.4,35.0,308.0,20.5,38.6,23.6,43.3,5.0,53.3,
1472,700.0,100.0,95.0,125.0,225.0,155.0,90.0,10.0,0.0,2.4,45.0,64.0,24.9,34.7,5.0,7.4,4.7,8.8,
1473,810.0,100.0,115.0,120.0,290.0,185.0,90.0,10.0,0.0,2.4,50.0,95.0,34.4,32.6,2.5,1.4,0.3,3.4,
1474,3320.0,515.0,405.0,670.0,980.0,750.0,90.0,10.0,10.0,2.4,220.0,385.0,29.6,26.8,3.0,1.0,0.0,3.2,
1475,540.0,80.0,55.0,105.0,185.0,115.0,90.0,10.0,0.0,2.4,30.0,51.0,21.6,33.5,2.8,1.1,0.0,3.2,41100.0
1476,110.0,15.0,10.0,20.0,40.0,30.0,90.0,10.0,,2.1,,20.0,,,3.0,2.1,0.1,3.4,43000.0
1477,180.0,15.0,20.0,30.0,60.0,55.0,90.0,10.0,,2.4,5.0,30.0,,,1.9,1.9,2.0,1.1,
1481,110.0,15.0,20.0,15.0,40.0,20.0,90.0,10.0,,2.5,,123.0,,,9.7,14.1,6.9,17.7,46200.0
1482,165.0,25.0,20.0,30.0,60.0,30.0,90.0,10.0,,2.5,,19.0,,,8.9,15.4,2.7,22.8,37400.0
1483,3990.0,575.0,525.0,780.0,1215.0,900.0,90.0,10.0,0.0,2.3,220.0,567.0,29.8,26.9,4.4,1.3,1.0,10.7,
1484,895.0,115.0,125.0,120.0,270.0,260.0,90.0,0.0,0.0,2.4,35.0,428.0,31.3,28.4,4.0,1.0,1.0,10.0,
1485,85.0,15.0,15.0,10.0,30.0,25.0,90.0,10.0,,2.6,,82.0,,,3.9,0.0,1.0,8.1,29800.0
1486,780.0,75.0,90.0,125.0,290.0,195.0,90.0,10.0,0.0,2.2,50.0,113.0,21.0,33.0,3.0,1.6,1.0,12.4,27500.0
1487,145.0,10.0,15.0,25.0,55.0,40.0,90.0,10.0,,2.1,5.0,100.0,33.3,19.8,3.4,1.0,1.0,9.7,28500.0
1488,220.0,45.0,25.0,45.0,65.0,40.0,90.0,10.0,,3.1,,66.0,,,0.7,1.7,0.1,6.7,26700.0
1489,165.0,20.0,30.0,20.0,75.0,20.0,90.0,10.0,0.0,2.9,,31.0,,,0.1,0.5,0.0,6.7,29500.0
1501,6465.0,1055.0,665.0,1925.0,1765.0,1050.0,70.0,20.0,20.0,2.0,665.0,3687.0,49.3,11.6,53.4,66.5,6.0,70.9,34000.0
1502,8525.0,1290.0,805.0,2320.0,2190.0,1920.0,60.0,10.0,30.0,1.9,1110.0,3674.0,54.6,9.6,55.1,67.6,5.5,72.4,42300.0
1503,11245.0,1975.0,1315.0,2950.0,2750.0,2255.0,40.0,10.0,50.0,2.2,1585.0,2609.0,52.6,11.4,52.8,65.1,5.4,70.2,29600.0
1504,8445.0,1825.0,1065.0,2455.0,1975.0,1125.0,30.0,10.0,60.0,2.4,1285.0,2178.0,56.4,10.6,51.0,65.9,5.3,71.5,35600.0
1505,6540.0,1350.0,710.0,2075.0,1630.0,775.0,50.0,10.0,40.0,2.2,865.0,2109.0,50.0,10.9,52.0,64.7,6.0,68.7,43100.0
1506,12955.0,1795.0,1505.0,3595.0,3705.0,2355.0,70.0,20.0,20.0,2.0,1100.0,2989.0,41.2,18.9,54.5,65.9,5.1,72.7,29800.0
1507,12865.0,1855.0,1730.0,3460.0,4200.0,1620.0,70.0,10.0,20.0,2.3,985.0,1808.0,29.4,26.8,43.2,47.3,4.3,53.0,42700.0
1508,4705.0,800.0,615.0,1460.0,1215.0,615.0,50.0,10.0,40.0,2.1,595.0,1832.0,49.8,9.4,54.3,60.2,3.9,75.0,37400.0
1509,6535.0,825.0,660.0,1335.0,1845.0,1870.0,80.0,10.0,10.0,2.1,530.0,965.0,37.4,18.3,38.4,42.3,1.3,62.0,41600.0
1511,9755.0,1560.0,1165.0,2055.0,3025.0,1950.0,90.0,10.0,10.0,2.4,570.0,1066.0,29.0,29.9,38.6,46.1,3.8,57.7,45700.0
1521,11230.0,1600.0,1165.0,2950.0,3100.0,2410.0,70.0,10.0,10.0,2.0,1220.0,1698.0,49.3,10.1,21.8,38.5,2.2,54.2,37800.0
1525,580.0,65.0,80.0,100.0,240.0,95.0,90.0,10.0,0.0,2.4,45.0,354.0,28.4,32.8,12.6,29.6,2.0,42.6,34700.0
1531,13085.0,1935.0,1600.0,2650.0,3865.0,3035.0,90.0,10.0,10.0,2.2,920.0,1777.0,36.5,20.9,18.8,32.0,2.0,44.0,42500.0
1534,510.0,60.0,75.0,65.0,185.0,120.0,90.0,0.0,0.0,2.4,25.0,242.0,26.8,28.7,11.3,21.7,2.0,28.7,42800.0
1536,325.0,45.0,45.0,45.0,115.0,70.0,90.0,10.0,0.0,2.5,15.0,75.0,15.7,34.6,5.4,10.5,0.0,12.2,29400.0
1541,11260.0,1670.0,1230.0,2500.0,3175.0,2685.0,80.0,10.0,10.0,2.2,930.0,1977.0,34.8,20.2,32.3,43.5,3.4,59.0,38400.0
1544,8710.0,1210.0,1125.0,1840.0,2840.0,1690.0,80.0,10.0,20.0,2.2,910.0,1369.0,41.2,20.8,33.3,49.7,4.0,66.0,42300.0
1546,710.0,95.0,95.0,100.0,245.0,175.0,90.0,0.0,0.0,2.3,30.0,146.0,29.2,33.7,3.2,7.1,0.8,7.9,49300.0
1551,4680.0,615.0,560.0,935.0,1590.0,980.0,90.0,10.0,0.0,2.3,270.0,329.0,29.2,29.6,15.3,18.1,2.0,23.9,32300.0
1561,7985.0,1110.0,730.0,1895.0,2305.0,1950.0,80.0,10.0,10.0,2.0,910.0,2251.0,50.4,12.6,17.7,32.1,2.2,46.8,34700.0
1562,9210.0,1565.0,1170.0,1770.0,2610.0,2095.0,80.0,10.0,10.0,2.4,645.0,1705.0,34.2,22.7,13.5,26.3,1.2,42.8,39300.0
1566,13090.0,2100.0,1680.0,2780.0,4240.0,2295.0,90.0,10.0,10.0,2.4,810.0,897.0,29.2,25.9,10.7,19.1,1.4,28.5,38400.0
1567,10830.0,3185.0,1235.0,3575.0,2375.0,460.0,70.0,10.0,20.0,3.0,565.0,1621.0,17.8,35.0,14.0,25.7,1.4,40.9,44500.0
1601,7405.0,890.0,650.0,1555.0,2150.0,2155.0,90.0,10.0,0.0,1.9,600.0,1362.0,43.7,16.5,19.7,26.1,8.9,30.4,
1602,11105.0,2040.0,1325.0,2820.0,3085.0,1835.0,80.0,10.0,10.0,2.3,1175.0,1416.0,39.9,16.5,19.4,24.6,9.0,29.4,37200.0
1606,4320.0,720.0,520.0,890.0,1290.0,895.0,90.0,10.0,0.0,2.4,290.0,415.0,32.5,24.8,2.7,4.7,0.7,5.2,36900.0
1607,1500.0,225.0,195.0,320.0,470.0,290.0,90.0,10.0,0.0,2.3,115.0,211.0,34.1,26.0,3.6,3.2,1.0,6.7,37800.0
1608,1350.0,195.0,150.0,245.0,460.0,300.0,90.0,10.0,0.0,2.4,70.0,88.0,26.8,32.3,2.8,1.5,1.0,4.7,38800.0
1609,105.0,10.0,10.0,,45.0,30.0,90.0,10.0,,2.3,,25.0,,,2.0,1.4,1.0,3.3,43500.0
1611,10260.0,1650.0,1320.0,2135.0,2900.0,2255.0,90.0,10.0,10.0,2.4,775.0,1239.0,34.2,18.9,20.0,26.6,9.9,31.1,36900.0
1613,9280.0,1610.0,1055.0,2245.0,2505.0,1870.0,90.0,10.0,10.0,2.3,795.0,1140.0,35.0,17.0,8.7,17.7,6.6,18.4,32200.0
1614,2170.0,320.0,250.0,470.0,600.0,530.0,90.0,10.0,0.0,2.3,110.0,603.0,34.8,20.8,3.3,11.7,3.2,10.0,30000.0
1616,8150.0,1365.0,980.0,1880.0,2125.0,1795.0,90.0,10.0,0.0,2.4,510.0,834.0,32.6,21.9,5.1,9.3,1.6,8.9,33300.0
1617,1810.0,330.0,220.0,390.0,515.0,355.0,90.0,10.0,0.0,2.5,95.0,191.0,26.9,28.5,6.3,5.4,0.3,7.4,31800.0
1619,6805.0,1110.0,745.0,1420.0,2105.0,1425.0,90.0,10.0,0.0,2.3,535.0,372.0,36.8,21.1,3.7,3.0,0.3,7.6,35000.0
1621,5560.0,480.0,595.0,1390.0,1595.0,1500.0,80.0,10.0,10.0,1.7,450.0,1971.0,44.6,18.7,29.9,47.2,6.0,74.4,
1622,7680.0,1310.0,905.0,1960.0,2085.0,1420.0,60.0,10.0,30.0,2.2,1060.0,1033.0,48.3,10.2,25.8,42.4,6.0,71.8,36300.0
1623,2560.0,360.0,295.0,520.0,800.0,585.0,90.0,10.0,10.0,2.1,235.0,1783.0,42.0,19.5,30.2,47.8,6.0,74.1,44800.0
1624,5495.0,865.0,605.0,1270.0,1500.0,1255.0,80.0,10.0,20.0,2.1,660.0,2217.0,45.3,16.6,30.8,48.1,6.0,74.5,39400.0
1625,9615.0,1380.0,980.0,1935.0,2535.0,2785.0,80.0,10.0,10.0,2.1,795.0,1790.0,39.2,17.2,30.2,48.2,6.0,78.1,40500.0
1627,15.0,,,,,,90.0,,,1.9,,508.0,,,29.2,39.9,5.4,70.4,40800.0
1628,20870.0,3560.0,3040.0,5020.0,6635.0,2615.0,70.0,10.0,20.0,2.3,2225.0,1886.0,38.8,19.9,30.1,44.7,5.3,71.4,36300.0
1631,440.0,45.0,60.0,60.0,185.0,95.0,90.0,10.0,0.0,2.4,20.0,45.0,26.4,34.1,4.5,2.3,1.0,5.6,
1633,3515.0,535.0,500.0,630.0,1125.0,720.0,90.0,10.0,0.0,2.4,215.0,595.0,30.0,24.9,6.2,2.6,1.0,6.0,48700.0
1634,435.0,35.0,45.0,70.0,160.0,130.0,90.0,10.0,0.0,2.0,35.0,85.0,33.0,19.6,21.6,32.5,5.0,51.8,43300.0
1636,1270.0,185.0,170.0,275.0,380.0,260.0,90.0,10.0,0.0,2.3,70.0,172.0,33.3,26.4,2.9,1.1,0.3,3.0,
1641,920.0,130.0,110.0,205.0,270.0,205.0,90.0,10.0,0.0,2.3,60.0,157.0,40.0,23.5,8.0,2.3,1.2,3.2,42900.0
1642,45.0,,,5.0,15.0,20.0,90.0,,,2.3,,139.0,,,7.0,2.0,0.6,2.4,40000.0
1643,470.0,55.0,75.0,80.0,200.0,60.0,100.0,0.0,0.0,2.5,40.0,107.0,21.4,37.6,7.1,2.1,0.2,3.9,47900.0
1645,2850.0,465.0,385.0,555.0,835.0,610.0,90.0,0.0,0.0,2.4,145.0,279.0,27.2,28.4,6.6,2.1,1.4,3.7,42900.0
1646,65.0,5.0,5.0,10.0,30.0,15.0,90.0,10.0,,2.3,,109.0,,,4.1,1.7,1.1,3.1,40100.0
1647,2580.0,385.0,340.0,435.0,800.0,625.0,90.0,10.0,0.0,2.5,120.0,218.0,25.9,29.9,16.6,27.6,3.8,42.2,38400.0
1648,3415.0,730.0,380.0,990.0,800.0,515.0,90.0,0.0,0.0,2.5,170.0,637.0,33.7,23.1,6.5,2.3,1.0,5.1,
1652,530.0,90.0,60.0,110.0,175.0,100.0,90.0,0.0,0.0,2.6,25.0,48.0,21.8,31.7,4.0,0.2,0.0,2.6,43400.0
1654,720.0,105.0,85.0,130.0,230.0,170.0,90.0,10.0,0.0,2.4,45.0,116.0,30.3,29.6,3.0,1.6,0.0,8.3,33900.0
1655,955.0,160.0,120.0,220.0,265.0,185.0,90.0,10.0,0.0,2.5,65.0,131.0,29.2,22.3,2.6,1.7,0.0,8.0,
1657,2080.0,305.0,195.0,420.0,620.0,535.0,90.0,10.0,0.0,2.2,125.0,304.0,32.5,22.5,1.1,0.2,0.0,3.4,33300.0
1658,180.0,15.0,20.0,30.0,70.0,40.0,90.0,10.0,0.0,2.4,10.0,32.0,,,1.0,0.1,0.0,3.0,37700.0
1661,440.0,45.0,75.0,85.0,165.0,65.0,90.0,10.0,,2.6,20.0,60.0,24.5,36.1,3.7,0.1,0.0,5.9,39100.0
1662,325.0,45.0,60.0,50.0,110.0,60.0,90.0,10.0,,2.5,15.0,75.0,40.2,20.5,2.5,0.8,0.0,5.4,40500.0
1663,110.0,20.0,20.0,25.0,35.0,10.0,100.0,,,2.5,,70.0,,,2.0,1.0,0.0,5.0,37100.0
1671,8590.0,1470.0,970.0,2030.0,2340.0,1780.0,80.0,10.0,10.0,2.2,725.0,993.0,42.3,15.9,6.4,9.7,1.9,25.8,46800.0
1674,1955.0,335.0,255.0,415.0,570.0,370.0,90.0,10.0,10.0,2.4,155.0,269.0,36.0,20.5,7.2,9.5,1.0,24.8,
1676,1090.0,155.0,130.0,190.0,375.0,245.0,90.0,10.0,0.0,2.2,65.0,109.0,30.5,24.5,3.2,5.1,0.3,8.2,
1678,870.0,95.0,125.0,140.0,310.0,205.0,90.0,10.0,0.0,2.4,60.0,147.0,26.5,27.9,3.4,3.4,0.8,9.2,41800.0
1679,2325.0,375.0,260.0,500.0,705.0,480.0,90.0,10.0,0.0,2.2,180.0,301.0,36.4,22.5,4.9,2.9,0.0,5.2,45300.0
1681,270.0,40.0,35.0,60.0,90.0,45.0,80.0,20.0,,2.4,15.0,131.0,24.0,36.5,6.7,4.1,0.7,10.9,
1682,205.0,40.0,30.0,40.0,70.0,25.0,90.0,10.0,0.0,2.7,10.0,67.0,,,6.4,5.0,0.0,7.2,45500.0
1683,215.0,40.0,30.0,60.0,55.0,35.0,90.0,10.0,0.0,2.6,15.0,121.0,,,7.0,3.7,0.2,10.5,40300.0
1684,440.0,65.0,60.0,90.0,140.0,80.0,90.0,10.0,0.0,2.4,30.0,96.0,28.1,28.6,6.2,3.0,0.0,6.9,37900.0
1685,455.0,80.0,60.0,90.0,150.0,75.0,90.0,10.0,0.0,2.5,20.0,494.0,29.7,30.8,5.3,13.1,1.4,17.6,45500.0
1686,120.0,20.0,20.0,20.0,40.0,20.0,90.0,0.0,10.0,2.9,,390.0,,,10.0,20.1,2.2,26.9,
1687,6245.0,1100.0,775.0,1385.0,1785.0,1200.0,90.0,0.0,0.0,2.5,525.0,584.0,24.2,30.6,4.3,6.3,0.6,12.1,36700.0
1688,2455.0,425.0,320.0,510.0,680.0,520.0,90.0,10.0,0.0,2.5,170.0,281.0,31.4,22.6,5.9,4.3,0.0,9.8,39400.0
1689,17030.0,3590.0,1760.0,5300.0,4010.0,2370.0,80.0,10.0,10.0,2.4,1395.0,1281.0,34.5,19.0,24.3,38.1,4.3,57.4,43500.0
1691,655.0,110.0,65.0,125.0,200.0,160.0,90.0,10.0,0.0,2.5,40.0,66.0,23.5,31.3,6.3,2.5,0.0,6.1,40300.0
1692,30.0,5.0,,,10.0,5.0,90.0,,,2.6,,22.0,,,4.9,3.1,1.0,11.2,37900.0
1693,8055.0,1290.0,970.0,1775.0,2435.0,1585.0,90.0,10.0,0.0,2.3,570.0,589.0,36.5,21.9,5.5,5.1,1.2,18.5,35200.0
1695,4185.0,565.0,415.0,705.0,1150.0,1350.0,90.0,10.0,0.0,2.2,245.0,1641.0,30.5,23.0,31.5,47.0,5.7,72.7,33800.0
1696,1520.0,230.0,195.0,345.0,500.0,250.0,90.0,10.0,0.0,2.5,85.0,284.0,27.3,31.2,9.6,10.7,0.1,11.6,44300.0
1697,840.0,95.0,95.0,135.0,270.0,245.0,90.0,10.0,0.0,2.2,35.0,141.0,26.3,23.1,10.9,10.4,1.2,22.3,44000.0
1701,8770.0,1360.0,1015.0,1930.0,2200.0,2260.0,80.0,10.0,10.0,2.3,705.0,1412.0,30.4,17.2,9.0,30.4,1.7,31.0,49200.0
1702,8540.0,1305.0,1060.0,1620.0,2250.0,2295.0,80.0,10.0,10.0,2.3,810.0,1947.0,36.3,15.2,9.5,35.1,1.9,33.4,40400.0
1703,12645.0,1840.0,1400.0,3195.0,3530.0,2680.0,80.0,10.0,10.0,2.1,1385.0,2163.0,40.8,14.0,10.7,36.1,2.0,35.1,42500.0
1704,8335.0,1500.0,1125.0,2210.0,2365.0,1135.0,80.0,10.0,10.0,2.5,485.0,902.0,26.5,28.4,11.6,28.1,1.5,29.8,39600.0
1705,17070.0,3935.0,2110.0,4925.0,4615.0,1485.0,80.0,10.0,10.0,2.6,1260.0,1747.0,25.7,26.6,8.8,30.8,1.4,31.5,38700.0
1706,1375.0,405.0,115.0,565.0,215.0,75.0,80.0,10.0,10.0,2.9,65.0,613.0,12.1,28.5,6.4,26.4,2.0,27.2,39200.0
1711,1615.0,260.0,155.0,350.0,525.0,325.0,90.0,10.0,0.0,2.3,95.0,209.0,29.8,26.8,5.3,4.0,1.0,6.5,39800.0
1713,5920.0,1025.0,780.0,1300.0,1670.0,1150.0,90.0,0.0,0.0,2.5,355.0,615.0,28.1,25.7,7.2,5.1,0.0,8.8,43900.0
1715,4210.0,700.0,560.0,1015.0,1040.0,895.0,90.0,10.0,0.0,2.3,170.0,594.0,31.3,24.1,6.0,2.0,0.0,8.1,42100.0
1716,2210.0,315.0,300.0,430.0,720.0,440.0,90.0,0.0,0.0,2.4,170.0,664.0,31.5,21.9,6.7,2.0,0.0,8.0,36100.0
1718,4005.0,630.0,465.0,920.0,1120.0,870.0,90.0,10.0,0.0,2.4,255.0,477.0,31.9,23.1,6.8,1.1,0.0,6.5,41100.0
1719,470.0,70.0,55.0,80.0,155.0,115.0,90.0,10.0,0.0,2.4,35.0,50.0,33.2,31.2,5.4,1.5,0.0,6.6,40000.0
1721,6140.0,1125.0,755.0,1440.0,1655.0,1165.0,90.0,10.0,10.0,2.5,330.0,816.0,27.4,28.9,16.3,35.2,3.8,37.2,38000.0
