Unnamed: 0,pc4,AANTAL_HH,P_MAN,P_VROUW,P_INW_014,P_INW_1524,P_INW_2544,P_INW_4564,AFS_TREINS,AFS_TRNOVS,AFS_OPRIT,P_INW_65PL,AV1_FOOD,AV3_FOOD,AV5_FOOD,OAD,P_NL_ACHTG,P_WE_MIG_A,P_NW_MIG_A,GEM_HH_GR,P_UITKMINAOW,P_LINK_HH,P_HINK_HH,log_median_inc
7707.0,7707.0,1530.0,52.03679369250985,47.96320630749016,15.921052631578945,12.236842105263154,21.578947368421048,30.921052631578952,4.9,14.4,1.6000000000000003,19.34210526315789,0.4,5.700000000000001,11.7,212.0,90.0,0.0,0.0,2.4,6.0446780551905395,23.2,33.7,10.613983371430686
7711.0,7711.0,3740.0,49.89118607181721,50.10881392818279,17.464635473340586,11.969532100108815,21.545157780195865,28.835690968443966,2.8,25.2,1.5,20.18498367791077,6.6,24.500000000000004,28.6,456.0,90.0,0.0,0.0,2.4,5.27747551686616,35.6,18.3,10.471638242921387
7715.0,7715.0,320.0,51.06382978723404,48.93617021276596,19.25133689839572,14.973262032085561,21.92513368983957,27.807486631016044,4.3,26.8,2.7,16.042780748663098,0.4,13.8,28.700000000000003,42.0,100.0,0.0,0.0,2.9,3.7433155080213902,30.285,22.664999999999996,10.734220396048636
7721.0,7721.0,3090.0,48.69146005509643,51.30853994490359,17.148760330578515,10.12396694214876,20.936639118457293,26.170798898071624,5.8,21.0,2.1,25.61983471074381,0.6,1.8,10.3,914.9999999999999,90.0,0.0,0.0,2.3,5.922865013774105,30.3,25.0,10.443763954231688
7722.0,7721.999999999999,2805.0,52.61726716519375,47.38273283480625,16.72331747110809,14.479945615227734,17.87899388171312,32.76682528891911,5.3,27.9,3.8,18.150917743031954,0.2,9.5,22.1,219.0,90.0,0.0,0.0,2.6,3.9428959891230475,15.5,31.9,10.491139228148496
7731.0,7731.000000000001,5245.0,49.56521739130435,50.43478260869565,15.900621118012424,10.600414078674946,21.40786749482401,28.074534161490682,2.7,20.9,1.6000000000000003,24.016563146997928,0.4,5.0,9.7,699.0,90.0,0.0,0.0,2.3,7.287784679089029,30.605,25.044999999999998,10.397102560781851
7732.0,7732.0,120.0,52.38095238095239,47.61904761904761,35.714285714285715,10.714285714285714,34.52380952380953,17.857142857142858,8.1,28.1,3.4,1.1904761904761905,0.5,1.6,3.9,408.0,90.0,0.0,0.0,3.5,3.571428571428571,38.5,25.5,10.448714603019454
7734.0,7734.0,145.0,51.42857142857142,48.57142857142857,15.492957746478872,11.267605633802814,15.492957746478872,32.3943661971831,8.0,23.6,2.8,25.352112676056336,0.2,1.0,4.6,46.0,100.0,0.0,0.0,2.4,4.2857142857142865,26.8,31.2,10.54006438160768
7735.0,7735.0,120.0,51.470588235294116,48.529411764705884,16.176470588235293,11.764705882352938,19.11764705882353,30.882352941176467,11.0,20.6,3.2,22.058823529411764,0.0,1.4,8.9,67.0,90.0,10.0,0.0,2.8,2.985074626865672,29.7,29.099999999999998,10.776870783399007
7736.0,7735.999999999999,75.0,52.5,47.5,10.0,17.5,15.0,30.0,1.5,19.9,1.2,27.500000000000004,7.8,28.1,36.9,33.0,100.0,0.0,0.0,2.7,5.0,51.2,9.9,10.540183104304157
