,pc4,INWONER,P_MAN,P_VROUW,P_INW_014,P_INW_1524,P_INW_2544,P_INW_4564,P_INW_65PL,AV1_FOOD,AV3_FOOD,AV5_FOOD,OAD,P_NL_ACHTG,P_WE_MIG_A,P_NW_MIG_A,GEM_HH_GR,UITKMINAOW,P_LINK_HH,P_HINK_HH,log_median_inc
644,2512,14060.0,0.5071123755334281,0.49288762446657186,0.1294912842404838,0.14300960512273211,0.37246531483457845,0.2518676627534685,0.1031661330487371,216.1,1148.0,1633.9,8412.0,30.0,20.0,50.0,1.7,2300.0,64.4,8.7,10.442900633154032
645,2513,7860.0,0.5089058524173028,0.4910941475826972,0.12333121424030515,0.12968849332485696,0.3382072472981564,0.2765416401780038,0.1322314049586777,232.1,1155.1999999999998,1661.2,7712.0,50.0,20.0,30.0,1.7,1010.0,53.4,14.5,10.21464198117305
646,2514,3575.0,0.5230769230769231,0.47692307692307695,0.08251748251748252,0.0937062937062937,0.3804195804195804,0.26153846153846155,0.18181818181818182,205.3,955.0999999999999,1656.0,4917.0,50.0,40.0,20.0,1.5,175.0,40.7,27.2,9.933046354777673
647,2515,12950.0,0.5046332046332046,0.49536679536679534,0.15984555984555984,0.17876447876447876,0.3316602316602317,0.22895752895752897,0.10077220077220077,149.60000000000002,1061.2,1554.7,7104.0,30.0,10.0,60.0,1.8,2110.0,65.6,8.6,10.196157166498947
648,2516,10800.0,0.555349698934692,0.444650301065308,0.14622859787135586,0.1883387320684868,0.37528921795465064,0.22165664044423877,0.06848681166126794,50.400000000000006,728.9,1392.1,5153.0,20.0,10.0,70.0,1.8,2625.0,68.8,4.8,10.225571051705241
649,2517,9785.0,0.49897750511247446,0.5010224948875256,0.14263803680981596,0.10736196319018405,0.33640081799591004,0.24948875255623723,0.16411042944785276,90.8,951.4000000000001,1593.6999999999998,5901.0,60.0,30.0,10.0,1.8,625.0,39.8,29.1,10.188666494769791
650,2518,11150.0,0.49125168236877526,0.5087483176312247,0.12337371018393899,0.11395244504262,0.41094661283086587,0.24360699865410498,0.10812023328847016,130.2,1119.7,1638.7,6896.0,50.0,20.0,20.0,1.7,1065.0,51.7,17.4,10.114558522616068
651,2521,10155.0,0.4977843426883309,0.5022156573116692,0.14229443623830626,0.2378138847858198,0.3412112259970458,0.20039389463318563,0.07828655834564253,41.6,818.0,1522.3,6954.0,20.0,20.0,60.0,1.6,1455.0,65.5,6.4,9.994241915804592
652,2522,12585.0,0.5266295707472178,0.4733704292527822,0.16368692888359157,0.14700039729837108,0.38895510528406835,0.21652761223678982,0.08382995629717918,59.300000000000004,626.5,1465.6999999999998,6311.0,30.0,30.0,40.0,1.9,1115.0,55.6,5.1,10.01681623784313
653,2523,5660.0,0.5318021201413428,0.46819787985865724,0.17314487632508835,0.14664310954063603,0.38515901060070673,0.22703180212014135,0.06802120141342756,37.4,496.7,1477.6,5553.0,30.0,30.0,40.0,2.0,530.0,52.6,6.6,9.95227771670556
654,2524,7005.0,0.5067808708065668,0.49321912919343325,0.19914346895074947,0.14275517487508924,0.32762312633832974,0.2533904354032834,0.07708779443254818,23.6,417.2,1421.3,4617.0,20.0,20.0,60.0,2.2,1005.0,56.1,9.1,9.94270826568941
655,2525,15610.0,0.5100864553314121,0.4899135446685879,0.2031400192246075,0.16853572572893302,0.28740788208907403,0.2534444088433194,0.087471964114066,100.1,974.4000000000001,1593.6,7367.0,10.0,10.0,80.0,2.4,2670.0,60.5,8.9,9.998797732340453
656,2526,13210.0,0.4924299772899319,0.5075700227100681,0.20015134317063943,0.17290957245554295,0.2690124858115778,0.24706772606886115,0.11085887249337874,120.1,1118.1,1618.3999999999999,8214.0,10.0,10.0,80.0,2.2,2660.0,68.3,5.9,10.09823162932864
657,2531,9140.0,0.5298303229337712,0.4701696770662288,0.19529540481400437,0.12308533916849015,0.3309628008752735,0.24562363238512036,0.1050328227571116,27.400000000000002,498.2,1441.1,4533.0,30.0,20.0,60.0,2.0,1600.0,66.0,5.8,10.089967119478747
658,2532,5965.0,0.5205364626990779,0.47946353730092206,0.22799664710813075,0.11902766135792121,0.35792120704107294,0.19279128248113997,0.10226320201173512,15.200000000000001,294.9,1157.7,3917.0,20.0,10.0,70.0,1.9,1210.0,73.4,5.1,10.069001991013701
659,2533,7205.0,0.501734906315059,0.49826509368494104,0.20194309507286606,0.1040943789035392,0.29909784871616935,0.25260235947258847,0.14226231783483692,22.4,392.9,1327.5,4247.0,30.0,10.0,60.0,1.9,1645.0,76.9,3.5,10.203592144986466
660,2541,7960.0,0.5025125628140703,0.49748743718592964,0.1972361809045226,0.10741206030150753,0.3454773869346734,0.2449748743718593,0.10489949748743718,20.5,245.3,1006.9,4139.0,30.0,20.0,60.0,1.9,1660.0,69.8,5.0,10.395130356885344
661,2542,10435.0,0.49353138476281744,0.5064686152371826,0.2164750957854406,0.11829501915708812,0.3045977011494253,0.2136015325670498,0.14703065134099616,7.9,103.0,449.50000000000006,3237.0,30.0,10.0,60.0,2.1,1670.0,63.5,6.6,10.288749953326773
662,2543,6595.0,0.4965883244882487,0.5034116755117514,0.2109256449165402,0.11229135053110774,0.30424886191198786,0.24506828528072838,0.1274658573596358,8.1,110.89999999999999,482.5,3601.0,30.0,10.0,60.0,2.1,1195.0,63.9,6.6,10.747207591575448
663,2544,11920.0,0.4966442953020134,0.5033557046979866,0.19412997903563942,0.11236897274633123,0.2893081761006289,0.23731656184486374,0.1668763102725367,10.2,135.3,600.6,3357.0,30.0,10.0,50.0,2.0,1950.0,66.2,7.2,10.275051108968611
664,2545,11790.0,0.5008481764206955,0.4991518235793045,0.18455663979635129,0.10564276622825626,0.30420025456088245,0.25031820110309716,0.15528213831141283,23.5,234.5,981.5,4510.0,40.0,10.0,50.0,2.0,1615.0,54.2,11.3,10.42821608147111
665,2546,6015.0,0.4995843724023275,0.5004156275976724,0.15946843853820597,0.11877076411960133,0.34634551495016613,0.26245847176079734,0.11295681063122924,29.0,500.4,1446.1,5460.0,60.0,20.0,20.0,2.0,450.0,40.3,11.2,10.344963098167325
666,2547,7415.0,0.47741065407956845,0.5225893459204316,0.13630229419703105,0.09649122807017543,0.2813765182186235,0.25775978407557354,0.22807017543859648,27.700000000000003,504.90000000000003,1418.5,5973.0,60.0,20.0,20.0,1.8,675.0,50.1,7.8,10.712193073730345
667,2548,22160.0,0.4948104693140794,0.5051895306859205,0.2148014440433213,0.1328971119133574,0.2421028880866426,0.3018953068592058,0.10830324909747292,5.8,81.1,306.4,2537.0,50.0,10.0,40.0,2.7,1605.0,26.0,34.8,10.341742483467284
668,2551,11145.0,0.4647824136384029,0.5352175863615971,0.1480484522207268,0.08568864961866307,0.22252131000448633,0.2651413189771198,0.27860026917900405,10.8,136.6,561.5,4493.0,60.0,10.0,20.0,1.9,1310.0,51.1,9.7,10.360912399575003
669,2552,16175.0,0.4856259659969088,0.5143740340030912,0.15142150803461063,0.10321384425216316,0.22558714462299134,0.28831891223733,0.23145859085290482,13.9,178.3,709.8,4173.0,70.0,10.0,20.0,2.1,1535.0,40.6,17.6,10.114558522616068
670,2553,8940.0,0.49692565679150363,0.5030743432084964,0.15604026845637584,0.08892617449664429,0.23434004474272932,0.2947427293064877,0.22595078299776286,8.0,67.0,319.29999999999995,2386.0,70.0,10.0,10.0,2.0,935.0,46.9,17.9,10.292145542327912
671,2554,1870.0,0.48525469168900803,0.514745308310992,0.09115281501340483,0.09115281501340483,0.1581769436997319,0.29222520107238603,0.3672922252010724,19.8,99.0,435.4,1595.0,70.0,20.0,10.0,2.0,195.0,29.2,35.1,10.618885342030893
672,2555,9030.0,0.4460431654676259,0.5539568345323741,0.09463198671831766,0.06198118428334256,0.18705035971223022,0.27006087437742116,0.38627559490868846,12.9,189.1,691.6999999999999,3751.0,70.0,20.0,10.0,1.6,750.0,46.7,13.7,10.507803519389457
673,2561,5450.0,0.4917431192660551,0.5082568807339449,0.1596330275229358,0.10825688073394496,0.39541284403669724,0.24403669724770644,0.0926605504587156,133.79999999999998,847.5,1593.0,7955.0,50.0,20.0,20.0,1.9,380.0,43.7,20.5,10.89488575689709
674,2562,10935.0,0.4993141289437586,0.5006858710562414,0.13860933211344922,0.12763037511436415,0.3989021043000915,0.23055809698078683,0.10430009149130832,135.60000000000002,960.8,1595.1,8592.0,40.0,20.0,30.0,1.8,1205.0,60.5,10.8,10.060491301345794
675,2563,10330.0,0.48693126815101645,0.5130687318489835,0.1606969990319458,0.10648596321393998,0.3809293320425944,0.2473378509196515,0.10454985479186835,100.0,665.0999999999999,1520.0,7619.0,60.0,20.0,20.0,1.8,990.0,48.6,13.6,10.158129770909708
676,2564,11540.0,0.475736568457539,0.524263431542461,0.17626678215677782,0.09961022087483759,0.2689475963620615,0.2849718492854049,0.17020355132091813,31.9,388.3,1189.7,5212.0,70.0,20.0,10.0,2.1,670.0,28.2,26.9,10.264652401747712
677,2565,12160.0,0.4605263157894737,0.5394736842105263,0.16365131578947367,0.0884046052631579,0.2680921052631579,0.2894736842105263,0.1903782894736842,60.4,504.0,1394.6,5402.0,70.0,20.0,10.0,2.0,660.0,33.4,21.9,10.298902324790792
678,2566,6530.0,0.47013782542113325,0.5298621745788668,0.1860643185298622,0.10566615620214395,0.13859111791730475,0.31393568147013784,0.2557427258805513,13.399999999999999,338.6,1128.5,3169.0,70.0,20.0,10.0,2.3,150.0,20.0,46.0,10.60905725309463
679,2571,10560.0,0.502131691141639,0.497868308858361,0.1699810606060606,0.13210227272727273,0.35700757575757575,0.23106060606060605,0.10984848484848485,114.6,1017.5,1599.6,8363.0,20.0,20.0,60.0,2.0,1670.0,64.5,5.9,10.760028280004509
680,2572,9730.0,0.5102774922918808,0.4897225077081192,0.2147995889003083,0.15364850976361769,0.3062692702980473,0.23535457348406988,0.08992805755395683,128.1,1046.8,1596.3000000000002,7492.0,10.0,20.0,70.0,2.4,1310.0,56.8,9.2,10.236381967809457
681,2573,10445.0,0.5126854954523695,0.4873145045476304,0.1861244019138756,0.1382775119617225,0.392822966507177,0.21961722488038277,0.06315789473684211,102.3,891.6999999999999,1579.3000000000002,7430.0,30.0,30.0,40.0,2.1,1020.0,50.4,6.5,10.257659366256743
682,2574,7240.0,0.524171270718232,0.47582872928176795,0.16516931582584657,0.11333794056668971,0.36627505183137526,0.24671734623358674,0.10850034554250172,58.5,679.5,1542.5,7321.0,50.0,20.0,30.0,2.0,695.0,49.1,8.5,10.578979797857352
683,2581,3120.0,0.4912,0.5088,0.176,0.096,0.2784,0.296,0.1536,58.1,502.8,1374.1,3902.0,70.0,20.0,10.0,2.1,140.0,28.2,27.8,10.367221568768269
684,2582,8955.0,0.47794528196538244,0.5220547180346176,0.18927973199329984,0.10720268006700168,0.23897264098269122,0.29704075935231716,0.16750418760469013,50.6,559.3,1421.2,4195.0,50.0,40.0,10.0,2.1,295.0,26.7,41.2,10.499573020252942
685,2583,11200.0,0.4917447568049978,0.5082552431950023,0.17142857142857143,0.08973214285714286,0.26517857142857143,0.2857142857142857,0.18794642857142857,34.7,339.0,1168.9,3103.0,80.0,10.0,10.0,2.0,1305.0,53.2,12.9,10.169690593310785
686,2584,6915.0,0.48011569052783803,0.519884309472162,0.1447178002894356,0.0955137481910275,0.2727930535455861,0.2698986975397974,0.2170767004341534,64.6,328.8,1219.3000000000002,4249.0,70.0,20.0,10.0,1.9,725.0,50.6,17.2,10.150347630467653
687,2585,6700.0,0.4753731343283582,0.5246268656716417,0.13497390007457122,0.09917971662938106,0.24161073825503357,0.29679343773303507,0.22744220730797912,53.4,834.5999999999999,1541.4,3271.0,60.0,30.0,10.0,1.8,300.0,35.3,33.5,10.437052663271608
688,2586,7790.0,0.49293966623876767,0.5070603337612324,0.13543003851091143,0.09884467265725289,0.29460847240051347,0.27214377406931967,0.19897304236200256,109.0,252.8,988.9000000000001,3681.0,70.0,20.0,10.0,1.8,525.0,43.0,19.3,10.753638481905739
689,2587,8120.0,0.48613678373382624,0.5138632162661737,0.1534195933456562,0.1503388786198398,0.21318545902649413,0.2797288971041282,0.2033271719038817,76.4,236.89999999999998,916.9,2742.0,60.0,20.0,10.0,1.9,445.0,35.0,32.7,10.395130356885344
690,2591,7240.0,0.47928176795580113,0.5207182320441989,0.17000691085003455,0.082930200414651,0.33310297166551484,0.2294402211472011,0.18451969592259848,6.8,104.6,693.0,2896.0,40.0,20.0,40.0,1.8,980.0,58.5,10.6,10.968198289528557
691,2592,6520.0,0.4704980842911877,0.5295019157088122,0.1273006134969325,0.0705521472392638,0.299079754601227,0.24386503067484663,0.25920245398773006,12.2,149.9,928.2,3244.0,50.0,20.0,30.0,1.6,785.0,61.8,6.6,10.772686676876432
692,2593,8590.0,0.4767171129220023,0.5232828870779976,0.12288875946418171,0.08619685497961561,0.43506115317414096,0.22597553873034362,0.1298776936517181,49.900000000000006,522.8,1207.5,4021.0,60.0,30.0,20.0,1.7,495.0,37.8,18.4,10.047587896509885
693,2594,1955.0,0.5089514066496164,0.49104859335038364,0.13554987212276215,0.08439897698209718,0.24296675191815856,0.2506393861892583,0.2864450127877238,35.599999999999994,363.2,961.2,3123.0,60.0,30.0,20.0,1.9,75.0,26.5,40.3,10.118598932153073
694,2595,8420.0,0.49228028503562943,0.5077197149643705,0.1626112759643917,0.1566765578635015,0.3537091988130564,0.22255192878338279,0.10445103857566766,54.5,739.8,1334.5,4431.0,40.0,30.0,30.0,1.8,650.0,39.0,24.3,10.138559674715612
695,2596,7345.0,0.4822888283378747,0.5177111716621253,0.2108843537414966,0.08639455782312926,0.24081632653061225,0.2639455782312925,0.19795918367346937,24.1,611.4,1465.8000000000002,2557.0,60.0,30.0,10.0,2.2,175.0,20.0,50.3,10.496814397813862
696,2597,8490.0,0.45995288574793874,0.5400471142520612,0.14664310954063603,0.07891637220259129,0.1784452296819788,0.24558303886925795,0.3504122497055359,5.800000000000001,295.3,1192.3000000000002,1554.0,60.0,30.0,10.0,1.9,240.0,22.3,38.9,
697,2611,12365.0,0.5632834613829357,0.4367165386170643,0.0744035584310554,0.2312980186008896,0.34452082490901736,0.21957137080469066,0.13020622725434694,192.6,290.3,358.2,4548.0,60.0,20.0,10.0,1.5,665.0,47.3,21.3,10.507803519389457
698,2612,9705.0,0.5154639175257731,0.4845360824742268,0.12467800103039671,0.16228748068006182,0.2864502833590932,0.24420401854714066,0.18238021638330756,52.1,276.3,366.2,2716.0,70.0,10.0,10.0,1.7,975.0,53.1,14.8,10.370361288772935
699,2613,13125.0,0.5272380952380953,0.47276190476190477,0.12761904761904763,0.2041904761904762,0.3017142857142857,0.2259047619047619,0.14057142857142857,85.8,290.4,361.70000000000005,4519.0,70.0,20.0,10.0,1.7,815.0,46.2,18.6,10.021270588192511
700,2614,12315.0,0.5046691027202599,0.49533089727974017,0.19163621599675193,0.12505075111652456,0.30694275274056027,0.2578156719447828,0.11855460820138043,4.5,237.5,362.4,3107.0,70.0,10.0,20.0,2.2,840.0,37.0,27.3,10.073230327123223
701,2616,110.0,0.5909090909090909,0.4090909090909091,0.09523809523809523,0.14285714285714285,0.2857142857142857,0.38095238095238093,0.09523809523809523,4.0,190.0,337.0,1458.0,70.0,20.0,10.0,2.0,5.0,,,
702,2622,8025.0,0.5146417445482866,0.4853582554517134,0.12655860349127182,0.14089775561097256,0.23129675810473815,0.334788029925187,0.16645885286783044,5.800000000000001,36.0,289.9,2237.0,70.0,10.0,10.0,2.1,655.0,37.1,22.0,10.510532034042662
703,2623,5995.0,0.5154295246038365,0.4845704753961635,0.11936560934891485,0.12604340567612687,0.2378964941569282,0.2904841402337229,0.2262103505843072,5.0,47.1,299.7,2138.0,80.0,10.0,10.0,1.9,550.0,42.5,15.5,9.903487552536127
704,2624,13590.0,0.5419426048565121,0.45805739514348787,0.11258278145695365,0.23914643119941134,0.3090507726269316,0.1758646063281825,0.16335540838852097,20.0,270.20000000000005,311.1,4339.0,50.0,10.0,40.0,1.6,1285.0,56.0,7.2,10.312280450736967
705,2625,13675.0,0.5127923976608187,0.4872076023391813,0.13857404021937844,0.19195612431444242,0.23290676416819012,0.22888482632541132,0.2076782449725777,5.5,139.5,309.9,3589.0,50.0,10.0,30.0,1.8,1595.0,58.6,11.8,10.821776287072955
706,2626,55.0,0.6363636363636364,0.36363636363636365,,,,,,3.7,36.0,290.5,1247.0,70.0,20.0,10.0,3.1,,,,10.781037456093852
707,2627,1245.0,0.5020080321285141,0.4979919678714859,0.12048192771084337,0.12048192771084337,0.22088353413654618,0.3253012048192771,0.21285140562248997,26.299999999999997,281.6,308.20000000000005,3640.0,70.0,20.0,10.0,1.9,95.0,33.3,29.6,10.789319076925574
708,2628,12650.0,0.5707509881422925,0.42924901185770753,0.09011857707509881,0.3138339920948617,0.3142292490118577,0.16758893280632411,0.11422924901185771,24.0,276.2,328.5,2747.0,60.0,20.0,20.0,1.5,705.0,54.5,16.2,10.772686676876432
709,2629,310.0,0.6129032258064516,0.3870967741935484,0.125,0.1875,0.3125,0.21875,0.15625,0.4,94.39999999999999,281.0,840.0,70.0,20.0,10.0,1.8,10.0,40.3,19.4,10.626193535337618
710,2631,15375.0,0.49658536585365853,0.5034146341463415,0.1960338101430429,0.1378413524057217,0.1960338101430429,0.32022106631989594,0.1498699609882965,7.2,29.7,94.30000000000001,1759.0,80.0,10.0,10.0,2.6,1035.0,23.2,39.0,10.913268627497622
711,2632,3760.0,0.48271276595744683,0.5172872340425532,0.24867021276595744,0.11835106382978723,0.2632978723404255,0.28324468085106386,0.08643617021276596,7.5,33.7,78.80000000000001,1942.0,70.0,10.0,20.0,2.7,170.0,22.5,34.3,10.515966830028619
712,2635,8285.0,0.5072463768115942,0.4927536231884058,0.1979480989740495,0.12311406155703078,0.23536511768255883,0.29450814725407365,0.14906457453228728,2.8,183.3,332.7,2332.0,80.0,10.0,10.0,2.5,330.0,23.7,37.3,10.829728615263452
713,2636,4475.0,0.4972067039106145,0.5027932960893855,0.14620535714285715,0.14174107142857142,0.1875,0.31473214285714285,0.20982142857142858,4.800000000000001,8.6,58.4,448.0,90.0,10.0,0.0,2.5,200.0,23.2,35.1,10.732039370102276
714,2641,13685.0,0.49031786627694557,0.5096821337230545,0.16764061358655954,0.11212563915266618,0.23009495982468955,0.2713659605551497,0.218772826880935,10.5,26.099999999999998,57.5,1322.0,80.0,10.0,10.0,2.3,665.0,30.3,26.0,10.883691610153935
715,2642,8100.0,0.5092592592592593,0.49074074074074076,0.21406539173349784,0.14127082048118444,0.23935842072794572,0.3288093769278223,0.07649599012954966,1.1,28.200000000000003,60.099999999999994,1524.0,80.0,10.0,10.0,2.8,290.0,14.8,44.6,10.831706855275558
716,2643,4270.0,0.47892271662763464,0.5210772833723654,0.265807962529274,0.05503512880562061,0.38875878220140514,0.14285714285714285,0.14754098360655737,2.7,10.8,61.1,1425.0,70.0,10.0,20.0,2.5,200.0,35.4,21.8,10.797532675462964
717,2645,9140.0,0.513129102844639,0.486870897155361,0.2014230979748221,0.14723590585659552,0.1986863711001642,0.33278598795840175,0.11986863711001643,1.3,61.1,318.59999999999997,1220.0,80.0,10.0,10.0,2.6,375.0,21.5,41.2,10.73856822898474
718,2651,18405.0,0.49986416734582995,0.50013583265417,0.19559902200489,0.11627275196957348,0.21706058136375986,0.29231187177397444,0.17875577288780223,5.1,30.1,57.2,1278.0,80.0,10.0,10.0,2.5,915.0,25.9,32.8,10.477287975463508
719,2652,12675.0,0.49013417521704816,0.5098658247829518,0.283629191321499,0.07652859960552268,0.3214990138067061,0.21854043392504932,0.09980276134122287,4.8,33.7,57.5,1409.0,80.0,10.0,10.0,2.8,520.0,18.3,42.4,10.776870783399007
720,2661,13310.0,0.49474079639368895,0.505259203606311,0.18212542245587682,0.1449493052947803,0.18738265114532482,0.3266992114156966,0.15884340968832145,3.5,27.099999999999998,72.1,1423.0,80.0,10.0,10.0,2.6,615.0,21.5,39.4,10.922334872735375
721,2662,5140.0,0.48443579766536965,0.5155642023346303,0.25583657587548636,0.11575875486381323,0.3035019455252918,0.25583657587548636,0.06906614785992218,0.7,31.8,72.6,1502.0,70.0,10.0,20.0,2.7,210.0,24.6,37.0,10.604106747934773
722,2665,12065.0,0.49813510153336094,0.5018648984666391,0.19021964359718194,0.11976792374637381,0.21218400331537504,0.29050973891421467,0.18731869042685453,3.3,9.9,19.1,979.0,80.0,10.0,10.0,2.5,595.0,25.8,32.9,10.505067539570582
723,2671,13035.0,0.49252013808975836,0.5074798619102416,0.1457614115841964,0.11277330264672036,0.23091676256233218,0.2585347142309168,0.2520138089758343,21.9,44.3,95.5,1897.0,80.0,10.0,10.0,2.2,800.0,39.7,21.3,10.65254236503437
724,2672,5460.0,0.5,0.5,0.16406966086159486,0.10540788267644363,0.28689275893675525,0.28230980751604035,0.1613198900091659,5.0,44.1,91.7,1536.0,90.0,10.0,0.0,2.4,210.0,24.5,33.5,10.573877745973457
725,2673,2840.0,0.5017605633802817,0.4982394366197183,0.23633156966490299,0.10934744268077601,0.26807760141093473,0.24162257495590828,0.14462081128747795,2.2,43.7,99.0,1475.0,90.0,0.0,0.0,2.8,75.0,13.4,45.1,10.247077256926206
726,2675,7670.0,0.5110821382007823,0.48891786179921776,0.1558018252933507,0.1440677966101695,0.23728813559322035,0.3057366362451108,0.15710560625814862,3.9,35.9,93.6,769.0,80.0,10.0,10.0,2.4,410.0,34.6,28.5,10.448714603019452
727,2676,4385.0,0.5119726339794755,0.4880273660205245,0.16077537058152794,0.1379703534777651,0.2702394526795895,0.26567844925883694,0.1653363740022805,3.0999999999999996,6.5,21.0,498.0,80.0,10.0,0.0,2.2,175.0,38.9,23.4,10.545341438708522
728,2678,12395.0,0.5026220250100847,0.49737797498991526,0.17022993142396128,0.1327148043565954,0.23315853166599435,0.27228721258572003,0.19160951996772893,10.6,18.5,42.0,1014.0,90.0,10.0,0.0,2.4,515.0,29.3,27.3,10.689669599063263
729,2681,13990.0,0.497855611150822,0.502144388849178,0.14183637013219008,0.12575919971418364,0.21579135405501965,0.31118256520185783,0.20543051089674885,8.5,20.5,69.6,1333.0,80.0,10.0,10.0,2.3,1075.0,33.8,25.3,10.783114300038692
730,2684,665.0,0.47368421052631576,0.5263157894736842,0.18045112781954886,0.08270676691729323,0.23308270676691728,0.2932330827067669,0.21052631578947367,3.8000000000000003,16.0,54.099999999999994,1357.0,80.0,10.0,10.0,2.2,80.0,55.5,11.0,10.845446031158861
731,2685,6570.0,0.5060882800608828,0.4939117199391172,0.1612167300380228,0.11634980988593156,0.25019011406844105,0.27908745247148287,0.19315589353612167,8.799999999999999,23.5,131.5,822.0,80.0,10.0,10.0,2.2,430.0,42.1,22.0,10.196157166498947
732,2691,14005.0,0.4953604568165596,0.5046395431834404,0.16131334760885083,0.11991434689507495,0.24339757316202712,0.26017130620985013,0.215203426124197,11.1,28.799999999999997,100.0,1461.0,90.0,10.0,10.0,2.3,605.0,35.1,23.0,10.419300717813158
733,2692,3495.0,0.49714285714285716,0.5028571428571429,0.15714285714285714,0.11285714285714285,0.26571428571428574,0.30857142857142855,0.15571428571428572,13.5,27.3,115.4,1607.0,90.0,10.0,0.0,2.4,190.0,27.7,27.0,10.360912399575003
734,2693,905.0,0.5027624309392266,0.4972375690607735,0.11602209944751381,0.17679558011049723,0.18232044198895028,0.35911602209944754,0.16574585635359115,4.8,25.7,84.6,1292.0,90.0,10.0,10.0,2.5,50.0,25.9,34.5,10.247077256926206
735,2694,3390.0,0.49262536873156343,0.5073746312684366,0.23858615611192932,0.11782032400589101,0.27245949926362295,0.24742268041237114,0.12371134020618557,14.9,34.3,94.4,1599.0,90.0,0.0,0.0,2.7,125.0,23.0,37.6,10.382822509210747
736,2711,4400.0,0.46136363636363636,0.5386363636363637,0.08853575482406356,0.09988649262202043,0.26106696935300794,0.24177071509648126,0.3087400681044268,41.6,135.6,173.9,3682.0,60.0,10.0,20.0,1.6,400.0,56.1,7.8,10.335269968961667
737,2712,5260.0,0.4804947668886774,0.5195052331113226,0.1397338403041825,0.09885931558935361,0.26996197718631176,0.26996197718631176,0.2214828897338403,32.8,130.1,173.8,2653.0,80.0,10.0,10.0,2.0,335.0,40.2,14.9,10.709963418403076
738,2713,6385.0,0.4792482380579483,0.5207517619420516,0.14330462020360218,0.10415035238841033,0.26938136256851997,0.23805794831636648,0.245105716523101,14.9,120.1,164.8,3397.0,60.0,10.0,20.0,1.9,555.0,44.1,10.7,10.749355820113736
739,2715,5640.0,0.4849290780141844,0.5150709219858156,0.17480035492457852,0.11002661934338953,0.2803904170363798,0.24933451641526175,0.18544809228039041,3.6,108.9,153.7,3526.0,60.0,10.0,30.0,2.0,710.0,53.3,7.8,10.703244468154331
740,2716,9850.0,0.47868020304568526,0.5213197969543147,0.1736040609137056,0.11370558375634518,0.22791878172588834,0.250253807106599,0.23451776649746192,4.1,55.099999999999994,136.9,2628.0,70.0,10.0,20.0,2.2,910.0,44.2,15.1,10.126631103850338
741,2717,7650.0,0.4875816993464052,0.5124183006535947,0.18835840418574232,0.11903204708960105,0.25572269457161545,0.24656638325703073,0.19032047089601045,4.6,80.3,154.8,2403.0,60.0,10.0,30.0,2.2,910.0,46.7,11.4,10.48290596776773
742,2718,8915.0,0.4929893438025799,0.50701065619742,0.15881032547699214,0.1122334455667789,0.22839506172839505,0.3507295173961841,0.14983164983164984,2.7,53.900000000000006,142.5,1708.0,70.0,10.0,20.0,2.4,605.0,25.3,27.5,10.542706391070517
743,2719,11560.0,0.49091695501730104,0.509083044982699,0.12759515570934257,0.1245674740484429,0.16695501730103807,0.3602941176470588,0.22058823529411764,3.1,31.799999999999997,134.5,1643.0,80.0,10.0,10.0,2.3,610.0,24.7,34.2,10.745054738214346
744,2721,10950.0,0.48653582838886356,0.5134641716111364,0.2319634703196347,0.12100456621004566,0.2771689497716895,0.245662100456621,0.12420091324200913,4.9,26.8,120.3,1693.0,70.0,10.0,20.0,2.6,660.0,26.6,31.2,10.51867319162636
745,2722,5310.0,0.4736346516007533,0.5263653483992468,0.16776625824693686,0.1291234684260132,0.2884071630537229,0.24222431668237512,0.17247879359095195,16.4,127.0,175.0,2908.0,50.0,10.0,40.0,1.9,870.0,62.2,7.0,10.571316925111784
746,2723,3880.0,0.5038659793814433,0.4961340206185567,0.16881443298969073,0.1134020618556701,0.2847938144329897,0.27963917525773196,0.15335051546391754,7.5,117.5,168.8,2542.0,70.0,10.0,20.0,2.2,370.0,36.8,16.5,10.709963418403076
747,2724,7190.0,0.501737317581654,0.4982626824183461,0.1564673157162726,0.10987482614742698,0.2670375521557719,0.2809457579972184,0.18567454798331015,6.5,121.9,169.3,3226.0,70.0,10.0,20.0,2.1,575.0,34.5,18.5,10.705489138008156
748,2725,5815.0,0.48409286328460877,0.5159071367153912,0.1486254295532646,0.08676975945017182,0.18642611683848798,0.29381443298969073,0.28436426116838487,3.4,75.2,157.60000000000002,2124.0,80.0,10.0,10.0,2.2,305.0,25.3,31.4,10.685103381083682
749,2726,6225.0,0.4883534136546185,0.5116465863453815,0.15502008032128514,0.10361445783132531,0.2393574297188755,0.26666666666666666,0.2353413654618474,12.2,110.9,165.4,2919.0,70.0,10.0,10.0,2.1,535.0,35.1,19.4,
750,2727,5275.0,0.4957345971563981,0.5042654028436019,0.18785578747628084,0.12808349146110057,0.25901328273244784,0.2903225806451613,0.1347248576850095,3.9,73.6,159.0,2753.0,70.0,10.0,20.0,2.4,465.0,32.1,18.8,10.550590794594667
751,2728,8640.0,0.4965277777777778,0.5034722222222222,0.1550925925925926,0.11631944444444445,0.21585648148148148,0.3489583333333333,0.16377314814814814,2.0,32.2,146.1,1869.0,80.0,10.0,10.0,2.4,650.0,26.7,31.3,10.48849257447637
