,pc4,INWONER,P_MAN,P_VROUW,P_INW_014,P_INW_1524,P_INW_2544,P_INW_4564,P_INW_65PL,AV1_FOOD,AV3_FOOD,AV5_FOOD,OAD,P_NL_ACHTG,P_WE_MIG_A,P_NW_MIG_A,GEM_HH_GR,UITKMINAOW,P_LINK_HH,P_HINK_HH,log_median_inc
10,1022,3125.0,0.5056,0.4944,0.2352,0.0832,0.3936,0.2224,0.0656,9.7,85.3,588.0,2419.0,50.0,20.0,30.0,2.2,240.0,40.0,23.8,10.46310334047155
11,1023,4675.0,0.4716577540106952,0.5283422459893048,0.16880341880341881,0.0876068376068376,0.21794871794871795,0.31196581196581197,0.21367521367521367,11.1,76.2,160.1,2553.0,80.0,10.0,10.0,2.0,515.0,53.2,16.2,10.236381967809457
12,1024,13185.0,0.4891922639362912,0.5108077360637088,0.21577550246492225,0.1342434584755404,0.30716723549488056,0.22563519150549868,0.11717861205915814,10.2,47.400000000000006,128.4,2593.0,30.0,10.0,60.0,2.2,1595.0,53.5,9.6,10.236381967809457
13,1025,15295.0,0.4847989539065054,0.5152010460934946,0.1542483660130719,0.13627450980392156,0.26405228758169935,0.2437908496732026,0.20163398692810458,13.8,91.9,297.4,2750.0,50.0,10.0,40.0,1.9,1785.0,55.1,11.7,10.181119289134408
14,1026,530.0,0.5283018867924528,0.4716981132075472,0.19047619047619047,0.11428571428571428,0.18095238095238095,0.34285714285714286,0.17142857142857143,0.0,2.3,36.5,97.0,90.0,10.0,0.0,2.5,30.0,17.1,45.7,10.898589464834572
15,1027,500.0,0.53,0.47,0.15,0.11,0.21,0.29,0.24,0.0,19.299999999999997,63.6,177.0,90.0,10.0,0.0,2.3,35.0,32.3,34.4,10.616437360392252
16,1028,600.0,0.5041322314049587,0.49586776859504134,0.17355371900826447,0.10743801652892562,0.1487603305785124,0.34710743801652894,0.2231404958677686,0.3,1.2,13.0,40.0,90.0,10.0,0.0,2.4,15.0,20.0,42.5,10.874266469694353
17,1031,6395.0,0.5011727912431587,0.4988272087568413,0.1705790297339593,0.10250391236306729,0.37245696400625977,0.25821596244131456,0.09624413145539906,37.3,124.0,1294.3,3066.0,40.0,10.0,40.0,1.9,1010.0,59.8,13.5,10.094107912144779
18,1032,5710.0,0.5043782837127846,0.4956217162872154,0.17513134851138354,0.0893169877408056,0.30998248686514884,0.2819614711033275,0.1436077057793345,30.8,128.39999999999998,1092.4,2766.0,60.0,10.0,30.0,2.0,845.0,59.6,9.6,10.134599273499514
19,1033,12465.0,0.4869634977938227,0.5130365022061772,0.12876052948255115,0.14881668672282392,0.29843561973525873,0.2567188126754914,0.16726835138387486,6.800000000000001,46.4,210.8,2039.0,60.0,10.0,30.0,1.8,1640.0,56.7,9.5,10.138559674715612
20,1034,14610.0,0.48973305954825463,0.5102669404517454,0.19130732375085557,0.12594113620807665,0.27686516084873375,0.24709103353867215,0.15879534565366188,3.3,80.6,313.0,2426.0,40.0,10.0,50.0,2.2,1980.0,55.1,11.2,10.207289006867793
21,1035,10550.0,0.48104265402843605,0.518957345971564,0.18492176386913228,0.12328117591275486,0.2408724513987672,0.29445234708392604,0.15647226173541964,4.4,48.900000000000006,131.7,1983.0,60.0,10.0,30.0,2.3,1065.0,41.5,21.8,10.44581184336149
22,1036,2295.0,0.4989106753812636,0.5010893246187363,0.30718954248366015,0.11328976034858387,0.3420479302832244,0.21350762527233116,0.023965141612200435,0.8,59.3,241.8,2438.0,50.0,10.0,40.0,3.0,145.0,23.1,36.7,10.829728615263452
23,1037,145.0,0.5517241379310345,0.4482758620689655,0.14285714285714285,0.07142857142857142,0.10714285714285714,0.4642857142857143,0.21428571428571427,1.1,20.4,171.9,324.0,80.0,10.0,10.0,2.1,15.0,,,
24,1041,10.0,,,,,,,,2.9000000000000004,54.3,210.7,100.0,,,,,,,,
25,1042,30.0,0.5,0.5,,,,,,0.0,22.3,400.5,121.0,70.0,,,1.5,10.0,,,
26,1043,770.0,0.5741935483870968,0.4258064516129032,,,,,,7.9,148.7,990.8,1912.0,20.0,50.0,30.0,1.1,60.0,,,
27,1044,,,,,,,,,,,,55.0,,,,,,,,
