pc4,INWONER,MAN,VROUW,INW_014,INW_1524,INW_2544,INW_4564,INW_65PL,P_NL_ACHTG,P_WE_MIG_A,P_NW_MIG_A,AANTAL_HH,TOTHH_EENP,TOTHH_MPZK,HH_EENOUD,HH_TWEEOUD,GEM_HH_GR,UITKMINAOW,OAD,P_LINK_HH,P_HINK_HH,AFS_CAFE,AV1_CAFE,AV3_CAFE,AV5_CAFE,AFS_CAFTAR,AV1_CAFTAR,AV3_CAFTAR,AV5_CAFTAR,AFS_HOTEL,AV5_HOTEL,AV10_HOTEL,AV20_HOTEL,AFS_RESTAU,AV1_RESTAU,AV3_RESTAU,AV5_RESTAU,median_inc
1011.0,0.36393254120352625,0.3823757763975155,0.34632853898561694,0.12583892617449666,0.23580786026200873,0.3352272727272727,0.42030075187969923,0.31950989632422244,0.5555555555555556,0.5,0.25,0.47482282730324504,0.5205647636586863,0.5038759689922481,0.15011547344110854,0.13517241379310344,0.16666666666666663,0.2,0.6040547565413273,0.5532163742690059,0.2537517053206003,0.0,0.6358192705498095,0.888995675156175,0.9857392708193193,0.01282051282051282,0.545272636318159,0.9115931189229618,0.9532772364924712,0.006578947368421052,0.9527838427947599,0.9847365829640572,0.9475194751947519,0.013157894736842106,0.5712460063897764,0.8675298804780878,0.9690078037904125,0.27307692307692305
1012.0,0.31602146416251437,0.35209627329192544,0.2804693414080242,0.07214765100671142,0.25109170305676853,0.44834710743801653,0.2518796992481203,0.13383600377002827,0.4444444444444444,0.6666666666666666,0.25,0.4393882879522566,0.5021485573971762,0.5096899224806202,0.08314087759815242,0.07172413793103448,0.12499999999999993,0.10993377483443709,0.7308092185063247,0.6222222222222222,0.1937244201909959,0.0,1.0,0.9205510171391961,0.9927351002287098,0.0,1.0,0.9341810022438295,0.9680026572187775,0.0,0.9675218340611355,0.9852289512555391,0.9587945879458795,0.0,1.0,0.9020347182697781,0.9806577480490524,0.23974358974358975
1013.0,0.8110387121502491,0.8171583850931677,0.8050719152157456,0.4261744966442953,0.39737991266375544,0.8006198347107438,0.9097744360902256,0.5796418473138548,0.4444444444444444,0.3333333333333333,0.25,0.9369638194703469,0.9183548189073051,1.0,0.4387990762124711,0.40827586206896554,0.24999999999999994,0.6569536423841059,0.5505978166695547,0.5929824561403509,0.22783083219645298,0.02040816326530612,0.14589003810560697,0.5828928399807785,0.9117449212969193,0.01282051282051282,0.17058529264632316,0.587284966342558,0.8549601417183348,0.03289473684210526,0.9224890829694323,0.9820285573609059,0.9542845428454284,0.026315789473684213,0.20958466453674118,0.5190665907797383,0.852396878483835,0.2692307692307692
1014.0,0.060176312763510924,0.06521739130434782,0.05526116578349735,0.04865771812080537,0.02074235807860262,0.08884297520661157,0.04887218045112782,0.013195098963242224,0.5555555555555556,0.3333333333333333,0.125,0.061171204774337934,0.048496009821976674,0.09302325581395349,0.013856812933025405,0.05241379310344828,0.33333333333333326,0.03708609271523179,0.24935019927222318,0.33801169590643276,0.3983628922237381,0.08163265306122448,0.020685900925421885,0.16674675636713118,0.6781918471680345,0.05128205128205128,0.06053026513256628,0.20538519072550487,0.646036315323295,0.01973684210526316,0.669759825327511,0.9849827671097983,0.960229602296023,0.06578947368421052,0.03226837060702875,0.1454183266932271,0.605685618729097,0.4423076923076923
1015.0,0.5638175546186278,0.5819099378881988,0.5461771385314156,0.21224832214765102,0.3373362445414847,0.5444214876033058,0.637593984962406,0.4637134778510839,0.5555555555555556,0.5,0.125,0.7273405445729205,0.7894413750767342,0.75,0.22401847575057737,0.23586206896551723,0.16666666666666663,0.32450331125827814,0.9518281060474788,0.5637426900584795,0.26330150068212826,0.0,0.44365813826891676,0.8827486785199424,0.9919278891430109,0.01282051282051282,0.42621310655327665,0.8710545998504113,0.9635739592559787,0.013157894736842103,0.9819868995633189,0.9859675036927622,0.9661746617466175,0.013157894736842106,0.6083067092651757,0.8092629482071714,0.9704013377926421,0.27307692307692305
1016.0,0.4116519739363741,0.4312888198757764,0.3925056775170325,0.13087248322147652,0.23799126637554585,0.4359504132231405,0.43609022556390975,0.34307257304429783,0.5555555555555556,0.5,0.125,0.5382320029839612,0.5874769797421732,0.5968992248062015,0.14780600461893764,0.14620689655172414,0.16666666666666663,0.19205298013245034,0.979119736614105,0.5345029239766083,0.29467939972714874,0.0,0.6298312465977137,1.0,1.0,0.0,0.6013006503251626,1.0,0.9972320637732507,0.006578947368421052,1.0,0.9918759231905465,0.9649446494464944,0.013157894736842106,0.8182108626198084,0.973605577689243,0.9947045707915273,0.28717948717948716
1017.0,0.4777692602529705,0.5081521739130435,0.4481453444360333,0.18791946308724833,0.34279475982532753,0.5232438016528925,0.46090225563909776,0.3232799245994345,0.5555555555555556,0.5,0.125,0.5956732562476688,0.61817065684469,0.6957364341085271,0.14549653579676675,0.21517241379310345,0.20833333333333334,0.14304635761589404,0.809305146421764,0.4538011695906433,0.3656207366984993,0.01020408163265306,0.3990201415351116,0.9557904853435849,0.9938113816763084,0.0,0.3426713356678339,0.9901271503365744,1.0,0.0,0.9825327510917031,0.9938453963564746,0.9575645756457565,0.013157894736842106,0.6070287539936102,1.0,0.9982162764771461,0.3333333333333333
1018.0,0.7951322345726332,0.8229813664596274,0.7679788039364118,0.35318791946308725,0.5622270742358079,0.7422520661157025,0.8834586466165414,0.5796418473138548,0.5555555555555556,0.3333333333333333,0.25,0.9272659455427079,0.939840392879067,0.9922480620155039,0.3556581986143187,0.3820689655172414,0.20833333333333334,0.614569536423841,0.5957373072257841,0.5532163742690059,0.25784447476125516,0.030612244897959186,0.10179640718562874,0.6617011052378665,0.913359343468317,0.025641025641025637,0.10605302651325663,0.69962602842184,0.8861824623560672,0.02631578947368421,0.9279475982532752,0.9862136878385033,0.9198441984419844,0.026315789473684213,0.14472843450479234,0.6324701195219123,0.9114827201783724,0.2743589743589744
1019.0,0.718091222690686,0.7317546583850931,0.7043906131718395,0.46812080536912754,0.42358078602620086,0.6012396694214877,0.9759398496240601,0.33270499528746467,0.5555555555555556,0.3333333333333333,0.25,0.7101827676240209,0.5089011663597299,0.9806201550387597,0.42032332563510394,0.5255172413793103,0.375,0.40397350993377484,0.37090625541500605,0.3368421052631579,0.41609822646657574,0.07142857142857142,0.018508437670114317,0.16226173314111805,0.6971613076819589,0.025641025641025637,0.032016008004002,0.19341810022438297,0.6588795394154119,0.04605263157894737,0.7000545851528385,0.964795667159035,0.8997539975399754,0.039473684210526314,0.03514376996805112,0.15395560614684123,0.644593088071349,0.44743589743589746
1021.0,0.26581065542353394,0.27562111801242234,0.2562452687358062,0.17365771812080538,0.17358078602620086,0.25671487603305787,0.2774436090225564,0.15928369462770972,0.3333333333333333,0.3333333333333333,0.625,0.2823573293547184,0.2590546347452425,0.2655038759689923,0.19861431870669746,0.15172413793103448,0.2916666666666667,0.33245033112582784,0.23999306879223706,0.7134502923976608,0.0927694406548431,0.02040816326530612,0.03320631464344039,0.026589780554220732,0.25440602717610655,0.025641025641025637,0.0415207603801901,0.049214659685863874,0.2403675819309123,0.02631578947368421,0.19950873362445415,0.947562776957164,0.9141041410414105,0.039473684210526314,0.04217252396166134,0.03649686966420034,0.21588628762541806,0.22564102564102564
